Kennziffer;Raumeinheit;Aggregat;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"09572119";"Bubenreuth";"Gemeinden";"12,35";"9,52";"-10,93";"-2,01";"-2,88";"19,55";"2,36";"6,66";"12,64"
"09572120";"Buckenhof";"Gemeinden";"26,08";"10,29";"-12,25";"3,96";"11,72";"-22,95";"0,97";"5,87";"30,94"
"09572121";"Eckental, M";"Gemeinden";"9,60";"2,95";"-3,29";"-8,23";"-5,80";"6,62";"-2,09";"4,37";"7,56"
"09572126";"Gremsdorf";"Gemeinden";"11,49";"5,63";"13,31";"2,00";"14,36";"20,32";"16,70";"17,76";"19,79"
"09572127";"Großenseebach";"Gemeinden";"8,76";"9,25";"11,74";"-5,88";"-2,09";"-4,20";"-2,46";"-3,25";"-14,99"
"09572130";"Hemhofen";"Gemeinden";"8,10";"1,89";"8,81";"-13,98";"0,20";"6,55";"3,02";"13,08";"-11,04"
"09572131";"Heroldsberg, M";"Gemeinden";"-3,55";"1,40";"0,69";"4,06";"24,61";"9,80";"3,90";"6,72";"-4,21"
"09572132";"Herzogenaurach, St";"Gemeinden";"13,18";"3,80";"1,69";"-9,27";"-0,35";"8,55";"0,95";"20,23";"15,18"
"09572133";"Heßdorf";"Gemeinden";"1,57";"0,90";"2,89";"5,72";"-9,73";"4,35";"-14,54";"-1,95";"19,48"
"09572135";"Höchstadt a.d.Aisch, St";"Gemeinden";"-2,06";"5,46";"3,36";"0,82";"-11,23";"3,42";"10,43";"7,85";"12,80"
"09572137";"Kalchreuth";"Gemeinden";"-2,49";"3,11";"0,99";"6,60";"0,33";"2,39";"7,09";"-0,33";"1,34"
"09572139";"Lonnerstadt, M";"Gemeinden";"16,41";"12,14";"11,78";"5,58";"-2,01";"-12,16";"1,99";"10,42";"-1,96"
"09572141";"Marloffstein";"Gemeinden";"-1,99";"1,30";"-1,24";"-0,62";"-3,10";"7,06";"-3,21";"3,80";"-7,18"
"09572142";"Möhrendorf";"Gemeinden";"10,95";"-1,23";"9,75";"0,23";"-3,38";"16,71";"3,07";"-3,50";"10,04"
"09572143";"Mühlhausen, M";"Gemeinden";"24,50";"13,35";"10,81";"-2,97";"10,02";"9,50";"4,09";"7,85";"3,89"
"09572147";"Oberreichenbach";"Gemeinden";"-14,60";"62,32";"-4,15";"22,76";"-0,81";"-10,67";"1,54";"-6,62";"4,51"
"09572149";"Röttenbach";"Gemeinden";"0,21";"-8,59";"-10,11";"-2,38";"-10,16";"-0,87";"0,00";"0,21";"-7,47"
"09572154";"Spardorf";"Gemeinden";"-15,12";"-20,39";"-9,95";"25,54";"0,51";"20,79";"10,33";"-9,87";"-3,65"
"09572158";"Uttenreuth";"Gemeinden";"-9,25";"2,36";"18,98";"-0,22";"7,77";"4,88";"14,76";"9,71";"-3,09"
"09572159";"Vestenbergsgreuth, M";"Gemeinden";"5,61";"2,69";"13,13";"3,09";"-3,83";"10,67";"-10,56";"-10,29";"12,45"
"09572160";"Wachenroth, M";"Gemeinden";"16,30";"11,12";"10,19";"-10,14";"0,45";"-11,79";"-9,13";"40,72";"30,93"
"09572164";"Weisendorf, M";"Gemeinden";"18,41";"2,29";"10,75";"3,40";"0,96";"4,56";"-3,39";"8,84";"6,81"
"09572451";"Birkach";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09572452";"Buckenhofer Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09572453";"Dormitzer Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09572454";"Erlenstegener Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09572455";"Forst Tennenlohe";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09572456";"Geschaidt";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09572457";"Kalchreuther Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09572458";"Kraftshofer Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09572459";"Mark";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09572460";"Neunhofer Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09573111";"Ammerndorf, M";"Gemeinden";"96,81";"12,94";"13,15";"17,61";"-36,36";"-1,92";"-9,33";"-7,38";"-14,52"
"09573114";"Cadolzburg, M";"Gemeinden";"9,64";"9,04";"1,39";"-4,15";"3,42";"5,54";"10,02";"5,22";"-2,50"
"09573115";"Großhabersdorf";"Gemeinden";"12,47";"3,92";"6,23";"14,44";"-5,95";"-1,73";"11,07";"5,47";"1,63"
"09573120";"Langenzenn, St";"Gemeinden";"16,68";"2,75";"-4,03";"-6,79";"-7,01";"6,27";"8,42";"6,74";"7,27"
"09573122";"Oberasbach, St";"Gemeinden";"1,53";"6,60";"8,02";"-1,29";"3,41";"5,24";"2,39";"4,28";"5,31"
"09573123";"Obermichelbach";"Gemeinden";"0,45";"63,81";"-8,51";"0,35";"14,28";"10,89";"17,45";"-4,84";"-17,59"
"09573124";"Puschendorf";"Gemeinden";"12,24";"-10,21";"4,11";"8,12";"3,24";"17,47";"26,80";"-27,82";"7,72"
"09573125";"Roßtal, M";"Gemeinden";"8,30";"19,19";"11,63";"1,29";"-4,79";"-3,34";"6,19";"-0,70";"-8,73"
"09573126";"Seukendorf";"Gemeinden";"17,69";"46,86";"-0,63";"-10,08";"-10,17";"7,76";"-6,72";"3,79";"0,32"
"09573127";"Stein, St";"Gemeinden";"3,75";"-1,51";"-1,44";"4,17";"1,08";"11,01";"12,86";"4,54";"30,14"
"09573129";"Tuchenbach";"Gemeinden";"-19,88";"16,74";"14,44";"-12,91";"10,80";"11,83";"2,25";"-5,75";"7,30"
"09573130";"Veitsbronn";"Gemeinden";"-0,33";"-5,45";"7,03";"9,05";"-7,73";"2,70";"-7,33";"5,62";"-6,75"
"09573133";"Wilhermsdorf, M";"Gemeinden";"26,90";"10,38";"3,99";"-7,90";"-15,18";"15,88";"12,54";"5,10";"-4,81"
"09573134";"Zirndorf, St";"Gemeinden";"29,28";"-5,46";"4,82";"-5,36";"12,84";"11,33";"-6,64";"32,37";"4,76"
"09574111";"Alfeld";"Gemeinden";"-10,62";"0,00";"17,59";"-11,08";"-6,15";"-0,92";"-9,47";"10,78";"-6,33"
"09574112";"Altdorf b.Nürnberg, St";"Gemeinden";"8,17";"3,37";"3,93";"-2,75";"0,07";"1,52";"-2,63";"9,25";"7,80"
"09574117";"Burgthann";"Gemeinden";"14,79";"10,88";"8,00";"-2,27";"-5,79";"-3,87";"0,26";"11,02";"12,59"
"09574120";"Engelthal";"Gemeinden";"2,70";"-6,15";"-9,87";"25,44";"-0,87";"9,65";"8,01";"20,63";"-1,89"
"09574123";"Feucht, M";"Gemeinden";"19,51";"-11,23";"-5,72";"-8,35";"2,19";"22,93";"5,27";"6,18";"-1,45"
"09574128";"Happurg";"Gemeinden";"5,02";"8,79";"-11,29";"-18,59";"-10,04";"2,21";"-10,72";"-0,27";"8,03"
"09574129";"Hartenstein";"Gemeinden";"-54,50";"56,33";"0,00";"-22,08";"21,68";"52,26";"4,82";"-2,09";"31,53"
"09574131";"Henfenfeld";"Gemeinden";"-59,97";"2,68";"-4,31";"-5,27";"5,79";"-14,32";"-10,18";"-12,74";"-9,00"
"09574132";"Hersbruck, St";"Gemeinden";"1,39";"-2,74";"6,51";"1,61";"-6,25";"-0,41";"10,50";"8,45";"14,03"
"09574135";"Kirchensittenbach";"Gemeinden";"-4,66";"15,91";"-1,82";"-10,94";"-6,42";"8,85";"5,39";"3,30";"-6,82"
"09574138";"Lauf a.d.Pegnitz, St";"Gemeinden";"7,27";"1,06";"5,96";"2,40";"1,80";"6,16";"10,27";"1,33";"6,45"
"09574139";"Leinburg";"Gemeinden";"27,39";"4,45";"6,27";"2,16";"2,49";"3,25";"0,45";"3,99";"2,24"
"09574140";"Neuhaus a.d.Pegnitz, M";"Gemeinden";"-6,59";"0,67";"-0,67";"5,07";"-6,28";"12,14";"-16,54";"-17,90";"0,74"
"09574141";"Neunkirchen a.Sand";"Gemeinden";"-3,76";"17,33";"2,75";"4,03";"10,11";"4,72";"-2,11";"-4,75";"28,64"
"09574145";"Offenhausen";"Gemeinden";"16,96";"1,27";"2,46";"-2,45";"-8,86";"5,78";"4,45";"-10,79";"-4,41"
"09574146";"Ottensoos";"Gemeinden";"17,71";"10,19";"1,97";"-2,44";"10,18";"-1,96";"-7,82";"-27,65";"-20,04"
"09574147";"Pommelsbrunn";"Gemeinden";"22,83";"13,62";"4,82";"1,11";"-1,70";"11,23";"21,64";"12,11";"14,61"
"09574150";"Reichenschwand";"Gemeinden";"13,61";"-4,33";"-6,10";"-9,75";"-17,80";"-13,96";"16,22";"5,87";"-2,52"
"09574152";"Röthenbach a.d.Pegnitz, St";"Gemeinden";"-9,03";"-10,69";"10,18";"-2,82";"3,12";"8,73";"19,68";"9,49";"10,38"
"09574154";"Rückersdorf";"Gemeinden";"10,94";"7,41";"-6,76";"-8,30";"13,68";"12,74";"7,81";"-7,09";"-6,96"
"09574155";"Schnaittach, M";"Gemeinden";"11,64";"-6,06";"-6,08";"2,07";"-9,49";"11,26";"7,68";"-1,07";"20,96"
"09574156";"Schwaig b.Nürnberg";"Gemeinden";"12,04";"-3,20";"6,84";"-3,33";"-2,31";"8,86";"20,37";"-0,56";"4,43"
"09574157";"Schwarzenbruck";"Gemeinden";"11,70";"3,59";"5,18";"4,20";"2,15";"1,46";"11,12";"11,84";"5,67"
"09574158";"Simmelsdorf";"Gemeinden";"5,82";"-9,23";"4,23";"-3,37";"-5,42";"-9,04";"8,02";"6,50";"-0,62"
"09574160";"Velden, St";"Gemeinden";"4,48";"16,35";"14,08";"-8,17";"-6,13";"3,88";"-7,72";"-10,65";"1,15"
"09574161";"Vorra";"Gemeinden";"11,21";"9,06";"3,23";"4,40";"23,41";"28,20";"8,00";"22,39";"1,81"
"09574164";"Winkelhaid";"Gemeinden";"19,10";"2,86";"9,78";"9,61";"16,13";"8,73";"33,22";"3,05";"-3,55"
"09574451";"Behringersdorfer Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09574452";"Brunn";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09574453";"Engelthaler Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09574454";"Feuchter Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09574455";"Fischbach";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09574456";"Forsthof";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09574457";"Günthersbühler Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09574458";"Haimendorfer Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09574460";"Laufamholzer Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09574461";"Leinburg";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09574462";"Rückersdorfer Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09574463";"Schönberg";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09574464";"Winkelhaid";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09574465";"Zerzabelshofer Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09575112";"Bad Windsheim, St";"Gemeinden";"9,08";"4,15";"9,71";"3,89";"-6,27";"0,17";"5,90";"22,31";"20,82"
"09575113";"Baudenbach, M";"Gemeinden";"18,71";"38,97";"18,38";"0,84";"-16,69";"14,59";"0,00";"27,73";"-11,35"
"09575115";"Burgbernheim, St";"Gemeinden";"15,55";"9,15";"-10,78";"0,65";"-1,70";"11,01";"21,27";"31,38";"-3,83"
"09575116";"Burghaslach, M";"Gemeinden";"4,71";"2,95";"-4,02";"6,72";"7,96";"11,19";"-23,72";"-7,28";"1,12"
"09575117";"Dachsbach, M";"Gemeinden";"1,90";"16,56";"15,23";"10,19";"-5,61";"-8,77";"16,27";"-5,60";"7,75"
"09575118";"Diespeck";"Gemeinden";"15,03";"26,56";"21,96";"3,01";"-3,83";"0,28";"8,17";"-5,03";"11,85"
"09575119";"Dietersheim";"Gemeinden";"-2,01";"22,17";"-5,64";"5,08";"14,84";"5,13";"-1,82";"-15,14";"-19,25"
"09575121";"Emskirchen, M";"Gemeinden";"10,98";"-3,69";"5,25";"-6,38";"1,81";"-6,67";"-2,88";"-2,14";"-0,34"
"09575122";"Ergersheim";"Gemeinden";"-9,49";"-13,62";"-12,68";"-15,44";"-31,67";"6,24";"-27,80";"-0,98";"7,49"
"09575124";"Gallmersgarten";"Gemeinden";"1,24";"-15,19";"13,60";"-1,23";"0,00";"11,90";"40,31";"-40,05";"56,04"
"09575125";"Gerhardshofen";"Gemeinden";"85,94";"31,62";"4,06";"-3,92";"-4,29";"-2,40";"-11,29";"-1,61";"-7,13"
"09575127";"Gollhofen";"Gemeinden";"4,95";"10,71";"-17,99";"4,80";"-3,69";"-16,05";"15,05";"25,93";"17,78"
"09575128";"Gutenstetten";"Gemeinden";"18,07";"-0,75";"1,44";"1,41";"-3,60";"21,37";"0,00";"9,30";"15,17"
"09575129";"Hagenbüchach";"Gemeinden";"24,46";"3,45";"8,14";"3,21";"0,80";"17,30";"23,66";"-3,11";"-22,11"
"09575130";"Hemmersheim";"Gemeinden";"10,91";"-6,95";"-15,97";"-1,45";"1,48";"0,00";"13,80";"14,13";"40,19"
"09575133";"Illesheim";"Gemeinden";"13,53";"11,27";"14,43";"16,63";"-14,62";"-3,23";"25,72";"8,21";"-18,26"
"09575134";"Ippesheim, M";"Gemeinden";"14,93";"-0,88";"11,45";"-6,08";"2,73";"8,76";"6,36";"19,54";"3,76"
"09575135";"Ipsheim, M";"Gemeinden";"-9,60";"10,19";"4,59";"-0,46";"10,71";"3,79";"5,08";"7,26";"0,46"
"09575138";"Langenfeld";"Gemeinden";"46,34";"19,17";"8,59";"-15,76";"2,90";"0,00";"9,78";"1,88";"-3,76"
"09575143";"Marktbergel, M";"Gemeinden";"-14,15";"-0,61";"2,99";"-5,47";"-29,10";"11,15";"-8,99";"-1,92";"-1,84"
"09575144";"Markt Bibart, M";"Gemeinden";"-7,19";"5,02";"-2,00";"-0,51";"-12,73";"-11,45";"-10,78";"2,65";"7,89"
"09575145";"Markt Erlbach, M";"Gemeinden";"33,08";"4,49";"5,63";"-0,52";"1,60";"2,90";"18,28";"-0,35";"7,50"
"09575146";"Markt Nordheim, M";"Gemeinden";"21,02";"-3,45";"-10,58";"-6,90";"-8,91";"13,81";"-12,39";"9,62";"6,98"
"09575147";"Markt Taschendorf, M";"Gemeinden";"38,94";"12,75";"1,83";"2,74";"-1,93";"7,91";"8,94";"6,94";"15,43"
"09575150";"Münchsteinach";"Gemeinden";"14,78";"-0,66";"4,72";"0,68";"-5,69";"8,71";"-2,99";"34,73";"2,05"
"09575152";"Neuhof a.d.Zenn, M";"Gemeinden";"26,29";"-1,97";"0,00";"11,40";"-11,13";"4,34";"5,17";"7,64";"10,53"
"09575153";"Neustadt a.d.Aisch, St";"Gemeinden";"5,36";"8,61";"5,71";"-3,55";"5,41";"10,94";"9,43";"11,71";"15,63"
"09575155";"Oberickelsheim";"Gemeinden";"6,92";"8,17";"-4,12";"8,46";"-1,46";"-8,65";"0,00";"8,08";"-4,10"
"09575156";"Obernzenn, M";"Gemeinden";"12,55";"-2,30";"20,16";"8,47";"0,37";"7,21";"1,13";"-26,10";"-21,97"
"09575157";"Oberscheinfeld, M";"Gemeinden";"0,79";"6,13";"13,71";"-10,10";"-4,85";"-11,06";"20,71";"1,81";"10,28"
"09575161";"Scheinfeld, St";"Gemeinden";"16,24";"-7,50";"11,05";"5,24";"7,50";"-5,08";"3,48";"9,56";"23,02"
"09575163";"Simmershofen";"Gemeinden";"-4,00";"-10,31";"-3,01";"-10,25";"-20,61";"15,77";"18,83";"-4,22";"-1,05"
"09575165";"Sugenheim, M";"Gemeinden";"-7,38";"9,73";"-8,25";"1,67";"-4,75";"-3,93";"-3,13";"11,03";"4,27"
"09575166";"Trautskirchen";"Gemeinden";"9,20";"-15,15";"18,44";"1,49";"-3,12";"-16,02";"0,76";"3,04";"-11,42"
"09575167";"Uehlfeld, M";"Gemeinden";"24,00";"9,75";"12,14";"5,36";"-11,92";"6,28";"11,72";"19,08";"2,26"
"09575168";"Uffenheim, St";"Gemeinden";"24,94";"6,51";"7,57";"7,69";"6,14";"-0,65";"19,49";"15,64";"20,67"
"09575179";"Weigenheim";"Gemeinden";"7,24";"16,06";"31,40";"6,87";"-0,98";"-0,99";"-2,10";"8,23";"-13,17"
"09575181";"Wilhelmsdorf";"Gemeinden";"38,33";"1,58";"22,69";"4,62";"-2,28";"19,22";"9,89";"3,30";"9,56"
"09575451";"Osing";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09576111";"Abenberg, St";"Gemeinden";"35,57";"20,61";"8,58";"-9,21";"-1,83";"5,14";"-3,09";"6,91";"10,32"
"09576113";"Allersberg, M";"Gemeinden";"15,69";"2,18";"6,08";"3,99";"2,72";"8,79";"14,34";"5,70";"8,78"
"09576117";"Büchenbach";"Gemeinden";"10,73";"7,50";"1,71";"4,22";"-13,21";"5,73";"-8,81";"2,45";"10,59"
"09576121";"Georgensgmünd";"Gemeinden";"15,54";"3,38";"14,27";"10,72";"-3,91";"-1,51";"9,28";"10,46";"12,78"
"09576122";"Greding, St";"Gemeinden";"5,40";"-0,98";"0,00";"-7,94";"-2,97";"3,30";"0,56";"-3,39";"23,17"
"09576126";"Heideck, St";"Gemeinden";"4,65";"-4,95";"5,85";"-3,88";"2,33";"5,43";"12,37";"-2,15";"12,47"
"09576127";"Hilpoltstein, St";"Gemeinden";"14,22";"10,12";"9,98";"9,49";"0,45";"4,25";"6,83";"1,88";"8,94"
"09576128";"Kammerstein";"Gemeinden";"4,25";"7,88";"0,74";"6,14";"4,62";"3,23";"5,92";"3,58";"-12,47"
"09576132";"Schwanstetten, M";"Gemeinden";"4,25";"0,97";"-1,60";"1,60";"-1,49";"0,27";"-0,83";"2,32";"8,97"
"09576137";"Rednitzhembach";"Gemeinden";"30,64";"29,51";"0,73";"-1,01";"-6,10";"0,44";"2,34";"6,42";"9,01"
"09576141";"Röttenbach";"Gemeinden";"17,51";"-9,22";"0,00";"-5,49";"-8,19";"-15,66";"0,31";"38,40";"37,31"
"09576142";"Rohr";"Gemeinden";"3,57";"-0,96";"-9,23";"1,19";"7,42";"16,12";"6,23";"-0,79";"1,59"
"09576143";"Roth, St";"Gemeinden";"10,36";"9,16";"0,60";"0,12";"-0,73";"8,38";"3,69";"0,76";"5,59"
"09576147";"Spalt, St";"Gemeinden";"0,40";"-0,20";"6,59";"-5,31";"-0,99";"0,61";"12,99";"5,49";"18,58"
"09576148";"Thalmässing, M";"Gemeinden";"4,75";"8,09";"-1,31";"2,60";"-1,34";"11,02";"5,25";"7,17";"10,74"
"09576151";"Wendelstein, M";"Gemeinden";"14,07";"8,68";"-0,25";"-1,12";"-2,53";"2,63";"8,11";"12,63";"14,87"
"09576451";"Abenberger Wald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09576452";"Dechenwald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09576453";"Forst Kleinschwarzenlohe";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09576454";"Heidenberg";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09576455";"Soos";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09577111";"Absberg, M";"Gemeinden";"-5,74";"17,84";"6,02";"4,62";"15,99";"25,76";"16,73";"9,35";"-4,97"
"09577113";"Alesheim";"Gemeinden";"-5,14";"1,02";"3,96";"10,73";"-2,03";"5,13";"-13,54";"11,42";"-14,29"
"09577114";"Muhr a.See";"Gemeinden";"72,27";"11,05";"13,38";"0,90";"5,36";"-6,00";"14,80";"19,74";"27,00"
"09577115";"Bergen";"Gemeinden";"6,77";"-0,91";"-7,98";"-16,30";"12,30";"-17,83";"12,32";"10,27";"1,71"
"09577120";"Burgsalach";"Gemeinden";"-13,10";"-1,72";"-5,90";"-6,62";"-5,97";"4,33";"12,80";"16,81";"-17,21"
"09577122";"Dittenheim";"Gemeinden";"1,13";"10,04";"-11,86";"-12,43";"0,00";"0,57";"1,69";"6,58";"16,22"
"09577125";"Ellingen, St";"Gemeinden";"12,36";"16,44";"13,34";"4,27";"-9,06";"14,44";"24,56";"14,82";"18,42"
"09577127";"Ettenstatt";"Gemeinden";"-5,97";"-12,97";"19,43";"-3,54";"2,36";"11,74";"-7,16";"13,71";"-4,62"
"09577133";"Gnotzheim, M";"Gemeinden";"-1,22";"16,26";"11,34";"6,74";"-3,47";"-2,40";"11,11";"-1,21";"-13,32"
"09577136";"Gunzenhausen, St";"Gemeinden";"7,83";"-3,76";"5,80";"5,33";"2,23";"10,17";"6,64";"15,36";"5,00"
"09577138";"Haundorf";"Gemeinden";"12,12";"15,66";"3,07";"-0,74";"-6,04";"1,52";"-25,75";"14,65";"12,33"
"09577140";"Heidenheim, M";"Gemeinden";"17,80";"0,72";"-7,53";"-11,44";"0,42";"-2,73";"-15,82";"25,28";"-4,40"
"09577141";"Höttingen";"Gemeinden";"10,69";"15,79";"14,32";"-12,87";"-7,60";"-10,75";"-28,00";"3,63";"7,35"
"09577148";"Langenaltheim";"Gemeinden";"-5,46";"-14,74";"-0,40";"-1,64";"-3,44";"13,90";"6,78";"24,10";"-2,66"
"09577149";"Markt Berolzheim, M";"Gemeinden";"14,96";"-1,47";"8,82";"-15,58";"-22,46";"-18,75";"-10,97";"15,42";"-4,63"
"09577150";"Meinheim";"Gemeinden";"18,03";"10,33";"8,89";"-22,75";"-5,77";"-3,53";"16,04";"4,73";"2,38"
"09577151";"Nennslingen, M";"Gemeinden";"-34,76";"-13,52";"-4,87";"-3,56";"-9,57";"2,91";"0,72";"7,12";"28,93"
"09577158";"Pappenheim, St";"Gemeinden";"-15,94";"0,66";"-1,78";"-12,49";"-2,20";"-6,05";"7,61";"-1,53";"-1,28"
"09577159";"Pfofeld";"Gemeinden";"16,45";"0,68";"43,70";"-8,27";"0,67";"-10,85";"-1,99";"-18,03";"-2,66"
"09577161";"Pleinfeld, M";"Gemeinden";"26,49";"13,52";"1,87";"-13,69";"7,52";"7,90";"2,39";"9,37";"1,62"
"09577162";"Polsingen";"Gemeinden";"-2,03";"10,80";"1,49";"10,83";"-1,51";"-0,54";"2,20";"3,30";"-1,13"
"09577163";"Raitenbuch";"Gemeinden";"26,68";"-3,37";"-13,61";"-5,95";"-19,40";"3,39";"-4,99";"1,66";"0,00"
"09577168";"Solnhofen";"Gemeinden";"2,17";"-25,66";"11,52";"-15,14";"-18,09";"-7,09";"20,72";"18,17";"9,63"
"09577172";"Theilenhofen";"Gemeinden";"-7,94";"9,34";"10,07";"-4,17";"-5,04";"-10,64";"5,34";"0,89";"-3,49"
"09577173";"Treuchtlingen, St";"Gemeinden";"6,16";"-0,60";"-0,45";"1,51";"-8,36";"9,62";"7,98";"-9,65";"8,94"
"09577177";"Weißenburg i.Bay., GKSt";"Gemeinden";"-3,28";"-3,93";"1,07";"1,75";"1,03";"6,32";"6,77";"4,89";"9,70"
"09577179";"Westheim";"Gemeinden";"3,19";"11,38";"-12,37";"0,00";"9,51";"0,00";"0,86";"-0,85";"-22,03"
"09661000";"Aschaffenburg";"Gemeinden";"8,32";"3,82";"6,26";"0,95";"2,15";"5,23";"12,71";"9,88";"9,68"
"09662000";"Schweinfurt";"Gemeinden";"6,60";"-4,10";"5,47";"0,06";"3,29";"0,31";"15,85";"10,13";"14,81"
"09663000";"Würzburg";"Gemeinden";"-1,71";"-3,49";"15,82";"5,94";"0,92";"2,46";"7,20";"1,84";"6,64"
"09671111";"Alzenau, St";"Gemeinden";"0,17";"10,90";"-0,68";"0,00";"1,01";"10,28";"2,76";"3,29";"0,95"
"09671112";"Bessenbach";"Gemeinden";"0,00";"-2,44";"0,17";"-1,01";"-2,22";"6,95";"13,60";"2,50";"-3,67"
"09671113";"Blankenbach";"Gemeinden";"22,89";"15,02";"11,02";"-8,54";"-17,20";"-3,92";"5,92";"-17,34";"-13,05"
"09671114";"Karlstein a.Main";"Gemeinden";"25,85";"-7,39";"-2,08";"-1,09";"-9,24";"-2,02";"4,68";"1,00";"15,43"
"09671119";"Geiselbach";"Gemeinden";"11,97";"-25,19";"0,94";"0,47";"-0,47";"-13,58";"-0,98";"-0,96";"4,31"
"09671120";"Glattbach";"Gemeinden";"-1,98";"-0,85";"-3,69";"-8,47";"-11,49";"-8,75";"10,23";"-7,48";"8,03"
"09671121";"Goldbach, M";"Gemeinden";"17,43";"0,49";"1,79";"3,32";"-0,41";"3,87";"2,91";"9,44";"11,50"
"09671122";"Großostheim, M";"Gemeinden";"12,56";"13,79";"3,07";"-7,12";"2,87";"3,24";"1,89";"-1,35";"4,51"
"09671124";"Haibach";"Gemeinden";"3,15";"-7,59";"2,86";"-3,40";"-0,12";"-8,50";"-4,36";"5,09";"7,36"
"09671126";"Heigenbrücken";"Gemeinden";"-3,18";"-12,74";"-7,84";"-5,04";"-16,13";"15,98";"1,32";"-8,45";"-22,90"
"09671127";"Heimbuchenthal";"Gemeinden";"3,05";"-14,15";"-6,28";"0,46";"-13,01";"12,07";"2,74";"1,81";"-1,40"
"09671128";"Heinrichsthal";"Gemeinden";"7,35";"-8,46";"8,46";"-13,20";"-24,83";"5,94";"-6,17";"-14,58";"-14,69"
"09671130";"Hösbach, M";"Gemeinden";"6,79";"-4,18";"-1,58";"-0,08";"1,42";"0,31";"2,58";"4,11";"2,46"
"09671133";"Johannesberg";"Gemeinden";"11,38";"1,04";"-5,22";"1,28";"1,29";"-3,08";"1,53";"10,52";"-1,48"
"09671134";"Kahl a.Main";"Gemeinden";"2,10";"0,98";"0,98";"6,87";"8,79";"9,85";"20,37";"11,14";"2,27"
"09671135";"Kleinkahl";"Gemeinden";"35,37";"13,35";"-0,53";"-0,54";"-7,97";"6,03";"7,05";"11,13";"9,40"
"09671136";"Kleinostheim";"Gemeinden";"13,25";"10,86";"5,52";"4,79";"-13,04";"-1,34";"-6,82";"0,37";"13,63"
"09671138";"Krombach";"Gemeinden";"7,16";"4,62";"8,28";"3,19";"3,69";"2,32";"-7,98";"-10,49";"-2,41"
"09671139";"Laufach";"Gemeinden";"6,02";"-4,02";"4,34";"-4,38";"7,96";"1,37";"11,21";"7,61";"2,55"
"09671140";"Mainaschaff";"Gemeinden";"0,72";"-7,31";"8,08";"-3,47";"-1,80";"11,96";"9,15";"1,78";"9,51"
"09671141";"Mespelbrunn";"Gemeinden";"-11,50";"-5,42";"3,84";"-13,08";"-9,05";"-2,74";"0,91";"23,78";"-17,60"
"09671143";"Mömbris, M";"Gemeinden";"9,02";"-0,08";"0,16";"-0,65";"-4,86";"0,85";"4,08";"-1,04";"3,04"
"09671148";"Rothenbuch";"Gemeinden";"23,35";"-3,18";"-10,03";"-2,61";"-1,04";"19,52";"6,21";"-3,41";"-2,51"
