Kennziffer;Raumeinheit;Aggregat;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"03360004";"Bienenbüttel";"Gemeinden";"27,46";"25,34";"8,17";"-5,18";"6,30";"0,00";"12,63";"16,93";"14,29"
"03360005";"Bad Bodenteich, Flecken";"Gemeinden";"10,52";"28,14";"10,48";"11,68";"0,51";"7,94";"7,75";"13,51";"171,50"
"03360006";"Ebstorf,Klosterflecken";"Gemeinden";"30,39";"21,94";"7,90";"10,28";"-3,19";"-4,35";"-2,08";"13,18";"6,58"
"03360007";"Eimke";"Gemeinden";"34,90";"0,00";"-8,73";"23,16";"-21,44";"0,00";"0,00";"-12,08";"18,98"
"03360008";"Emmendorf";"Gemeinden";"5,13";"16,54";"-30,83";"-9,38";"-15,21";"12,06";"-16,97";"15,56";"2,75"
"03360009";"Gerdau";"Gemeinden";"4,72";"-22,16";"4,92";"-14,51";"-6,51";"-7,51";"-10,53";"19,09";"6,36"
"03360010";"Hanstedt";"Gemeinden";"-13,67";"4,04";"6,77";"6,02";"4,38";"14,04";"25,99";"8,61";"-3,29"
"03360011";"Himbergen";"Gemeinden";"5,28";"-23,69";"-4,91";"-21,34";"-15,48";"-6,98";"5,88";"-2,96";"4,16"
"03360012";"Jelmstorf";"Gemeinden";"-18,12";"6,47";"-12,42";"11,40";"-9,59";"-6,45";"25,97";"-1,33";"19,18"
"03360013";"Lüder";"Gemeinden";"11,14";"-26,40";"7,52";"11,09";"-3,15";"16,09";"6,37";"3,98";"14,58"
"03360014";"Natendorf";"Gemeinden";"-16,69";"53,76";"0,00";"15,13";"-9,69";"-53,98";"20,24";"40,06";"-11,70"
"03360015";"Oetzen";"Gemeinden";"-25,16";"-41,17";"14,09";"12,31";"-16,67";"3,48";"9,46";"-18,39";"9,84"
"03360016";"Rätzlingen";"Gemeinden";"-2,05";"0,00";"13,44";"-13,78";"47,24";"-6,26";"6,32";"12,90";"8,75"
"03360017";"Römstedt";"Gemeinden";"15,42";"-3,53";"-8,50";"8,07";"13,48";"-36,27";"-25,54";"4,99";"-7,68"
"03360018";"Rosche";"Gemeinden";"1,86";"21,07";"-10,99";"-4,74";"-4,91";"3,86";"6,88";"11,76";"-8,15"
"03360019";"Schwienau";"Gemeinden";"3,69";"-3,71";"-2,48";"14,30";"8,14";"0,00";"12,69";"33,29";"-4,46"
"03360020";"Soltendieck";"Gemeinden";"31,52";"-40,45";"-12,83";"-0,95";"4,82";"-1,97";"23,60";"39,50";"-13,66"
"03360022";"Stoetze";"Gemeinden";"-11,90";"7,37";"0,00";"-9,01";"-7,39";"-26,94";"-20,58";"-22,85";"47,85"
"03360023";"Suderburg";"Gemeinden";"24,57";"4,93";"8,10";"-0,21";"6,58";"-2,41";"10,43";"16,22";"5,29"
"03360024";"Suhlendorf";"Gemeinden";"27,14";"1,47";"3,32";"13,48";"1,16";"0,00";"-13,44";"9,55";"-15,88"
"03360025";"Uelzen, Hansestadt";"Gemeinden";"2,67";"2,89";"3,44";"-1,17";"2,92";"5,20";"5,23";"3,57";"11,48"
"03360026";"Weste";"Gemeinden";"23,28";"33,37";"29,69";"-7,68";"-1,94";"25,79";"-3,11";"8,50";"8,66"
"03360029";"Wriedel";"Gemeinden";"-19,21";"8,23";"-3,06";"-14,07";"-9,26";"8,22";"3,75";"2,15";"-13,04"
"03360030";"Wrestedt";"Gemeinden";"16,86";"2,13";"-9,77";"-2,01";"-6,83";"-9,95";"0,93";"8,15";"8,47"
"03361001";"Achim, Stadt";"Gemeinden";"4,06";"2,89";"4,69";"2,92";"-2,43";"11,57";"12,00";"10,66";"9,81"
"03361002";"Blender";"Gemeinden";"-13,13";"23,57";"23,08";"-5,02";"-17,74";"4,16";"1,04";"7,22";"-0,70"
"03361003";"Dörverden";"Gemeinden";"9,62";"1,99";"6,38";"-8,07";"-9,81";"-1,68";"-7,47";"7,06";"3,77"
"03361004";"Emtinghausen";"Gemeinden";"19,14";"-2,45";"-23,28";"-10,86";"-21,48";"9,81";"10,00";"21,05";"0,66"
"03361005";"Kirchlinteln";"Gemeinden";"6,63";"2,07";"-1,24";"4,01";"-1,25";"1,19";"0,80";"14,32";"4,22"
"03361006";"Langwedel, Flecken";"Gemeinden";"21,89";"23,52";"5,71";"-2,60";"2,67";"0,97";"3,19";"-0,28";"9,99"
"03361008";"Ottersberg, Flecken";"Gemeinden";"16,03";"10,30";"2,31";"-1,65";"11,14";"4,65";"8,19";"15,96";"-3,66"
"03361009";"Oyten";"Gemeinden";"23,81";"10,40";"16,08";"2,75";"6,37";"6,16";"8,50";"8,14";"16,56"
"03361010";"Riede";"Gemeinden";"4,87";"14,23";"13,12";"-6,89";"-10,55";"0,37";"-10,48";"19,51";"34,40"
"03361012";"Verden (Aller), Stadt";"Gemeinden";"20,73";"-0,67";"-5,66";"-0,52";"5,14";"2,85";"8,00";"8,57";"1,14"
"03361013";"Thedinghausen";"Gemeinden";"6,74";"17,45";"10,56";"2,22";"-8,69";"3,39";"16,69";"4,67";"4,97"
"03401000";"Delmenhorst, Stadt";"Gemeinden";"3,57";"-7,01";"-2,42";"-0,50";"-0,67";"9,40";"6,06";"0,49";"10,43"
"03402000";"Emden, Stadt";"Gemeinden";"-4,62";"-1,42";"6,68";"3,79";"-1,74";"5,02";"5,22";"-0,89";"8,89"
"03403000";"Oldenburg (Oldenburg), Stadt";"Gemeinden";"12,18";"5,51";"10,47";"2,19";"7,59";"6,69";"8,52";"4,74";"12,32"
"03404000";"Osnabrück, Stadt";"Gemeinden";"4,23";"-8,59";"3,14";"-2,84";"2,71";"5,77";"2,34";"4,45";"1,85"
"03405000";"Wilhelmshaven, Stadt";"Gemeinden";"-3,96";"-12,14";"2,61";"-0,73";"2,87";"-3,16";"7,97";"4,72";"10,41"
"03451001";"Apen";"Gemeinden";"12,65";"9,65";"8,01";"6,72";"2,27";"-3,25";"6,69";"8,50";"14,50"
"03451002";"Bad Zwischenahn";"Gemeinden";"9,97";"8,11";"12,95";"10,33";"8,05";"10,66";"7,19";"14,28";"14,85"
"03451004";"Edewecht";"Gemeinden";"12,12";"18,45";"4,68";"3,41";"7,50";"7,14";"10,15";"8,62";"9,05"
"03451005";"Rastede";"Gemeinden";"5,20";"6,37";"8,39";"14,07";"7,32";"12,51";"11,81";"5,51";"8,78"
"03451007";"Westerstede, Stadt";"Gemeinden";"11,33";"4,22";"10,62";"0,00";"1,05";"2,51";"8,21";"8,87";"8,94"
"03451008";"Wiefelstede";"Gemeinden";"9,42";"19,47";"10,74";"5,92";"9,17";"-1,29";"-1,30";"5,01";"9,85"
"03452001";"Aurich, Stadt";"Gemeinden";"13,92";"1,02";"5,62";"4,48";"3,41";"4,16";"1,77";"7,94";"13,56"
"03452002";"Baltrum";"Gemeinden";"-9,47";"1,95";"25,27";"-41,58";"0,00";"21,28";"48,62";"-5,02";"-40,32"
"03452003";"Berumbur";"Gemeinden";"8,97";"13,06";"17,41";"-6,68";"-14,71";"19,85";"7,64";"-14,05";"22,02"
"03452006";"Großefehn";"Gemeinden";"5,37";"10,60";"3,61";"-0,53";"1,27";"6,60";"2,51";"5,87";"7,69"
"03452007";"Großheide";"Gemeinden";"10,54";"2,63";"3,92";"0,91";"-2,53";"3,62";"1,06";"8,62";"-6,46"
"03452008";"Hage, Flecken";"Gemeinden";"11,90";"5,70";"16,97";"3,26";"21,61";"12,98";"14,31";"12,22";"27,90"
"03452009";"Hagermarsch";"Gemeinden";"-16,61";"-46,96";"-65,22";"-21,98";"-4,57";"47,19";"9,35";"-37,78";"-4,93"
"03452010";"Halbemond";"Gemeinden";"22,25";"-10,08";"-1,89";"-2,85";"-23,95";"-4,03";"8,91";"-32,96";"0,00"
"03452011";"Hinte";"Gemeinden";"-3,04";"4,71";"0,55";"3,13";"3,23";"3,62";"7,02";"9,56";"4,97"
"03452012";"Ihlow";"Gemeinden";"16,28";"17,87";"5,78";"1,90";"-2,65";"8,16";"9,03";"-2,65";"2,97"
"03452013";"Juist, Inselgemeinde";"Gemeinden";"-1,22";"27,41";"1,62";"-4,48";"-14,74";"-2,60";"-25,62";"-0,66";"0,86"
"03452014";"Krummhörn";"Gemeinden";"5,97";"1,45";"-0,07";"-7,30";"-1,58";"-2,70";"3,04";"5,48";"-1,23"
"03452015";"Leezdorf";"Gemeinden";"31,42";"43,89";"5,08";"0,51";"-4,09";"12,91";"-14,97";"3,81";"12,17"
"03452016";"Lütetsburg";"Gemeinden";"13,55";"0,00";"5,46";"28,21";"-11,72";"-3,96";"-1,36";"-2,75";"23,35"
"03452017";"Marienhafe, Flecken";"Gemeinden";"42,88";"6,25";"2,05";"21,30";"0,49";"6,66";"19,49";"18,91";"25,50"
"03452019";"Norden, Stadt";"Gemeinden";"5,84";"10,67";"3,51";"6,17";"4,59";"9,76";"3,75";"13,32";"11,76"
"03452020";"Norderney, Stadt";"Gemeinden";"-10,22";"-7,02";"-5,01";"-3,90";"-4,65";"9,07";"16,20";"-6,70";"7,35"
"03452021";"Osteel";"Gemeinden";"2,52";"9,13";"-10,60";"-15,35";"4,80";"-5,00";"-7,77";"-4,23";"-5,93"
"03452022";"Rechtsupweg";"Gemeinden";"-1,06";"28,70";"0,95";"-2,41";"3,30";"2,91";"9,23";"0,47";"1,48"
"03452023";"Südbrookmerland";"Gemeinden";"6,65";"7,43";"0,58";"1,42";"-3,36";"3,40";"-1,73";"3,72";"5,49"
"03452024";"Upgant-Schott";"Gemeinden";"13,33";"13,31";"7,39";"0,26";"0,52";"-1,84";"3,10";"-2,36";"-4,17"
"03452025";"Wiesmoor, Stadt";"Gemeinden";"7,94";"15,71";"6,81";"6,44";"6,24";"13,89";"7,32";"11,44";"13,82"
"03452026";"Wirdum";"Gemeinden";"-3,72";"10,90";"0,00";"-4,69";"0,00";"8,75";"-38,50";"0,98";"10,35"
"03452027";"Dornum";"Gemeinden";"0,21";"1,71";"13,74";"7,29";"-0,84";"19,89";"-13,07";"6,73";"22,12"
"03452501";"Nordseeinsel Memmert, gemfr. Gebiet";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"03453001";"Barßel";"Gemeinden";"29,08";"3,89";"2,24";"0,32";"-1,44";"4,48";"9,71";"9,47";"11,75"
"03453002";"Bösel";"Gemeinden";"26,35";"-2,14";"14,49";"0,93";"4,50";"-4,42";"24,92";"14,74";"1,71"
"03453003";"Cappeln (Oldenburg)";"Gemeinden";"35,27";"-16,51";"-3,01";"7,68";"-4,07";"-16,76";"-3,82";"8,97";"-9,25"
"03453004";"Cloppenburg, Stadt";"Gemeinden";"36,37";"8,22";"3,98";"5,40";"3,14";"-5,67";"7,43";"3,79";"5,62"
"03453005";"Emstek";"Gemeinden";"35,95";"18,69";"25,98";"5,30";"1,23";"-6,69";"15,88";"-3,56";"-1,04"
"03453006";"Essen (Oldenburg)";"Gemeinden";"11,67";"-7,97";"-11,12";"-4,32";"1,94";"-0,35";"4,58";"-6,84";"-2,91"
"03453007";"Friesoythe, Stadt";"Gemeinden";"17,19";"1,18";"-2,34";"1,02";"-2,09";"7,97";"8,52";"2,96";"11,30"
"03453008";"Garrel";"Gemeinden";"21,79";"7,62";"11,34";"11,57";"1,45";"-1,21";"9,92";"1,43";"5,02"
"03453009";"Lastrup";"Gemeinden";"16,09";"18,37";"-1,50";"-3,45";"10,91";"5,25";"7,44";"33,77";"9,27"
"03453010";"Lindern (Oldenburg)";"Gemeinden";"15,41";"-2,00";"-1,72";"4,91";"-5,91";"13,33";"17,02";"17,78";"-5,15"
"03453011";"Löningen, Stadt";"Gemeinden";"15,88";"0,93";"4,13";"-2,95";"4,23";"-0,46";"11,75";"1,99";"3,20"
"03453012";"Molbergen";"Gemeinden";"39,44";"13,26";"3,01";"-0,52";"-16,48";"13,16";"9,59";"5,43";"8,16"
"03453013";"Saterland";"Gemeinden";"36,09";"4,02";"2,97";"2,95";"3,64";"1,53";"11,08";"12,78";"6,89"
"03454001";"Andervenne";"Gemeinden";"-26,96";"3,46";"22,70";"10,67";"-11,01";"-3,45";"-4,50";"24,31";"7,66"
"03454002";"Bawinkel";"Gemeinden";"47,94";"-11,75";"6,09";"-7,28";"1,68";"2,97";"12,51";"30,85";"12,99"
"03454003";"Beesten";"Gemeinden";"6,73";"-15,76";"0,60";"-8,32";"-15,10";"-17,31";"6,25";"1,81";"0,00"
"03454004";"Bockhorst";"Gemeinden";"-38,22";"10,12";"10,77";"-4,96";"-1,03";"-6,07";"-13,60";"28,60";"3,91"
"03454005";"Börger";"Gemeinden";"42,80";"0,75";"4,78";"-10,94";"-0,36";"-13,18";"3,27";"11,55";"1,71"
"03454006";"Breddenberg";"Gemeinden";"12,35";"26,60";"10,42";"11,32";"-13,99";"-9,02";"1,22";"24,18";"13,29"
"03454007";"Dersum";"Gemeinden";"-9,81";"-11,30";"-23,16";"-8,18";"-18,79";"-0,67";"-6,17";"10,11";"13,37"
"03454008";"Dörpen";"Gemeinden";"27,56";"2,51";"6,38";"-5,40";"-5,93";"20,91";"35,67";"12,31";"22,23"
"03454009";"Dohren";"Gemeinden";"-5,45";"19,35";"11,31";"13,77";"6,11";"-3,64";"14,36";"18,82";"4,28"
"03454010";"Emsbüren";"Gemeinden";"15,77";"8,81";"-5,58";"10,12";"-4,77";"8,48";"3,35";"3,29";"11,81"
"03454011";"Esterwegen";"Gemeinden";"36,88";"-1,63";"4,29";"-2,14";"-9,06";"-2,89";"3,53";"-5,37";"13,00"
"03454012";"Freren, Stadt";"Gemeinden";"70,90";"-19,86";"7,74";"-1,36";"3,90";"6,81";"3,76";"4,87";"2,47"
"03454013";"Fresenburg";"Gemeinden";"-7,28";"-2,32";"11,01";"-7,85";"3,25";"-1,09";"-18,36";"30,82";"44,84"
"03454014";"Geeste";"Gemeinden";"13,47";"-7,50";"17,19";"-1,68";"3,08";"0,00";"1,50";"11,59";"19,10"
"03454015";"Gersten";"Gemeinden";"-17,02";"-17,44";"29,85";"15,64";"0,82";"-3,26";"-15,35";"-9,90";"5,92"
"03454016";"Groß Berßen";"Gemeinden";"7,61";"-11,83";"-4,26";"-1,47";"-9,12";"-3,05";"-6,04";"-14,51";"26,32"
"03454017";"Handrup";"Gemeinden";"-8,33";"0,00";"-5,73";"-2,27";"-17,98";"1,17";"-7,33";"8,74";"-15,62"
"03454018";"Haren (Ems), Stadt";"Gemeinden";"21,45";"2,18";"5,88";"-0,62";"-0,35";"6,02";"-2,45";"5,47";"11,29"
"03454019";"Haselünne, Stadt";"Gemeinden";"12,48";"6,50";"4,78";"-3,11";"5,21";"5,14";"10,74";"10,00";"14,14"
"03454020";"Heede";"Gemeinden";"21,62";"5,99";"5,01";"9,54";"23,40";"20,28";"0,40";"16,71";"-0,39"
"03454021";"Herzlake";"Gemeinden";"25,29";"-3,62";"10,68";"-2,94";"-10,11";"14,42";"14,72";"32,60";"10,64"
"03454022";"Hilkenbrook";"Gemeinden";"-15,05";"-1,34";"21,12";"-1,22";"13,00";"-3,71";"8,87";"-3,83";"1,28"
"03454023";"Hüven";"Gemeinden";"-9,31";"23,05";"7,13";"5,35";"-3,67";"-9,35";"-26,62";"3,64";"3,64"
"03454024";"Klein Berßen";"Gemeinden";"-5,76";"-22,24";"4,46";"13,73";"-15,31";"-12,54";"16,03";"15,42";"17,89"
"03454025";"Kluse";"Gemeinden";"1,39";"7,49";"-1,34";"-12,15";"-5,39";"-9,70";"33,23";"11,94";"12,24"
"03454026";"Lähden";"Gemeinden";"12,10";"10,77";"31,88";"12,99";"-2,83";"14,69";"2,06";"8,56";"2,38"
"03454027";"Lahn";"Gemeinden";"26,08";"-4,61";"-1,14";"-21,52";"-34,14";"-10,25";"-18,12";"-4,63";"45,05"
"03454028";"Langen";"Gemeinden";"5,44";"-9,22";"0,74";"7,12";"-9,80";"2,75";"8,38";"-2,05";"4,16"
"03454029";"Lathen";"Gemeinden";"81,72";"14,40";"19,96";"2,04";"11,44";"5,74";"22,69";"20,86";"8,29"
"03454030";"Lehe";"Gemeinden";"-3,71";"12,49";"5,14";"17,15";"8,12";"-15,59";"-22,27";"6,19";"24,68"
"03454031";"Lengerich";"Gemeinden";"17,28";"22,70";"-10,33";"7,52";"-6,50";"-8,43";"0,00";"29,44";"15,53"
"03454032";"Lingen (Ems), Stadt";"Gemeinden";"7,61";"-3,72";"-0,23";"-0,23";"-2,06";"8,97";"4,01";"7,82";"12,13"
"03454033";"Lorup";"Gemeinden";"34,91";"-17,69";"-0,67";"11,48";"-5,57";"-2,53";"-5,95";"-15,93";"-7,90"
"03454034";"Lünne";"Gemeinden";"36,27";"-4,67";"6,22";"-12,36";"0,53";"-0,54";"5,77";"22,65";"22,75"
"03454035";"Meppen, Stadt";"Gemeinden";"12,62";"5,74";"2,33";"4,25";"-0,55";"7,18";"9,73";"1,21";"4,71"
"03454036";"Messingen";"Gemeinden";"-47,30";"0,95";"-9,23";"-7,17";"4,50";"-7,39";"13,89";"-14,14";"26,88"
"03454037";"Neubörger";"Gemeinden";"14,92";"-3,30";"-15,05";"14,04";"-25,44";"-9,01";"-9,37";"23,12";"19,95"
"03454038";"Neulehe";"Gemeinden";"4,57";"17,94";"26,80";"-5,56";"-9,75";"-1,32";"-5,12";"19,58";"-7,13"
"03454039";"Niederlangen";"Gemeinden";"30,84";"2,67";"15,81";"-4,95";"-6,64";"-6,59";"15,40";"48,04";"9,10"
"03454040";"Oberlangen";"Gemeinden";"22,25";"-29,85";"3,36";"7,52";"2,13";"-1,06";"-5,20";"12,97";"6,12"
"03454041";"Papenburg, Stadt";"Gemeinden";"21,41";"-4,87";"1,66";"6,05";"-5,27";"-2,89";"7,94";"12,04";"11,20"
"03454042";"Rastdorf";"Gemeinden";"-3,29";"28,46";"19,88";"8,06";"0,00";"6,90";"3,80";"-14,31";"6,39"
"03454043";"Renkenberge";"Gemeinden";"-12,80";"6,14";"-15,24";"-7,28";"-34,38";"-11,49";"-41,67";"-8,76";"-6,07"
"03454044";"Rhede (Ems)";"Gemeinden";"10,07";"-6,88";"0,00";"8,34";"0,00";"0,72";"5,49";"18,42";"15,05"
"03454045";"Salzbergen";"Gemeinden";"11,87";"0,72";"0,27";"3,21";"-5,03";"1,20";"12,70";"3,07";"9,28"
"03454046";"Schapen";"Gemeinden";"58,04";"8,79";"13,16";"-3,70";"-0,40";"-4,71";"7,60";"17,52";"4,54"
"03454047";"Sögel";"Gemeinden";"29,25";"-9,45";"-1,22";"5,17";"4,38";"20,13";"50,71";"20,58";"-0,90"
"03454048";"Spahnharrenstätte";"Gemeinden";"14,83";"24,64";"11,82";"-18,58";"17,45";"20,05";"-24,44";"13,49";"-3,18"
"03454049";"Spelle";"Gemeinden";"59,71";"0,40";"10,75";"-0,24";"2,00";"2,65";"10,96";"16,11";"-5,06"
"03454050";"Stavern";"Gemeinden";"-14,91";"8,22";"-5,57";"2,82";"11,26";"-25,81";"10,40";"-18,45";"12,07"
"03454051";"Surwold";"Gemeinden";"12,36";"2,86";"-14,09";"-11,23";"-7,82";"2,35";"-8,21";"1,17";"11,75"
"03454052";"Sustrum";"Gemeinden";"-4,54";"17,77";"19,23";"-2,39";"-12,81";"-11,56";"21,84";"4,37";"27,21"
"03454053";"Thuine";"Gemeinden";"36,86";"1,02";"-4,65";"2,56";"-16,40";"23,54";"10,10";"20,56";"16,20"
"03454054";"Twist";"Gemeinden";"7,34";"-3,55";"-0,53";"4,33";"0,83";"-4,88";"2,61";"7,85";"0,41"
"03454055";"Vrees";"Gemeinden";"21,72";"-2,97";"42,74";"-1,88";"-3,08";"-14,49";"5,11";"16,94";"-20,69"
"03454056";"Walchum";"Gemeinden";"2,75";"9,98";"23,75";"28,42";"26,75";"-11,72";"20,17";"11,52";"22,95"
"03454057";"Werlte, Stadt";"Gemeinden";"41,02";"10,72";"3,69";"2,17";"-4,79";"15,42";"2,25";"-5,85";"4,06"
"03454058";"Werpeloh";"Gemeinden";"9,83";"15,78";"-18,76";"-1,81";"-1,78";"18,30";"35,34";"4,52";"0,00"
"03454059";"Wettrup";"Gemeinden";"-24,48";"15,20";"-5,14";"-10,56";"1,77";"15,93";"-5,31";"16,92";"16,89"
"03454060";"Wippingen";"Gemeinden";"52,70";"-5,00";"34,84";"-3,41";"2,22";"-4,31";"1,05";"9,15";"6,04"
"03455007";"Jever, Stadt";"Gemeinden";"6,40";"10,08";"5,87";"-0,07";"7,62";"6,36";"3,03";"4,74";"11,80"
"03455014";"Sande";"Gemeinden";"-1,80";"10,61";"2,76";"7,74";"4,34";"3,99";"0,34";"-8,28";"19,69"
"03455015";"Schortens, Stadt";"Gemeinden";"14,16";"2,68";"0,84";"-2,83";"-7,07";"2,38";"6,45";"9,52";"15,81"
"03455020";"Wangerland";"Gemeinden";"-2,64";"2,79";"0,98";"-4,44";"-2,79";"1,31";"7,55";"8,54";"14,17"
"03455021";"Wangerooge, Nordseebad";"Gemeinden";"-13,91";"-39,00";"-59,47";"-59,86";"0,00";"26,28";"9,49";"-3,33";"27,54"
"03455025";"Bockhorn";"Gemeinden";"7,23";"2,95";"3,19";"4,21";"-5,48";"4,25";"13,73";"7,12";"2,56"
"03455026";"Varel, Stadt";"Gemeinden";"4,12";"-4,20";"7,87";"0,99";"-1,66";"1,36";"2,13";"2,21";"3,89"
"03455027";"Zetel";"Gemeinden";"19,74";"18,32";"6,76";"2,54";"6,05";"1,72";"8,54";"11,10";"13,14"
"03456001";"Bad Bentheim, Stadt";"Gemeinden";"11,24";"1,73";"29,69";"5,35";"-0,51";"4,31";"9,73";"13,86";"9,41"
"03456002";"Emlichheim";"Gemeinden";"12,07";"-11,26";"3,77";"7,92";"-5,08";"10,98";"-2,75";"13,17";"10,33"
"03456003";"Engden";"Gemeinden";"-9,39";"-4,65";"32,19";"-6,59";"29,41";"0,00";"21,13";"4,81";"11,68"
"03456004";"Esche";"Gemeinden";"0,00";"-1,85";"19,40";"6,87";"15,44";"-15,87";"-10,83";"12,13";"0,00"
"03456005";"Georgsdorf";"Gemeinden";"8,28";"2,36";"-3,85";"5,17";"-15,86";"-24,54";"-9,06";"14,69";"-14,30"
"03456006";"Getelo";"Gemeinden";"7,62";"1,52";"-24,58";"-41,16";"-10,37";"43,80";"-24,90";"-47,52";"-41,67"
"03456007";"Gölenkamp";"Gemeinden";"-13,35";"9,23";"-11,16";"-12,70";"-12,82";"-8,46";"0,00";"-17,33";"5,05"
"03456008";"Halle";"Gemeinden";"15,34";"-4,29";"-49,46";"-9,15";"-26,11";"-19,61";"7,51";"0,00";"-8,93"
"03456009";"Hoogstede";"Gemeinden";"-6,13";"2,51";"0,70";"13,86";"-2,76";"3,80";"-0,70";"10,32";"15,85"
"03456010";"Isterberg";"Gemeinden";"3,17";"-4,69";"9,51";"3,24";"-21,21";"-5,14";"1,72";"18,68";"29,23"
"03456011";"Itterbeck";"Gemeinden";"-10,63";"2,96";"8,99";"-13,94";"-8,46";"-14,10";"-3,41";"-11,55";"-2,91"
"03456012";"Laar";"Gemeinden";"7,09";"-17,78";"2,34";"7,63";"-18,16";"-7,07";"-8,04";"-6,64";"-15,51"
"03456013";"Lage";"Gemeinden";"14,02";"14,45";"7,92";"-1,96";"7,90";"-19,87";"-3,80";"-21,89";"20,30"
"03456014";"Neuenhaus, Stadt";"Gemeinden";"20,30";"12,26";"10,01";"5,13";"-9,03";"2,56";"-0,20";"12,26";"10,90"
"03456015";"Nordhorn, Stadt";"Gemeinden";"1,93";"1,45";"4,24";"3,81";"0,22";"-0,04";"1,31";"6,96";"10,96"
"03456016";"Ohne";"Gemeinden";"37,31";"1,81";"35,35";"3,36";"-10,27";"-15,44";"20,17";"-3,48";"12,50"
"03456017";"Osterwald";"Gemeinden";"-0,83";"-15,09";"-15,06";"-13,83";"6,88";"-5,97";"16,05";"9,13";"-15,91"
"03456018";"Quendorf";"Gemeinden";"-17,21";"11,19";"9,23";"-23,30";"5,19";"5,42";"26,36";"4,89";"7,65"
"03456019";"Ringe";"Gemeinden";"-0,52";"-4,98";"33,73";"0,46";"11,85";"-7,64";"-1,95";"-2,03";"-3,53"
"03456020";"Samern";"Gemeinden";"15,62";"-16,11";"9,97";"-35,14";"-1,40";"18,87";"21,28";"15,02";"6,12"
"03456023";"Uelsen";"Gemeinden";"22,00";"-3,00";"24,34";"32,70";"6,83";"7,70";"3,75";"-0,69";"5,40"
"03456024";"Wielen";"Gemeinden";"32,00";"-18,03";"15,38";"-14,83";"-20,62";"-35,84";"-17,24";"0,00";"-3,96"
"03456025";"Wietmarschen";"Gemeinden";"33,95";"25,58";"5,34";"4,99";"6,32";"7,26";"8,14";"1,76";"-1,31"
"03456026";"Wilsum";"Gemeinden";"-7,37";"-3,29";"6,89";"17,11";"6,59";"-11,25";"-17,18";"1,86";"-9,72"
"03456027";"Schüttorf, Stadt";"Gemeinden";"15,96";"0,08";"0,40";"-0,63";"0,47";"3,64";"-3,09";"-1,24";"10,48"
"03457002";"Borkum, Stadt";"Gemeinden";"-6,92";"-9,42";"-1,08";"-5,14";"-9,64";"12,37";"-10,75";"6,59";"-33,43"
"03457003";"Brinkum";"Gemeinden";"0,00";"34,53";"-8,86";"-21,98";"13,93";"7,14";"6,67";"26,73";"7,44"
"03457006";"Detern, Flecken";"Gemeinden";"12,06";"22,29";"4,69";"7,94";"0,37";"13,84";"6,51";"20,07";"13,52"
"03457008";"Filsum";"Gemeinden";"7,74";"8,50";"8,47";"0,00";"1,92";"-14,33";"4,68";"0,92";"-8,11"
"03457009";"Firrel";"Gemeinden";"6,86";"37,13";"-11,44";"7,35";"1,21";"-12,25";"12,30";"-15,53";"-18,50"
"03457010";"Hesel";"Gemeinden";"0,00";"32,32";"14,95";"17,68";"-4,62";"17,04";"8,22";"24,00";"17,40"
"03457011";"Holtland";"Gemeinden";"21,07";"-9,44";"6,26";"3,97";"3,86";"26,99";"-1,33";"1,82";"5,81"
"03457012";"Jemgum";"Gemeinden";"0,80";"0,00";"15,90";"-0,81";"-9,66";"0,56";"10,88";"19,15";"-0,57"
"03457013";"Leer (Ostfriesland), Stadt";"Gemeinden";"13,70";"11,04";"0,65";"9,05";"6,47";"4,34";"4,50";"5,84";"-11,39"
"03457014";"Moormerland";"Gemeinden";"13,22";"6,30";"7,02";"2,36";"-0,58";"6,57";"12,91";"5,92";"4,14"
"03457015";"Neukamperfehn";"Gemeinden";"34,97";"-7,42";"31,66";"-6,70";"-17,69";"6,90";"2,34";"16,63";"9,28"
"03457016";"Nortmoor";"Gemeinden";"14,03";"-9,57";"16,39";"1,80";"-6,06";"-4,23";"3,42";"7,71";"-13,84"
"03457017";"Ostrhauderfehn";"Gemeinden";"33,91";"9,48";"10,69";"-5,62";"5,27";"20,74";"12,68";"15,19";"21,24"
"03457018";"Rhauderfehn";"Gemeinden";"20,83";"9,81";"5,66";"5,37";"1,22";"-1,22";"3,08";"7,47";"13,77"
"03457019";"Schwerinsdorf";"Gemeinden";"-15,58";"16,22";"-10,58";"2,61";"-16,06";"-8,51";"-10,04";"15,80";"15,24"
"03457020";"Uplengen";"Gemeinden";"10,30";"4,76";"8,11";"6,04";"2,01";"11,91";"3,22";"7,96";"5,51"
"03457021";"Weener, Stadt";"Gemeinden";"9,05";"2,43";"8,24";"1,34";"3,82";"-2,66";"6,36";"9,73";"2,67"
"03457022";"Westoverledingen";"Gemeinden";"10,14";"14,51";"0,76";"-0,50";"1,15";"9,78";"5,31";"5,39";"7,77"
"03457024";"Bunde";"Gemeinden";"-12,19";"5,12";"11,48";"12,63";"1,59";"12,16";"10,01";"7,76";"-2,56"
