Kennziffer;Raumeinheit;Aggregat;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben
"10044113";"Nalbach";"Gemeinden";"0,00";;;"0,00";
"10044114";"Rehlingen-Siersburg";"Gemeinden";"0,19";;;"0,00";"0,90"
"10044115";"Saarlouis, Kreisstadt";"Gemeinden";"1,94";"2,40";"2,97";"1,57";"2,37"
"10044116";"Saarwellingen";"Gemeinden";"0,00";;;"0,00";
"10044117";"Schmelz";"Gemeinden";"0,00";;;"0,00";
"10044118";"Schwalbach";"Gemeinden";"0,00";"0,42";"0,46";"0,00";"0,49"
"10044119";"Überherrn";"Gemeinden";"7,23";"7,69";"7,37";"5,44";"5,95"
"10044120";"Wadgassen";"Gemeinden";"0,00";;;"0,00";
"10044121";"Wallerfangen";"Gemeinden";"2,56";"3,01";"3,92";"1,76";"1,89"
"10044122";"Bous";"Gemeinden";"0,00";;;"0,00";"0,00"
"10044123";"Ensdorf";"Gemeinden";"0,00";;;"0,00";
"10045111";"Bexbach, Stadt";"Gemeinden";"1,21";"1,59";"1,38";"0,00";"1,11"
"10045112";"Blieskastel, Stadt";"Gemeinden";"7,30";"7,60";"8,22";"7,06";"9,27"
"10045113";"Gersheim";"Gemeinden";"0,00";"2,69";;"0,00";
"10045114";"Homburg, Kreisstadt";"Gemeinden";"2,04";"2,09";"2,26";"1,61";"2,67"
"10045115";"Kirkel";"Gemeinden";"1,58";"3,28";"2,65";"2,17";"3,42"
"10045116";"Mandelbachtal";"Gemeinden";"0,00";"0,25";;"0,00";
"10045117";"St. Ingbert, Stadt";"Gemeinden";"1,45";"1,44";"1,48";"1,30";"1,52"
"10046111";"Freisen";"Gemeinden";"0,00";;;"0,00";"0,00"
"10046112";"Marpingen";"Gemeinden";"0,00";;;"0,00";
"10046113";"Namborn";"Gemeinden";"0,00";;;"0,00";"0,00"
"10046114";"Nohfelden";"Gemeinden";"8,88";"33,31";"72,73";"50,22";"76,53"
"10046115";"Nonnweiler";"Gemeinden";"0,89";"3,83";"3,24";"0,99";"2,42"
"10046116";"Oberthal";"Gemeinden";"3,46";"4,63";"3,61";"0,97";
"10046117";"St. Wendel, Kreisstadt";"Gemeinden";"4,67";"5,22";"5,37";"3,96";"5,07"
"10046118";"Tholey";"Gemeinden";"2,96";"2,69";"1,96";"1,11";"2,53"
"11000000";"Berlin, Stadt";"Gemeinden";"5,48";"7,87";"17,24";"3,80";"8,08"
"12051000";"Brandenburg an der Havel, Stadt";"Gemeinden";"1,93";"2,43";"3,17";"2,96";"3,51"
"12052000";"Cottbus/Chósebuz, Stadt";"Gemeinden";"2,20";"2,26";"2,73";"1,72";"2,96"
"12053000";"Frankfurt (Oder), Stadt";"Gemeinden";"2,51";"2,90";"2,26";"1,66";"2,14"
"12054000";"Potsdam, Stadt";"Gemeinden";"5,37";"6,21";"6,67";"4,60";"7,39"
"12060005";"Ahrensfelde";"Gemeinden";"2,82";"2,72";"1,76";"1,48";"1,95"
"12060012";"Althüttendorf";"Gemeinden";"0,00";;;"20,03";"35,94"
"12060020";"Bernau bei Berlin, Stadt";"Gemeinden";"7,30";"7,35";;"0,00";"7,66"
"12060024";"Biesenthal, Stadt";"Gemeinden";"0,00";;;"0,83";"1,26"
"12060034";"Breydin";"Gemeinden";"0,00";;;"0,00";
"12060036";"Britz";"Gemeinden";"0,00";;;"0,00";
"12060045";"Chorin";"Gemeinden";"16,60";"19,67";"17,92";"13,61";"16,37"
"12060052";"Eberswalde, Stadt";"Gemeinden";"0,69";"1,25";"1,08";"0,75";"0,89"
"12060068";"Friedrichswalde";"Gemeinden";"0,00";;;"0,00";
"12060092";"Hohenfinow";"Gemeinden";"0,00";;;"0,00";
"12060100";"Joachimsthal, Stadt";"Gemeinden";"35,57";"42,93";"40,89";"16,87";"34,64"
"12060128";"Liepe";"Gemeinden";"0,00";;;"0,00";
"12060149";"Lunow-Stolzenhagen";"Gemeinden";"0,00";;;"0,00";
"12060154";"Marienwerder";"Gemeinden";"15,52";"18,82";"26,73";"0,00";
"12060161";"Melchow";"Gemeinden";"0,00";;;"0,00";
"12060172";"Niederfinow";"Gemeinden";"9,73";"9,37";;"0,00";
"12060176";"Oderberg, Stadt";"Gemeinden";"0,00";"1,37";"1,05";"0,55";"1,79"
"12060181";"Panketal";"Gemeinden";"0,00";;;"0,00";
"12060185";"Parsteinsee";"Gemeinden";"25,69";;;"0,00";
"12060192";"Rüdnitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"12060198";"Schorfheide";"Gemeinden";"3,87";"5,71";"8,21";"5,66";"7,18"
"12060250";"Sydower Fließ";"Gemeinden";"0,00";;;"0,00";"0,00"
"12060269";"Wandlitz";"Gemeinden";"4,45";"4,30";"5,12";"5,53";"7,18"
"12060280";"Werneuchen, Stadt";"Gemeinden";"5,43";"4,33";"4,40";"2,71";"5,07"
"12060296";"Ziethen";"Gemeinden";"0,00";;;"0,00";"0,00"
"12061005";"Alt Zauche-Wußwerk/Stara Niwa-Wózwjerch";"Gemeinden";"11,65";"21,89";"20,08";"0,00";
"12061017";"Bersteland";"Gemeinden";"0,00";;;"0,00";"0,00"
"12061020";"Bestensee";"Gemeinden";"1,14";"1,33";"1,10";"1,48";"1,62"
"12061061";"Byhleguhre-Byhlen/Bela Góra-Belin";"Gemeinden";"0,00";;;"0,00";"0,00"
"12061097";"Drahnsdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"12061112";"Eichwalde";"Gemeinden";"0,00";;;"0,00";
"12061164";"Golßen, Stadt";"Gemeinden";"3,30";"4,73";"7,20";"5,11";
"12061192";"Groß Köris";"Gemeinden";"13,93";"13,53";"15,61";"9,23";"15,19"
"12061216";"Halbe";"Gemeinden";"70,42";"130,70";;"0,00";
"12061217";"Heidesee";"Gemeinden";"33,35";"33,58";"34,23";"18,02";"31,35"
"12061219";"Heideblick";"Gemeinden";"0,00";"0,62";"2,26";"1,41";
"12061224";"Jamlitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"12061244";"Kasel-Golzig";"Gemeinden";"0,00";;;"0,00";
"12061260";"Königs Wusterhausen, Stadt";"Gemeinden";"1,46";"1,88";"1,37";"1,36";"1,77"
"12061265";"Krausnick-Groß Wasserburg";"Gemeinden";"0,00";;"288,05";"0,00";"579,12"
"12061308";"Lieberose, Stadt";"Gemeinden";"0,00";;;"0,00";
"12061316";"Lübben (Spreewald) / Lubin (Blota), Stadt";"Gemeinden";"12,24";"13,03";"14,78";"12,95";"15,19"
"12061320";"Luckau, Stadt";"Gemeinden";"1,28";"1,05";"3,43";"2,07";"3,02"
"12061328";"Märkisch Buchholz, Stadt";"Gemeinden";"26,60";"27,17";;"0,00";"25,67"
"12061329";"Märkische Heide/Markojska Góla";"Gemeinden";"9,59";"8,83";"12,77";"20,51";"24,35"
"12061332";"Mittenwalde, Stadt";"Gemeinden";"3,12";"2,93";"1,93";"2,19";"2,66"
"12061344";"Münchehofe";"Gemeinden";"0,00";;;"0,00";"0,00"
"12061352";"Neu Zauche/Nowa Niwa";"Gemeinden";"14,54";"10,81";"23,67";"24,89";"27,71"
"12061405";"Rietzneuendorf-Staakow";"Gemeinden";"0,00";;;"0,00";"0,00"
"12061428";"Schlepzig/Slopišca";"Gemeinden";"32,72";"32,88";"48,11";"40,04";"49,69"
"12061433";"Schönefeld";"Gemeinden";"9,75";"14,00";"19,52";"12,94";"34,13"
"12061435";"Schönwald";"Gemeinden";"0,00";;;"0,00";"0,00"
"12061444";"Schulzendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"12061448";"Schwerin";"Gemeinden";"0,00";;;"0,00";
"12061450";"Schwielochsee/Gójacki Jazor";"Gemeinden";"28,51";"26,54";"30,58";"26,03";"32,08"
"12061470";"Spreewaldheide/Blosanska Góla";"Gemeinden";"0,00";;;"0,00";"0,00"
"12061471";"Steinreich";"Gemeinden";"0,00";;;"0,00";"0,00"
"12061476";"Straupitz (Spreewald)/Tšupc (Blota)";"Gemeinden";"0,00";;;"0,00";
"12061492";"Teupitz, Stadt";"Gemeinden";"9,26";"8,20";"3,65";"11,04";
"12061510";"Unterspreewald";"Gemeinden";"0,00";"11,85";"23,97";"15,69";"25,96"
"12061540";"Wildau, Stadt";"Gemeinden";"0,00";;;"0,00";
"12061572";"Zeuthen";"Gemeinden";"0,00";;;"0,00";
"12062024";"Bad Liebenwerda, Stadt";"Gemeinden";"12,51";"13,00";"13,49";"10,16";"12,37"
"12062088";"Crinitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062092";"Doberlug-Kirchhain, Stadt";"Gemeinden";"0,44";"0,21";"0,58";"0,75";"0,68"
"12062124";"Elsterwerda, Stadt";"Gemeinden";"0,69";"0,88";"1,48";"1,30";"1,37"
"12062128";"Falkenberg/Elster, Stadt";"Gemeinden";"1,58";"2,57";"2,99";"3,36";"4,10"
"12062134";"Fichtwald";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062140";"Finsterwalde, Stadt";"Gemeinden";"0,62";"0,80";"0,87";"0,54";"0,87"
"12062177";"Gorden-Staupitz";"Gemeinden";"0,00";;;"0,00";
"12062196";"Gröden";"Gemeinden";"0,00";;;"0,00";
"12062208";"Großthiemig";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062219";"Heideland";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062224";"Herzberg (Elster), Stadt";"Gemeinden";"0,00";"0,48";"1,16";"0,66";"1,12"
"12062232";"Hirschfeld";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062237";"Hohenbucko";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062240";"Hohenleipisch";"Gemeinden";"0,00";;;"0,00";
"12062282";"Kremitzaue";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062289";"Lebusa";"Gemeinden";"5,47";"7,66";"8,31";"0,00";"14,92"
"12062293";"Lichterfeld-Schacksdorf";"Gemeinden";"0,00";;;"0,00";
"12062333";"Massen-Niederlausitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062336";"Merzdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062341";"Mühlberg/Elbe, Stadt";"Gemeinden";"0,00";;"0,59";"0,00";
"12062372";"Plessa";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062410";"Röderland";"Gemeinden";"0,00";;;"0,00";
"12062417";"Rückersdorf";"Gemeinden";"3,84";"3,28";;"0,00";
"12062425";"Sallgast";"Gemeinden";"3,93";"4,62";"9,15";"4,75";
"12062440";"Schilda";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062445";"Schlieben, Stadt";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062453";"Schönborn";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062461";"Schönewalde, Stadt";"Gemeinden";"2,21";"2,74";"3,36";"2,05";"2,51"
"12062464";"Schraden";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062469";"Sonnewalde, Stadt";"Gemeinden";"0,00";;;"0,00";
"12062492";"Tröbitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"12062500";"Uebigau-Wahrenbrück, Stadt";"Gemeinden";"0,94";"1,23";"1,07";"0,00";
"12063036";"Brieselang";"Gemeinden";"1,46";"1,49";;"0,62";"0,93"
"12063056";"Dallgow-Döberitz";"Gemeinden";"2,67";;"3,49";"2,05";"2,61"
"12063080";"Falkensee, Stadt";"Gemeinden";"0,53";"0,35";"0,31";"0,26";"0,53"
"12063088";"Friesack, Stadt";"Gemeinden";"0,00";;;"0,00";"0,00"
"12063094";"Gollenberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"12063112";"Großderschau";"Gemeinden";"0,00";;;"0,00";
"12063134";"Havelaue";"Gemeinden";"0,00";;;"0,00";"0,00"
"12063142";"Wiesenaue";"Gemeinden";"0,00";;;"0,00";
"12063148";"Ketzin/Havel, Stadt";"Gemeinden";"2,70";"2,26";"3,45";"4,29";"4,80"
"12063161";"Kleßen-Görne";"Gemeinden";"0,00";;;"0,00";
"12063165";"Kotzen";"Gemeinden";"0,00";;;"0,00";"0,00"
"12063186";"Märkisch Luch";"Gemeinden";"0,00";;;"0,00";"0,00"
"12063189";"Milower Land";"Gemeinden";"0,00";;"3,47";"0,00";"3,44"
"12063202";"Mühlenberge";"Gemeinden";"0,00";;;"0,00";
"12063208";"Nauen, Stadt";"Gemeinden";"0,69";"1,72";"2,72";"1,94";"2,64"
"12063212";"Nennhausen";"Gemeinden";"0,00";;;"0,00";"0,00"
"12063228";"Paulinenaue";"Gemeinden";"0,00";;;"0,00";"0,00"
"12063240";"Pessin";"Gemeinden";"0,00";;;"0,00";"0,00"
"12063244";"Premnitz, Stadt";"Gemeinden";"0,35";;;"0,00";
"12063252";"Rathenow, Stadt";"Gemeinden";"1,39";"1,98";"2,08";"2,02";"1,92"
"12063256";"Retzow";"Gemeinden";"0,00";;;"0,00";"0,00"
"12063260";"Rhinow, Stadt";"Gemeinden";"0,00";;;"0,00";"0,00"
"12063273";"Schönwalde-Glien";"Gemeinden";"0,00";"0,54";"0,70";"0,36";"0,52"
"12063274";"Seeblick";"Gemeinden";"0,00";;;"0,00";
"12063293";"Stechow-Ferchesar";"Gemeinden";"14,54";;;"0,00";
"12063357";"Wustermark";"Gemeinden";"1,78";"1,83";"2,20";"0,00";
"12064009";"Alt Tucheband";"Gemeinden";"0,00";;;"0,00";"0,00"
"12064029";"Altlandsberg, Stadt";"Gemeinden";"1,01";"1,06";"1,45";"1,13";"1,45"
"12064044";"Bad Freienwalde (Oder), Stadt";"Gemeinden";"7,44";"7,45";"6,94";"4,29";"6,28"
"12064053";"Beiersdorf-Freudenberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"12064057";"Bleyen-Genschmar";"Gemeinden";"0,00";;;"0,00";
"12064061";"Bliesdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"12064084";"Buckow (Märkische Schweiz), Stadt";"Gemeinden";"80,87";"99,14";"104,72";"84,71";"95,06"
"12064125";"Falkenberg";"Gemeinden";"0,00";;;"0,00";
"12064128";"Falkenhagen (Mark)";"Gemeinden";"27,14";;;"7,43";"10,68"
"12064130";"Fichtenhöhe";"Gemeinden";"0,00";;;"0,00";"0,00"
"12064136";"Fredersdorf-Vogelsdorf";"Gemeinden";"0,00";;;"0,00";
"12064153";"Garzau-Garzin";"Gemeinden";"0,00";;;"0,00";
"12064172";"Golzow";"Gemeinden";"0,00";;;"0,00";
"12064190";"Gusow-Platkow";"Gemeinden";"0,00";;;"0,00";"0,00"
"12064205";"Heckelberg-Brunow";"Gemeinden";"0,00";;;"0,00";"0,00"
"12064222";"Höhenland";"Gemeinden";"0,00";;;"0,00";
"12064227";"Hoppegarten";"Gemeinden";"10,96";"11,80";"10,72";"6,40";"7,60"
"12064266";"Küstriner Vorland";"Gemeinden";"0,00";;;"0,00";"0,00"
"12064268";"Lebus, Stadt";"Gemeinden";"1,39";;;"0,19";"0,26"
"12064274";"Letschin";"Gemeinden";"2,07";"2,89";"4,05";"3,31";"4,67"
"12064288";"Lietzen";"Gemeinden";"0,00";;;"0,00";"0,00"
"12064290";"Lindendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"12064303";"Märkische Höhe";"Gemeinden";"0,00";;;"0,00";"0,00"
"12064317";"Müncheberg, Stadt";"Gemeinden";"4,60";"4,41";"4,99";"2,61";"3,84"
"12064336";"Neuenhagen bei Berlin";"Gemeinden";"0,00";;;"0,37";"0,35"
"12064340";"Neuhardenberg";"Gemeinden";"5,41";;;"3,83";"6,37"
"12064349";"Neulewin";"Gemeinden";"0,00";;;"0,00";
"12064365";"Neutrebbin";"Gemeinden";"0,00";;;"0,00";
"12064370";"Oberbarnim";"Gemeinden";"8,22";"5,89";"4,97";"2,76";"2,87"
"12064371";"Oderaue";"Gemeinden";"0,00";;;"0,00";
"12064380";"Petershagen/Eggersdorf";"Gemeinden";"1,34";"0,98";"1,21";"1,86";"2,40"
"12064388";"Podelzig";"Gemeinden";"0,00";;;"0,00";"0,00"
"12064393";"Prötzel";"Gemeinden";"0,00";;;"0,00";
"12064408";"Rehfelde";"Gemeinden";"0,00";;;"0,00";
"12064417";"Reichenow-Möglin";"Gemeinden";"0,00";"0,12";;"0,00";
"12064420";"Reitwein";"Gemeinden";"0,00";;;"0,00";
"12064428";"Rüdersdorf bei Berlin";"Gemeinden";"0,00";;;"0,00";
"12064448";"Seelow, Stadt";"Gemeinden";"0,00";;;"0,00";
"12064472";"Strausberg, Stadt";"Gemeinden";"1,57";"1,71";"1,91";"1,04";"1,81"
"12064480";"Treplin";"Gemeinden";"0,00";;;"0,00";"0,00"
"12064482";"Vierlinden";"Gemeinden";"0,00";;;"0,00";
"12064484";"Waldsieversdorf";"Gemeinden";"20,40";"23,32";;"0,00";
"12064512";"Wriezen, Stadt";"Gemeinden";"0,00";"1,05";"1,00";"0,86";
"12064538";"Zechin";"Gemeinden";"0,00";;;"0,00";
"12064539";"Zeschdorf";"Gemeinden";"0,00";;;"0,00";
"12065036";"Birkenwerder";"Gemeinden";"2,10";"2,49";"3,05";"1,16";"2,97"
"12065084";"Fürstenberg/Havel, Stadt";"Gemeinden";"9,19";"12,59";"12,42";"19,46";"23,41"
"12065096";"Glienicke/Nordbahn";"Gemeinden";"0,00";;;"0,00";"0,00"
"12065100";"Gransee, Stadt";"Gemeinden";"0,83";"1,12";"1,44";"1,81";"2,56"
"12065117";"Großwoltersdorf";"Gemeinden";"0,00";"2,83";"5,22";"7,48";
"12065136";"Hennigsdorf, Stadt";"Gemeinden";"2,07";"2,19";"2,52";"1,11";"2,03"
"12065144";"Hohen Neuendorf, Stadt";"Gemeinden";"0,85";"0,91";"1,07";"0,84";"1,08"
"12065165";"Kremmen, Stadt";"Gemeinden";"4,63";"4,40";"4,32";"2,56";"4,25"
"12065180";"Leegebruch";"Gemeinden";"0,00";;;"0,00";
"12065193";"Liebenwalde, Stadt";"Gemeinden";"0,00";;;"0,00";
"12065198";"Löwenberger Land";"Gemeinden";"3,36";"4,64";"4,67";"2,03";"4,36"
"12065225";"Mühlenbecker Land";"Gemeinden";"0,64";"0,96";"1,06";"0,70";"1,08"
"12065251";"Oberkrämer";"Gemeinden";"0,02";"0,02";"0,04";"0,03";"0,00"
"12065256";"Oranienburg, Stadt";"Gemeinden";"1,00";"1,38";"1,64";"1,46";"1,64"
"12065276";"Schönermark";"Gemeinden";"0,00";;;"0,00";"0,00"
"12065301";"Sonnenberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"12065310";"Stechlin";"Gemeinden";"29,83";"35,51";"30,21";"30,09";"28,49"
"12065332";"Velten, Stadt";"Gemeinden";"1,68";"2,08";"3,51";"2,96";"3,75"
"12065356";"Zehdenick, Stadt";"Gemeinden";"0,79";"0,75";"1,65";"1,66";"1,61"
"12066008";"Altdöbern";"Gemeinden";"0,00";;;"0,00";
"12066041";"Bronkow";"Gemeinden";"0,00";;;"0,00";
"12066052";"Calau/Kalawa, Stadt";"Gemeinden";"0,75";"0,89";"0,74";"0,00";
"12066064";"Frauendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"12066104";"Großkmehlen";"Gemeinden";"0,00";;;"0,00";"0,00"
"12066112";"Großräschen/Ran, Stadt";"Gemeinden";"0,00";;;"2,15";"2,80"
"12066116";"Grünewald";"Gemeinden";"0,00";;;"0,00";"0,00"
"12066120";"Guteborn";"Gemeinden";"0,00";;;"0,00";"0,00"
"12066124";"Hermsdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"12066132";"Hohenbocka";"Gemeinden";"0,00";;;"0,00";"0,00"
"12066168";"Kroppen";"Gemeinden";"0,00";;;"0,00";
"12066176";"Lauchhammer, Stadt";"Gemeinden";"1,44";"1,44";"1,96";"2,34";"2,28"
"12066188";"Lindenau";"Gemeinden";"0,00";;;"0,00";"0,00"
"12066196";"Lübbenau/Spreewald / Lubnjow/Blota, Stadt";"Gemeinden";"10,93";"11,60";"14,86";"13,67";"21,06"
"12066202";"Luckaitztal";"Gemeinden";"0,00";;;"0,00";"0,00"
"12066226";"Neu-Seeland/Nowa Jazorina";"Gemeinden";"0,00";;;"0,00";
"12066228";"Neupetershain/Nowe Wiki";"Gemeinden";"0,00";;;"0,00";"0,00"
"12066240";"Ortrand, Stadt";"Gemeinden";"0,00";;;"0,00";
"12066272";"Ruhland, Stadt";"Gemeinden";"0,00";;;"0,00";
"12066285";"Schipkau";"Gemeinden";"1,76";"1,96";"0,77";"0,63";
"12066292";"Schwarzbach";"Gemeinden";"0,00";;;"0,00";
"12066296";"Schwarzheide, Stadt";"Gemeinden";"0,00";;;"0,00";
"12066304";"Senftenberg/Zly Komorow, Stadt";"Gemeinden";"7,70";"10,44";"14,00";"13,67";"15,88"
"12066316";"Tettau";"Gemeinden";"0,00";;;"0,00";"0,00"
"12066320";"Vetschau/Spreewald / Wetošow/Blota, Stadt";"Gemeinden";"3,78";"3,27";"4,92";"5,22";
"12067024";"Bad Saarow";"Gemeinden";"53,87";"63,06";"67,52";"38,92";"55,82"
"12067036";"Beeskow, Stadt";"Gemeinden";"3,68";"3,65";"3,79";"2,34";"4,15"
"12067040";"Berkenbrück";"Gemeinden";"0,00";;;"0,00";"0,00"
"12067072";"Briesen (Mark)";"Gemeinden";"0,00";;;"0,00";
"12067076";"Brieskow-Finkenheerd";"Gemeinden";"0,00";;;"0,00";"0,00"
"12067112";"Diensdorf-Radlow";"Gemeinden";"0,00";;;"0,00";
"12067120";"Eisenhüttenstadt, Stadt";"Gemeinden";"1,24";"1,25";"1,52";"1,43";"1,70"
"12067124";"Erkner, Stadt";"Gemeinden";"5,05";;"4,91";"0,00";"6,31"
"12067137";"Friedland, Stadt";"Gemeinden";"4,49";"5,81";"5,39";"5,62";"6,03"
"12067144";"Fürstenwalde/Spree, Stadt";"Gemeinden";"0,92";"1,01";"0,79";"0,47";"0,69"
"12067173";"Gosen-Neu Zittau";"Gemeinden";"0,00";"1,51";;"0,00";
"12067180";"Groß Lindow";"Gemeinden";"0,00";;;"0,00";"0,00"
"12067201";"Grünheide (Mark)";"Gemeinden";"33,41";"31,78";"31,18";"22,50";"28,11"
"12067205";"Grunow-Dammendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"12067237";"Jacobsdorf";"Gemeinden";"0,00";;;"0,00";
"12067288";"Langewahl";"Gemeinden";"0,00";;;"0,00";"0,00"
"12067292";"Lawitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"12067324";"Mixdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"12067336";"Müllrose, Stadt";"Gemeinden";"3,34";"2,36";"2,58";"2,24";"1,94"
"12067338";"Neißemünde";"Gemeinden";"0,00";;;"0,00";"0,00"
"12067357";"Neuzelle";"Gemeinden";"5,32";"5,05";"6,76";"3,36";"5,99"
"12067397";"Ragow-Merz";"Gemeinden";"0,00";;;"0,00";
"12067408";"Rauen";"Gemeinden";"0,00";;;"0,00";"0,00"
"12067413";"Reichenwalde";"Gemeinden";"11,72";"1,67";"1,92";"0,00";
"12067426";"Rietz-Neuendorf";"Gemeinden";"1,10";;;"2,32";"3,12"
"12067438";"Schlaubetal";"Gemeinden";"11,97";;"13,79";"0,00";
"12067440";"Schöneiche bei Berlin";"Gemeinden";"0,00";;;"0,00";
"12067458";"Siehdichum";"Gemeinden";"0,00";;;"0,00";
"12067469";"Spreenhagen";"Gemeinden";"2,33";"1,79";;"0,00";
"12067473";"Steinhöfel";"Gemeinden";"1,74";"1,93";;"0,75";
"12067481";"Storkow (Mark), Stadt";"Gemeinden";"7,51";"7,40";"9,61";"8,23";"11,91"
"12067493";"Tauche";"Gemeinden";"3,13";"3,62";"3,13";"0,00";
"12067508";"Vogelsang";"Gemeinden";"0,00";;;"0,00";"0,00"
"12067520";"Wendisch Rietz";"Gemeinden";"96,89";"100,45";"112,45";"108,08";"107,84"
"12067528";"Wiesenau";"Gemeinden";"0,00";;;"0,00";
"12067544";"Woltersdorf";"Gemeinden";"2,68";"3,11";"4,69";"4,48";"5,65"
"12067552";"Ziltendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"12068052";"Breddin";"Gemeinden";"0,00";"0,00";;"0,00";"0,00"
"12068072";"Dabergotz";"Gemeinden";"0,00";;;"0,00";"0,00"
"12068109";"Dreetz";"Gemeinden";"0,00";;;"0,00";
"12068117";"Fehrbellin";"Gemeinden";"1,57";"3,03";"3,04";"1,63";"2,41"
"12068181";"Heiligengrabe";"Gemeinden";"0,00";"1,76";"1,41";"1,05";
"12068188";"Herzberg (Mark)";"Gemeinden";"0,00";;;"0,00";
"12068264";"Kyritz, Stadt";"Gemeinden";"1,68";"2,25";"2,09";"2,30";"1,94"
"12068280";"Lindow (Mark), Stadt";"Gemeinden";"46,24";"48,39";"50,21";"44,73";"53,58"
"12068306";"Märkisch Linden";"Gemeinden";"0,00";;;"0,00";"0,00"
"12068320";"Neuruppin, Stadt";"Gemeinden";"4,92";"5,98";"6,45";"4,60";"7,08"
"12068324";"Neustadt (Dosse), Stadt";"Gemeinden";"0,00";"2,23";"2,39";"1,99";"2,39"
"12068353";"Rheinsberg, Stadt";"Gemeinden";"61,74";"66,15";"70,30";"46,82";"62,49"
"12068372";"Rüthnick";"Gemeinden";"0,00";;;"0,00";"0,00"
"12068409";"Sieversdorf-Hohenofen";"Gemeinden";"0,00";;;"0,00";"0,00"
"12068413";"Storbeck-Frankendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"12068417";"Stüdenitz-Schönermark";"Gemeinden";"0,00";;;"0,00";"0,00"
"12068425";"Temnitzquell";"Gemeinden";"0,00";;;"5,33";
"12068426";"Temnitztal";"Gemeinden";"0,00";;;"0,00";"0,00"
"12068437";"Vielitzsee";"Gemeinden";"0,00";;;"0,00";
"12068452";"Walsleben";"Gemeinden";"0,00";;;"0,00";"0,00"
"12068468";"Wittstock/Dosse, Stadt";"Gemeinden";"1,83";"2,48";"2,54";"2,31";"2,74"
"12068477";"Wusterhausen/Dosse";"Gemeinden";"6,17";"7,51";"5,74";"7,63";"10,51"
"12068501";"Zernitz-Lohm";"Gemeinden";"0,00";;;"0,00";"0,00"
"12069017";"Beelitz, Stadt";"Gemeinden";"3,58";"4,44";"4,55";"1,41";"1,93"
"12069018";"Beetzsee";"Gemeinden";"4,72";;;"0,00";
"12069019";"Beetzseeheide";"Gemeinden";"22,68";"32,87";"31,97";"0,00";
"12069020";"Bad Belzig, Stadt";"Gemeinden";"10,84";"12,48";"13,60";"10,09";"13,33"
"12069028";"Bensdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"12069052";"Borkheide";"Gemeinden";"0,00";;;"0,00";
"12069056";"Borkwalde";"Gemeinden";"0,00";;;"0,00";"0,00"
"12069076";"Brück, Stadt";"Gemeinden";"2,77";"3,04";"2,60";"1,00";"2,44"
"12069089";"Buckautal";"Gemeinden";"0,00";;;"0,00";
"12069216";"Golzow";"Gemeinden";"0,00";;;"0,00";"0,00"
"12069224";"Görzke";"Gemeinden";"0,00";;;"0,00";
"12069232";"Gräben";"Gemeinden";"0,00";;;"0,00";
"12069249";"Groß Kreutz (Havel)";"Gemeinden";"0,00";"2,70";"3,29";"2,17";"3,09"
"12069270";"Havelsee, Stadt";"Gemeinden";"1,26";"1,30";"1,77";"0,00";
"12069304";"Kleinmachnow";"Gemeinden";"5,27";"6,27";"7,16";"2,39";"4,09"
"12069306";"Kloster Lehnin";"Gemeinden";"3,90";"5,45";"6,17";"3,97";"6,06"
"12069345";"Linthe";"Gemeinden";"0,00";;;"0,00";
"12069397";"Michendorf";"Gemeinden";"0,00";;"0,89";"0,57";"0,81"
