Kennziffer;Raumeinheit;Aggregat;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben
"12069402";"Mühlenfließ";"Gemeinden";"0,00";;;"0,00";
"12069448";"Niemegk, Stadt";"Gemeinden";"5,24";"8,50";"12,06";"4,50";
"12069454";"Nuthetal";"Gemeinden";"0,00";;;"0,00";
"12069460";"Päwesin";"Gemeinden";"0,00";;"93,51";"51,05";"82,07"
"12069470";"Planebruch";"Gemeinden";"0,00";;;"0,00";"0,00"
"12069474";"Planetal";"Gemeinden";"0,00";;;"0,00";
"12069485";"Rabenstein/Fläming";"Gemeinden";"11,52";"9,71";"8,06";"0,00";
"12069537";"Rosenau";"Gemeinden";"0,00";;;"0,00";"0,00"
"12069541";"Roskow";"Gemeinden";"0,00";;;"0,00";
"12069590";"Schwielowsee";"Gemeinden";"7,62";"8,20";"7,70";"6,58";"7,18"
"12069596";"Seddiner See";"Gemeinden";"6,44";"5,37";"4,84";"5,47";
"12069604";"Stahnsdorf";"Gemeinden";"0,00";;"0,31";"0,00";"1,75"
"12069616";"Teltow, Stadt";"Gemeinden";"6,32";"6,40";"6,32";"3,56";"7,27"
"12069632";"Treuenbrietzen, Stadt";"Gemeinden";"0,00";;;"0,17";"0,73"
"12069648";"Wenzlow";"Gemeinden";"0,00";;;"0,00";"0,00"
"12069656";"Werder (Havel), Stadt";"Gemeinden";"8,96";"9,91";"10,77";"8,46";"11,86"
"12069665";"Wiesenburg/Mark";"Gemeinden";"1,34";"2,21";"2,83";"1,75";"1,70"
"12069680";"Wollin";"Gemeinden";"0,00";;;"0,00";"0,00"
"12069688";"Wusterwitz";"Gemeinden";"0,00";"1,07";"0,96";"0,00";
"12069696";"Ziesar, Stadt";"Gemeinden";"0,00";;;"0,00";
"12070008";"Bad Wilsnack, Stadt";"Gemeinden";"15,90";"14,13";"14,96";"34,03";"46,63"
"12070028";"Berge";"Gemeinden";"0,00";;;"0,00";
"12070052";"Breese";"Gemeinden";"0,00";;;"0,00";"0,00"
"12070060";"Cumlosen";"Gemeinden";"0,00";"0,12";;"0,00";
"12070096";"Gerdshagen";"Gemeinden";"0,00";;;"0,00";"0,00"
"12070125";"Groß Pankow (Prignitz)";"Gemeinden";"0,95";"1,43";"2,64";"1,24";"0,48"
"12070145";"Gülitz-Reetz";"Gemeinden";"0,00";;;"0,00";"0,00"
"12070149";"Gumtow";"Gemeinden";"0,70";"0,39";"0,58";"1,22";"1,29"
"12070153";"Halenbeck-Rohlsdorf";"Gemeinden";"0,00";"9,04";"9,99";"0,00";
"12070173";"Karstädt";"Gemeinden";"0,59";"1,49";"1,73";"1,20";"1,60"
"12070222";"Kümmernitztal";"Gemeinden";"0,00";;;"0,00";
"12070236";"Lanz";"Gemeinden";"0,00";;;"0,00";
"12070241";"Legde/Quitzöbel";"Gemeinden";"0,00";;;"0,00";
"12070244";"Lenzen (Elbe), Stadt";"Gemeinden";"6,29";"7,88";"8,05";"8,91";"13,25"
"12070246";"Lenzerwische";"Gemeinden";"12,88";"12,67";"29,99";"31,16";"45,99"
"12070266";"Marienfließ";"Gemeinden";"0,00";;;"0,00";
"12070280";"Meyenburg, Stadt";"Gemeinden";"0,00";;;"2,54";"2,80"
"12070296";"Perleberg, Stadt";"Gemeinden";"5,77";"5,19";"4,60";"3,88";"4,57"
"12070300";"Pirow";"Gemeinden";"0,00";;;"0,00";"0,00"
"12070302";"Plattenburg";"Gemeinden";"0,98";"0,53";"0,33";"0,00";
"12070316";"Pritzwalk, Stadt";"Gemeinden";"1,77";"1,79";"2,29";"1,92";"2,35"
"12070325";"Putlitz, Stadt";"Gemeinden";"0,00";;;"0,00";"0,00"
"12070348";"Rühstädt";"Gemeinden";"11,98";"11,84";;"0,00";
"12070393";"Triglitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"12070416";"Weisen";"Gemeinden";"0,00";;;"0,00";
"12070424";"Wittenberge, Stadt";"Gemeinden";"1,70";"2,38";"3,06";"2,98";"4,21"
"12071028";"Briesen/Brjazyna";"Gemeinden";"0,00";;;"0,00";"0,00"
"12071032";"Burg (Spreewald)/Bórkowy (Blota)";"Gemeinden";"80,63";"109,76";"126,92";"86,72";"132,51"
"12071041";"Dissen-Striesow/Dešno-Strjažow";"Gemeinden";"0,00";;;"0,00";"0,00"
"12071044";"Döbern/Derbno, Stadt";"Gemeinden";"0,29";;;"0,00";
"12071052";"Drachhausen/Hochoza";"Gemeinden";"0,00";;;"0,00";"0,00"
"12071057";"Drebkau/Drjowk, Stadt";"Gemeinden";"0,40";;;"0,00";
"12071060";"Drehnow/Drjenow";"Gemeinden";"0,00";;;"0,00";
"12071074";"Felixsee/Feliksowy Jazor";"Gemeinden";"0,00";;;"0,00";
"12071076";"Forst (Lausitz)/Baršc (Lužyca), Stadt";"Gemeinden";"1,23";"0,90";"1,20";"0,31";"0,60"
"12071153";"Groß Schacksdorf-Simmersdorf";"Gemeinden";"0,00";;;"0,00";
"12071160";"Guben, Stadt";"Gemeinden";"0,50";"0,68";"0,69";"0,72";"1,07"
"12071164";"Guhrow/Góry";"Gemeinden";"0,00";;;"0,00";
"12071176";"Heinersbrück/Móst";"Gemeinden";"0,00";;;"0,00";"0,00"
"12071189";"Jämlitz-Klein Düben";"Gemeinden";"0,00";;;"0,00";"0,00"
"12071193";"Jänschwalde/Janšojce";"Gemeinden";"0,00";;;"0,00";
"12071244";"Kolkwitz/Golkojce";"Gemeinden";"1,73";"2,78";"2,83";"1,81";"2,71"
"12071294";"Neiße-Malxetal/Dolina Nysa-Malksa";"Gemeinden";"0,00";;;"0,00";
"12071301";"Neuhausen/Spree / Kopance/Sprjewja";"Gemeinden";"8,96";"8,72";"10,21";"10,66";"14,67"
"12071304";"Peitz/Picnjo, Stadt";"Gemeinden";"0,66";;;"0,00";
"12071337";"Schenkendöbern/Derbno";"Gemeinden";"2,53";"1,88";"2,39";"0,00";
"12071341";"Schmogrow-Fehrow/Smogorjow-Prjawoz";"Gemeinden";"0,00";;"11,70";"0,00";
"12071372";"Spremberg/Grodk, Stadt";"Gemeinden";"1,08";"1,22";"1,30";"1,37";"1,46"
"12071384";"Tauer/Turjej";"Gemeinden";"0,00";;;"0,00";
"12071386";"Teichland/Gatojce";"Gemeinden";"0,00";;;"0,00";
"12071392";"Tschernitz/Cersk";"Gemeinden";"0,00";;;"0,00";"0,00"
"12071401";"Turnow-Preilack/Turnow-Psiluk";"Gemeinden";"0,00";;;"0,00";
"12071408";"Welzow/Wjelcej, Stadt";"Gemeinden";"0,00";;;"0,00";
"12071412";"Werben/Wjerbno";"Gemeinden";"0,00";;;"0,00";
"12071414";"Wiesengrund/Lukojce";"Gemeinden";"0,00";;;"0,00";"0,00"
"12072002";"Am Mellensee";"Gemeinden";"6,52";"6,69";"5,98";"2,86";"3,94"
"12072014";"Baruth/Mark, Stadt";"Gemeinden";"5,47";"5,90";"3,99";"3,33";"6,19"
"12072017";"Blankenfelde-Mahlow";"Gemeinden";"4,67";"5,21";"5,89";"3,42";"4,83"
"12072053";"Dahme/Mark, Stadt";"Gemeinden";"4,37";"4,74";"4,84";"3,47";"3,33"
"12072055";"Dahmetal";"Gemeinden";"0,00";;;"0,00";"0,00"
"12072120";"Großbeeren";"Gemeinden";"5,82";"7,68";"5,16";"4,10";"3,54"
"12072157";"Ihlow";"Gemeinden";"0,00";;;"0,00";
"12072169";"Jüterbog, Stadt";"Gemeinden";"1,51";"1,85";"1,79";"1,94";"2,47"
"12072232";"Luckenwalde, Stadt";"Gemeinden";"1,75";"1,63";"1,83";"1,39";"1,70"
"12072240";"Ludwigsfelde, Stadt";"Gemeinden";"3,33";"3,59";"3,86";"4,10";"5,04"
"12072297";"Niedergörsdorf";"Gemeinden";"1,86";"2,26";"2,30";"0,00";
"12072298";"Niederer Fläming";"Gemeinden";"0,00";;;"0,00";
"12072312";"Nuthe-Urstromtal";"Gemeinden";"3,45";"3,12";"2,87";"2,30";"3,18"
"12072340";"Rangsdorf";"Gemeinden";"0,00";;;"1,32";"3,11"
"12072426";"Trebbin, Stadt";"Gemeinden";"2,39";"3,06";"3,14";"2,65";"4,00"
"12072477";"Zossen, Stadt";"Gemeinden";"2,60";"2,50";"2,82";"1,60";"2,84"
"12073008";"Angermünde, Stadt";"Gemeinden";"6,13";"7,08";"7,13";"6,46";"7,25"
"12073069";"Boitzenburger Land";"Gemeinden";"28,02";"37,27";"40,38";"30,19";"41,56"
"12073085";"Brüssow, Stadt";"Gemeinden";"0,00";;"4,17";"2,46";
"12073093";"Carmzow-Wallmow";"Gemeinden";"0,00";;;"0,00";
"12073097";"Casekow";"Gemeinden";"0,00";;;"0,00";
"12073157";"Flieth-Stegelitz";"Gemeinden";"0,00";"0,99";;"0,00";"0,00"
"12073189";"Gartz (Oder), Stadt";"Gemeinden";"0,00";"1,21";;"0,00";
"12073201";"Gerswalde";"Gemeinden";"15,60";"11,82";"11,83";"8,10";"12,34"
"12073216";"Göritz";"Gemeinden";"0,00";;;"0,00";
"12073225";"Gramzow";"Gemeinden";"0,00";;;"0,00";"0,00"
"12073261";"Grünow";"Gemeinden";"0,00";;;"0,00";
"12073309";"Hohenselchow-Groß Pinnow";"Gemeinden";"0,00";;;"0,00";"0,00"
"12073384";"Lychen, Stadt";"Gemeinden";"29,94";"29,53";"28,47";"30,70";"33,00"
"12073393";"Mescherin";"Gemeinden";"0,00";;"10,92";"0,00";
"12073396";"Milmersdorf";"Gemeinden";"0,00";;;"0,00";
"12073404";"Mittenwalde";"Gemeinden";"0,00";;;"0,00";"0,00"
"12073429";"Nordwestuckermark";"Gemeinden";"6,32";"5,21";"6,19";"3,59";"5,36"
"12073430";"Oberuckersee";"Gemeinden";"15,14";"27,77";"38,53";"29,04";"36,56"
"12073440";"Pinnow";"Gemeinden";"0,00";;;"0,00";
"12073452";"Prenzlau, Stadt";"Gemeinden";"2,21";"2,12";"2,08";"1,75";"2,95"
"12073458";"Randowtal";"Gemeinden";"0,00";;;"0,00";"0,00"
"12073490";"Schenkenberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"12073520";"Schönfeld";"Gemeinden";"0,00";;;"0,00";"0,00"
"12073532";"Schwedt/Oder, Stadt";"Gemeinden";"1,40";"1,73";"1,95";"1,70";"2,44"
"12073565";"Tantow";"Gemeinden";"0,00";;;"0,00";"0,00"
"12073569";"Temmen-Ringenwalde";"Gemeinden";"0,00";;"7,32";"9,09";"8,69"
"12073572";"Templin, Stadt";"Gemeinden";"16,80";"19,38";"23,78";"16,54";"22,93"
"12073578";"Uckerfelde";"Gemeinden";"0,00";;;"0,00";"0,00"
"12073579";"Uckerland";"Gemeinden";"0,00";;"3,53";"5,01";"4,25"
"12073645";"Zichow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13003000";"Rostock, Hanse- und Universitätsstadt";"Gemeinden";"7,08";"8,94";"9,58";"6,88";"10,52"
"13004000";"Schwerin, Landeshauptstadt";"Gemeinden";"4,66";"3,85";"3,69";"2,51";"3,66"
"13071001";"Alt Schwerin";"Gemeinden";"0,00";"96,14";"98,16";"86,96";"80,86"
"13071002";"Altenhagen";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071003";"Altenhof";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071004";"Altentreptow, Stadt";"Gemeinden";"0,00";"2,14";"1,49";"0,82";
"13071005";"Ankershagen, Schliemanngemeinde";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071006";"Bartow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071007";"Basedow";"Gemeinden";"0,00";;;"0,00";
"13071008";"Beggerow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071009";"Beseritz";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071010";"Blankenhof";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071011";"Blankensee";"Gemeinden";"0,00";"2,38";;"0,00";
"13071012";"Blumenholz";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071013";"Bollewick";"Gemeinden";"0,00";;;"0,00";
"13071014";"Borrentin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071015";"Bredenfelde";"Gemeinden";"0,00";;;"0,00";
"13071016";"Breesen";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071017";"Breest";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071018";"Briggow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071019";"Brunn";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071020";"Buchholz";"Gemeinden";"0,00";"19,10";"28,13";"37,10";
"13071021";"Burg Stargard, Stadt";"Gemeinden";"0,00";"4,87";"5,43";"1,74";"4,57"
"13071022";"Burow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071023";"Bütow";"Gemeinden";"0,00";;;"0,00";
"13071025";"Carpin";"Gemeinden";"0,00";;;"0,00";
"13071026";"Cölpin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071027";"Dargun, Stadt";"Gemeinden";"0,00";"2,86";"2,55";"0,99";"1,13"
"13071028";"Datzetal";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071029";"Demmin, Hansestadt";"Gemeinden";"0,00";"1,82";"1,64";"1,11";"2,02"
"13071032";"Faulenrost";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071033";"Feldberger Seenlandschaft";"Gemeinden";"0,00";"55,21";"55,70";"40,85";"51,57"
"13071034";"Fincken";"Gemeinden";"0,00";;;"0,00";
"13071035";"Friedland, Stadt";"Gemeinden";"0,00";;;"0,85";"0,94"
"13071036";"Fünfseen";"Gemeinden";"0,00";"25,03";"34,56";"22,48";"27,42"
"13071037";"Galenbeck";"Gemeinden";"0,00";;;"0,00";
"13071039";"Gielow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071041";"Gnevkow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071042";"Godendorf";"Gemeinden";"0,00";"44,82";;"5,28";"0,00"
"13071043";"Göhren-Lebbin";"Gemeinden";"0,00";"467,90";"560,13";"426,69";"641,27"
"13071044";"Golchen";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071045";"Gotthun";"Gemeinden";"0,00";"81,70";"73,20";"91,44";"96,48"
"13071047";"Grabowhöfe";"Gemeinden";"0,00";;;"0,56";"0,00"
"13071048";"Grammentin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071049";"Grapzow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071050";"Grischow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071053";"Groß Kelle";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071054";"Groß Miltzow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071055";"Groß Nemerow";"Gemeinden";"0,00";;;"0,00";
"13071056";"Groß Plasten";"Gemeinden";"0,00";;;"0,00";"0,72"
"13071057";"Groß Teetzleben";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071058";"Grünow";"Gemeinden";"0,00";;;"0,00";
"13071059";"Gültz";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071060";"Gülzow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071063";"Hohen Wangelin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071064";"Hohenbollentin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071065";"Hohenmocker";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071066";"Hohenzieritz";"Gemeinden";"0,00";;;"0,00";
"13071067";"Holldorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071068";"Ivenack";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071069";"Jabel";"Gemeinden";"0,00";"42,33";"35,51";"46,94";"103,33"
"13071070";"Jürgenstorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071071";"Kargow";"Gemeinden";"0,00";"15,44";;"0,00";
"13071072";"Kentzlin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071073";"Kieve";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071074";"Kittendorf";"Gemeinden";"0,00";;;"0,00";
"13071075";"Klein Vielen";"Gemeinden";"0,00";;;"0,00";
"13071076";"Kletzin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071077";"Klink";"Gemeinden";"0,00";"230,94";"144,67";"111,10";"136,46"
"13071078";"Klocksin";"Gemeinden";"0,00";;;"0,00";
"13071079";"Knorrendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071080";"Kratzeburg";"Gemeinden";"0,00";"36,71";"35,64";"0,00";
"13071081";"Kriesow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071083";"Kublank";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071084";"Kummerow, Seegemeinde";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071087";"Lärz";"Gemeinden";"0,00";;"37,89";"41,68";"54,37"
"13071088";"Leizen";"Gemeinden";"0,00";;;"0,00";
"13071089";"Lindenberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071090";"Lindetal";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071092";"Malchin, Stadt";"Gemeinden";"0,00";"4,57";"4,55";"2,40";"4,27"
"13071093";"Malchow, Inselstadt";"Gemeinden";"0,00";"23,80";"26,27";"24,28";"31,53"
"13071096";"Meesiger";"Gemeinden";"0,00";;"52,60";"57,40";"60,82"
"13071097";"Melz";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071099";"Mirow, Stadt";"Gemeinden";"0,00";"51,49";"73,28";"71,67";"92,05"
"13071100";"Möllenbeck";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071101";"Möllenhagen";"Gemeinden";"0,00";"3,78";"2,78";"3,57";"3,31"
"13071102";"Mölln";"Gemeinden";"0,00";;;"0,00";
"13071103";"Moltzow";"Gemeinden";"0,00";"18,66";"20,49";"0,00";
"13071104";"Neddemin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071105";"Neetzka";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071107";"Neubrandenburg, Vier-Tore-Stadt";"Gemeinden";"0,00";"1,92";"1,64";"1,14";"1,28"
"13071108";"Neuenkirchen";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071109";"Neukalen, Peenestadt";"Gemeinden";"0,00";"4,18";"5,97";"6,46";"6,41"
"13071110";"Neustrelitz, Residenzstadt";"Gemeinden";"0,00";"2,79";"1,72";"3,25";"4,10"
"13071111";"Neverin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071112";"Nossendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071113";"Nossentiner Hütte";"Gemeinden";"0,00";;;"0,00";
"13071114";"Penkow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071115";"Penzlin, Stadt";"Gemeinden";"0,00";"1,55";;"0,88";"0,52"
"13071117";"Pragsdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071118";"Priborn";"Gemeinden";"0,00";;;"0,00";
"13071119";"Priepert";"Gemeinden";"0,00";"33,04";"23,48";"0,00";
"13071120";"Pripsleben";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071122";"Rechlin";"Gemeinden";"0,00";"85,55";"95,71";"98,65";"109,88"
"13071123";"Ritzerow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071124";"Röbel/Müritz, Stadt";"Gemeinden";"0,00";"19,35";"13,24";"22,84";"23,66"
"13071125";"Röckwitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071127";"Rosenow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071128";"Sarow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071130";"Schönbeck";"Gemeinden";"0,00";;;"0,00";
"13071131";"Schönfeld";"Gemeinden";"0,00";;;"0,00";
"13071132";"Schönhausen";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071133";"Schwarz";"Gemeinden";"0,00";"91,94";"101,39";"82,78";"62,41"
"13071135";"Siedenbollentin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071136";"Siedenbrünzow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071137";"Sietow";"Gemeinden";"0,00";"22,33";"31,22";"19,20";
"13071138";"Silz";"Gemeinden";"0,00";"67,29";"56,55";"41,38";"52,13"
"13071139";"Sommersdorf";"Gemeinden";"0,00";;;"0,00";
"13071140";"Sponholz";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071141";"Staven";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071142";"Stavenhagen, Reuterstadt, Stadt";"Gemeinden";"0,00";"9,89";"10,61";"7,23";"11,25"
"13071143";"Stuer";"Gemeinden";"0,00";;;"0,00";
"13071144";"Torgelow am See";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071145";"Trollenhagen";"Gemeinden";"0,00";;;"0,00";
"13071146";"Tützpatz";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071147";"Userin";"Gemeinden";"0,00";"249,22";"288,81";"169,84";"242,33"
"13071148";"Utzedel";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071150";"Verchen";"Gemeinden";"0,00";;;"0,00";
"13071153";"Voigtsdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071154";"Vollrathsruhe";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071155";"Walow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071156";"Waren (Müritz), Stadt";"Gemeinden";"0,00";"24,63";"27,71";"30,43";"39,67"
"13071157";"Warrenzin";"Gemeinden";"0,00";;;"0,00";
"13071158";"Werder";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071159";"Wesenberg, Stadt";"Gemeinden";"0,00";"44,02";"40,99";"42,27";"48,84"
"13071160";"Wildberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071161";"Woggersin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071162";"Wokuhl-Dabelow";"Gemeinden";"0,00";;;"19,71";
"13071163";"Wolde";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071164";"Woldegk, Windmühlenstadt";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071166";"Wulkenzin";"Gemeinden";"0,00";"3,90";;"0,00";
"13071167";"Wustrow";"Gemeinden";"0,00";"135,40";"125,40";"141,75";"122,77"
"13071169";"Zettemin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071170";"Zirzow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071171";"Zislow";"Gemeinden";"0,00";"346,85";"386,20";"443,20";"558,15"
"13071172";"Peenehagen";"Gemeinden";"0,00";;;"0,00";
"13071173";"Kuckssee";"Gemeinden";"0,00";;;"0,00";"0,00"
"13071174";"Schloen-Dratow";"Gemeinden";"0,00";;;"0,00";
"13071175";"Eldetal";"Gemeinden";"0,00";;;"0,00";
"13071176";"Südmüritz";"Gemeinden";"0,00";;;"45,26";"61,46"
"13072001";"Admannshagen-Bargeshagen";"Gemeinden";"0,00";;;"0,00";
"13072002";"Alt Bukow";"Gemeinden";"0,00";;;"0,00";
"13072003";"Alt Sührkow";"Gemeinden";"0,00";;;"0,00";
"13072004";"Altkalen";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072005";"Am Salzhaff";"Gemeinden";"0,00";"146,89";"180,60";"190,24";"216,57"
"13072006";"Bad Doberan, Stadt";"Gemeinden";"0,00";"25,75";"24,87";"20,89";"22,16"
"13072007";"Bartenshagen-Parkentin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072008";"Bastorf";"Gemeinden";"0,00";"54,28";"47,84";"30,94";"26,51"
"13072009";"Baumgarten";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072010";"Behren-Lübchin";"Gemeinden";"0,00";;;"0,00";
"13072011";"Benitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072012";"Bentwisch";"Gemeinden";"0,00";;;"12,06";"15,20"
"13072013";"Bernitt";"Gemeinden";"0,00";;;"0,00";
"13072014";"Biendorf";"Gemeinden";"0,00";"7,10";"7,62";"0,00";
"13072015";"Blankenhagen";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072017";"Börgerende-Rethwisch, Seebad";"Gemeinden";"0,00";"78,10";"83,74";"125,10";"165,97"
"13072018";"Bröbberow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072019";"Broderstorf";"Gemeinden";"0,00";"8,23";"9,61";"7,59";"9,24"
"13072020";"Bützow, Stadt";"Gemeinden";"0,00";"1,48";"1,36";"1,36";"1,57"
"13072021";"Cammin";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072022";"Carinerland";"Gemeinden";"0,00";;;"0,00";
"13072023";"Dahmen";"Gemeinden";"0,00";"26,33";;"0,00";
"13072024";"Dalkendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072026";"Dobbin-Linstow";"Gemeinden";"0,00";"711,32";"711,11";"300,69";"485,14"
"13072027";"Dolgen am See";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072028";"Dreetz";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072029";"Dummerstorf";"Gemeinden";"0,00";"1,16";"1,80";"0,72";"0,72"
"13072030";"Elmenhorst/Lichtenhagen";"Gemeinden";"0,00";;;"0,00";
"13072031";"Finkenthal";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072032";"Gelbensande";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072033";"Glasewitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072034";"Gnewitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072035";"Gnoien, Warbelstadt";"Gemeinden";"0,00";;;"0,00";
"13072036";"Graal-Müritz, Ostseeheilbad";"Gemeinden";"0,00";"199,91";"227,82";"184,45";"229,96"
"13072037";"Grammow";"Gemeinden";"0,00";;;"0,00";
"13072038";"Groß Roge";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072039";"Groß Schwiesow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072040";"Groß Wokern";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072041";"Groß Wüstenfelde";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072042";"Gülzow-Prüzen";"Gemeinden";"0,00";;;"0,00";
"13072043";"Güstrow, Barlachstadt";"Gemeinden";"0,00";"4,94";"4,65";"3,14";"4,33"
"13072044";"Gutow";"Gemeinden";"0,00";;;"0,00";
"13072045";"Hohen Demzin";"Gemeinden";"0,00";;;"0,00";
"13072046";"Hohen Sprenz";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072047";"Hohenfelde";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072048";"Hoppenrade";"Gemeinden";"0,00";;;"0,00";
"13072049";"Jördenstorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072050";"Jürgenshagen";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072051";"Kassow";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072053";"Klein Belitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072055";"Klein Upahl";"Gemeinden";"0,00";;;"0,00";"0,00"
"13072056";"Krakow am See, Stadt";"Gemeinden";"0,00";"14,90";"14,01";"12,61";"14,33"
"13072057";"Kritzmow";"Gemeinden";"0,00";;;"0,00";
"13072058";"Kröpelin, Stadt";"Gemeinden";"0,00";;"1,53";"1,37";"1,79"
"13072059";"Kuchelmiß";"Gemeinden";"0,00";"23,37";"15,29";"0,00";
"13072060";"Kühlungsborn, Ostseebad, Stadt";"Gemeinden";"0,00";"214,51";"207,19";"196,55";"249,39"
"13072061";"Kuhs";"Gemeinden";"0,00";;;"0,00";
"13072062";"Laage, Stadt";"Gemeinden";"0,00";;"0,94";"0,63";"0,90"
