Kennziffer;Raumeinheit;Aggregat;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte
;;;2000;2004;2009;2013;2017;2021;2023
"01053112";"Schönberg";"Gemeinden";"95,33";"99,05";"96,21";"103,45";"102,30";"106,64";"105,69"
"01053113";"Schretstaken";"Gemeinden";"59,27";"62,46";"64,94";"63,99";"64,70";"60,68";"61,87"
"01053114";"Schürensöhlen";"Gemeinden";"66,18";"62,55";"56,36";"62,91";"56,00";"60,00";"62,18"
"01053115";"Schulendorf";"Gemeinden";"40,12";"39,16";"43,90";"42,32";"43,41";"41,56";"42,97"
"01053116";"Schwarzenbek, Stadt";"Gemeinden";"1.584,00";"1.646,80";"1.684,43";"1.720,85";"1.869,52";"1.946,15";"1.909,61"
"01053117";"Seedorf";"Gemeinden";"20,65";"20,90";"21,33";"21,84";"20,95";"22,20";"24,50"
"01053118";"Siebenbäumen";"Gemeinden";"73,47";"75,17";"77,66";"74,15";"71,09";"72,00";"71,09"
"01053119";"Siebeneichen";"Gemeinden";"58,76";"58,76";"60,68";"64,53";"68,16";"74,57";
"01053120";"Sierksrade";"Gemeinden";"77,25";"80,00";"86,25";"94,50";"102,00";"112,25";
"01053121";"Sirksfelde";"Gemeinden";"41,83";"38,82";"37,08";"41,37";"37,47";"38,40";"40,84"
"01053122";"Steinhorst";"Gemeinden";"35,25";"33,60";"35,19";"33,23";"35,73";"35,05";
"01053123";"Sterley";"Gemeinden";"62,51";"52,08";"52,27";"51,15";"52,08";"51,94";"53,06"
"01053124";"Stubben";"Gemeinden";"88,36";"81,68";"76,15";"79,01";"81,43";"75,80";"78,05"
"01053125";"Talkau";"Gemeinden";"112,09";"115,98";"116,19";"114,14";"114,55";"113,32";"116,39"
"01053126";"Tramm";"Gemeinden";"52,44";"53,33";"57,33";"57,19";"58,61";"55,79";"56,08"
"01053127";"Walksfelde";"Gemeinden";"57,26";"60,97";"54,13";"58,12";"64,96";"58,97";
"01053128";"Wangelau";"Gemeinden";"37,73";"38,80";"34,20";"36,04";"34,66";"34,51";
"01053129";"Wentorf bei Hamburg";"Gemeinden";"1.706,55";"1.934,06";"2.004,95";"2.085,88";"2.236,83";"2.317,76";"2.331,15"
"01053130";"Wentorf (Amt Sandesneben)";"Gemeinden";"138,28";"149,50";"147,70";"145,29";"154,71";"155,31";"152,71"
"01053131";"Wiershop";"Gemeinden";"31,46";"35,92";"50,87";"34,37";"37,86";"40,19";
"01053132";"Witzeeze";"Gemeinden";"90,63";"94,26";"95,03";"89,96";"92,83";"97,42";"99,43"
"01053133";"Wohltorf";"Gemeinden";"418,93";"419,93";"414,24";"430,82";"437,35";"460,47";"471,52"
"01053134";"Woltersdorf";"Gemeinden";"35,32";"38,48";"38,61";"45,95";"44,81";"52,15";"52,28"
"01053135";"Worth";"Gemeinden";"34,10";"32,29";"30,15";"31,14";"29,32";"28,83";
"01053136";"Ziethen";"Gemeinden";"85,87";"95,62";"93,11";"97,05";"105,64";"110,02";"116,11"
"01054001";"Achtrup";"Gemeinden";"56,02";"55,72";"54,75";"54,41";"54,21";"56,92";"57,86"
"01054002";"Ahrenshöft";"Gemeinden";"78,61";"76,65";"84,53";"75,43";"79,07";"77,93";"83,28"
"01054003";"Ahrenviöl";"Gemeinden";"58,26";"57,67";"59,74";"64,79";"58,16";"60,14";"62,31"
"01054004";"Ahrenviölfeld";"Gemeinden";"36,21";"36,76";"36,90";"32,78";"31,28";"31,69";"32,37"
"01054005";"Alkersum";"Gemeinden";"59,98";"55,02";"57,44";"60,31";"59,54";"61,30";"62,62"
"01054006";"Almdorf";"Gemeinden";"92,81";"94,74";"95,09";"102,98";"95,26";"95,79";"96,84"
"01054007";"Arlewatt";"Gemeinden";"65,14";"64,96";"66,79";"72,35";"59,78";"79,53";
"01054009";"Aventoft";"Gemeinden";"47,34";"44,30";"38,91";"40,57";"40,01";"37,73";"35,87"
"01054010";"Bargum";"Gemeinden";"41,87";"39,91";"38,06";"38,11";"39,10";"40,14";"41,24"
"01054011";"Behrendorf";"Gemeinden";"44,74";"46,11";"46,70";"44,87";"44,34";"43,49";"45,52"
"01054012";"Bohmstedt";"Gemeinden";"62,10";"60,75";"59,70";"63,90";"64,42";"65,62";"70,79"
"01054013";"Bondelum";"Gemeinden";"21,24";"24,84";"23,20";"20,92";"18,52";"18,19";
"01054014";"Bordelum";"Gemeinden";"66,78";"65,37";"67,13";"66,84";"68,45";"69,81";"71,94"
"01054015";"Borgsum";"Gemeinden";"68,42";"68,97";"72,41";"72,23";"69,87";"69,51";"63,88"
"01054016";"Bosbüll";"Gemeinden";"32,70";"33,81";"34,91";"33,49";"35,07";"38,39";"45,18"
"01054017";"Braderup";"Gemeinden";"56,70";"52,28";"55,06";"57,90";"56,48";"58,20";"58,65"
"01054018";"Bramstedtlund";"Gemeinden";"18,63";"22,24";"22,24";"15,88";"17,04";"18,70";"19,06"
"01054019";"Bredstedt, Stadt";"Gemeinden";"673,39";"674,60";"695,38";"724,51";"722,36";"755,59";"784,31"
"01054020";"Breklum";"Gemeinden";"280,02";"281,11";"268,29";"279,42";"383,12";"397,52";"418,87"
"01054022";"Dagebüll";"Gemeinden";"32,16";"34,04";"28,39";"28,98";"29,71";"30,85";"32,80"
"01054023";"Drage";"Gemeinden";"38,41";"39,59";"39,99";"42,62";"45,44";"48,13";"48,19"
"01054024";"Drelsdorf";"Gemeinden";"78,02";"81,13";"85,14";"80,90";"82,71";"81,13";"81,75"
"01054025";"Dunsum";"Gemeinden";"30,51";"32,72";"25,37";"27,57";"26,47";"26,10";
"01054026";"Elisabeth-Sophien-Koog";"Gemeinden";"8,67";"8,67";"9,46";"8,69";"8,30";"15,64";"16,41"
"01054027";"Ellhöft";"Gemeinden";"15,98";"16,50";"14,45";"14,45";"14,58";"15,22";"15,09"
"01054032";"Fresendelf";"Gemeinden";"37,31";"35,77";"37,69";"35,77";"36,15";"35,77";"32,31"
"01054033";"Friedrichstadt, Stadt";"Gemeinden";"747,87";"737,47";"737,72";"775,19";"815,17";"833,08";"823,13"
"01054034";"Friedrich-Wilhelm-Lübke-Koog";"Gemeinden";"12,60";"13,49";"13,34";"15,86";"15,79";"15,34";"15,57"
"01054035";"Garding, Kirchspiel";"Gemeinden";"19,17";"21,83";"24,18";"27,47";"25,39";"26,53";"24,92"
"01054036";"Garding, Stadt";"Gemeinden";"1.190,55";"1.142,16";"1.075,49";"1.050,33";"1.112,09";"1.155,23";"1.159,48"
"01054037";"Goldebek";"Gemeinden";"33,20";"36,25";"35,17";"36,05";"37,92";"36,44";
"01054038";"Goldelund";"Gemeinden";"33,36";"34,19";"34,36";"35,44";"35,69";"37,02";"36,86"
"01054039";"Gröde";"Gemeinden";"4,76";"5,56";"3,97";"3,57";"3,57";"4,76";"2,78"
"01054040";"Grothusenkoog";"Gemeinden";"8,26";"11,93";"10,40";"8,26";"6,42";"7,95";
"01054041";"Haselund";"Gemeinden";"75,45";"80,84";"85,38";"89,76";"90,70";"98,67";"106,57"
"01054042";"Hattstedt";"Gemeinden";"366,00";"382,71";"387,14";"397,14";"404,42";"413,84";"413,12"
"01054043";"Hattstedtermarsch";"Gemeinden";"15,27";"14,52";"9,87";"9,05";"8,87";"9,32";"10,40"
"01054045";"Högel";"Gemeinden";"27,76";"29,36";"28,62";"29,05";"30,16";"29,48";"31,63"
"01054046";"Hörnum (Sylt)";"Gemeinden";"191,68";"188,00";"239,36";"204,25";"225,53";"229,43";"221,99"
"01054048";"Holm";"Gemeinden";"22,75";"22,25";"23,25";"19,50";"20,00";"23,25";"25,25"
"01054050";"Hallig Hooge";"Gemeinden";"24,57";"21,80";"19,55";"25,61";"24,91";"19,72";"23,01"
"01054052";"Horstedt";"Gemeinden";"65,81";"67,09";"66,50";"68,46";"75,73";"79,32";"84,53"
"01054054";"Hude";"Gemeinden";"68,64";"55,08";"55,93";"57,06";"47,74";"50,28";
"01054055";"Humptrup";"Gemeinden";"43,73";"46,14";"46,62";"44,97";"44,44";"47,15";"47,79"
"01054056";"Husum, Stadt";"Gemeinden";"1.342,82";"1.339,52";"1.361,84";"1.442,97";"1.530,39";"1.558,18";"1.583,95"
"01054057";"Immenstedt";"Gemeinden";"45,21";"45,93";"46,68";"46,41";"45,24";"45,11";"49,28"
"01054059";"Joldelund";"Gemeinden";"38,86";"40,06";"41,00";"41,53";"41,11";"44,61";"49,01"
"01054061";"Kampen (Sylt)";"Gemeinden";"123,49";"129,87";"132,90";"122,68";"120,17";"118,03";"125,15"
"01054062";"Karlum";"Gemeinden";"16,11";"16,32";"15,91";"15,15";"15,42";"15,70";"15,70"
"01054063";"Katharinenheerd";"Gemeinden";"24,17";"22,26";"20,60";"20,48";"21,52";"18,79";
"01054065";"Klanxbüll";"Gemeinden";"94,07";"100,19";"97,65";"98,21";"103,29";"109,69";"110,35"
"01054068";"Klixbüll";"Gemeinden";"56,25";"58,14";"57,97";"59,81";"60,44";"65,71";"64,28"
"01054070";"Koldenbüttel";"Gemeinden";"36,37";"36,32";"37,21";"36,51";"36,63";"37,29";"38,80"
"01054071";"Kolkerheide";"Gemeinden";"34,76";"30,95";"32,38";"25,24";"28,10";"34,76";
"01054072";"Kotzenbüll";"Gemeinden";"33,33";"32,43";"29,09";"31,79";"26,90";"23,42";
"01054073";"Ladelund";"Gemeinden";"71,40";"69,07";"64,51";"64,43";"64,47";"64,47";"66,67"
"01054074";"Langeneß";"Gemeinden";"12,74";"12,88";"11,84";"12,88";"14,17";"13,57";"13,40"
"01054075";"Langenhorn";"Gemeinden";"77,55";"77,57";"78,31";"80,06";"85,02";"87,45";"87,11"
"01054076";"Leck";"Gemeinden";"329,57";"325,68";"329,34";"320,48";"332,53";"339,27";"343,97"
"01054077";"Lexgaard";"Gemeinden";"13,55";"11,83";"11,83";"10,69";"9,16";"11,26";
"01054078";"List auf Sylt";"Gemeinden";"173,00";"171,79";"161,67";"126,96";"124,13";"127,14";"128,45"
"01054079";"Löwenstedt";"Gemeinden";"37,05";"36,75";"36,49";"37,05";"37,56";"41,28";"40,67"
"01054080";"Lütjenholm";"Gemeinden";"35,85";"32,77";"30,72";"31,09";"30,44";"33,61";"33,80"
"01054083";"Midlum";"Gemeinden";"44,24";"49,88";"50,59";"57,53";"63,41";"62,12";"64,12"
"01054084";"Mildstedt";"Gemeinden";"441,10";"479,22";"505,28";"508,96";"510,68";"545,01";"536,85"
"01054085";"Nebel";"Gemeinden";"115,80";"110,87";"107,94";"111,37";"114,31";"118,66";"114,31"
"01054086";"Neukirchen";"Gemeinden";"46,45";"46,23";"44,71";"42,69";"42,37";"42,27";"42,78"
"01054087";"Nieblum";"Gemeinden";"109,67";"96,18";"97,96";"90,46";"95,42";"101,02";"98,85"
"01054088";"Niebüll, Stadt";"Gemeinden";"371,79";"398,96";"420,44";"448,06";"470,75";"474,40";"477,51"
"01054089";"Norddorf auf Amrum";"Gemeinden";"168,98";"175,08";"187,29";"167,97";"162,82";"163,50";"155,35"
"01054090";"Norderfriedrichskoog";"Gemeinden";"25,99";"45,01";"48,40";"24,29";"30,13";"16,76";"16,76"
"01054091";"Nordstrand";"Gemeinden";"59,38";"57,70";"44,61";"44,19";"44,74";"43,78";"44,94"
"01054092";"Norstedt";"Gemeinden";"34,22";"32,07";"31,93";"32,37";"29,70";"28,89";
"01054093";"Ockholm";"Gemeinden";"24,03";"22,04";"21,46";"19,69";"18,72";"18,88";"20,87"
"01054094";"Oevenum";"Gemeinden";"55,38";"52,71";"52,71";"59,61";"57,41";"59,06";"58,42"
"01054095";"Oldenswort";"Gemeinden";"30,83";"31,65";"30,34";"30,32";"31,61";"31,78";"31,76"
"01054096";"Oldersbek";"Gemeinden";"62,85";"62,75";"63,49";"65,25";"73,94";"77,82";"80,68"
"01054097";"Olderup";"Gemeinden";"45,03";"49,15";"47,28";"48,89";"50,70";"52,21";"50,30"
"01054098";"Oldsum";"Gemeinden";"45,41";"46,62";"47,07";"46,06";"44,10";"45,76";"48,53"
"01054099";"Ostenfeld (Husum)";"Gemeinden";"61,37";"67,65";"61,47";"68,77";"74,09";"83,34";"85,33"
"01054100";"Osterhever";"Gemeinden";"17,04";"16,28";"14,73";"14,95";"14,81";"15,08";"15,14"
"01054101";"Oster-Ohrstedt";"Gemeinden";"58,90";"64,13";"63,42";"61,91";"69,26";"76,71";"80,87"
"01054103";"Pellworm";"Gemeinden";"37,66";"36,51";"34,72";"37,26";"37,52";"41,50";"40,75"
"01054104";"Poppenbüll";"Gemeinden";"14,45";"13,53";"12,37";"15,91";"15,66";"14,56";
"01054105";"Ramstedt";"Gemeinden";"86,53";"91,88";"86,53";"82,47";"81,55";"81,92";"85,42"
"01054106";"Rantrum";"Gemeinden";"114,36";"122,30";"126,73";"141,49";"153,40";"157,85";"164,94"
"01054108";"Reußenköge";"Gemeinden";"14,67";"11,97";"9,71";"12,66";"14,18";"17,32";"22,13"
"01054109";"Risum-Lindholm";"Gemeinden";"110,66";"112,27";"114,24";"114,40";"119,32";"123,40";"125,53"
"01054110";"Rodenäs";"Gemeinden";"24,70";"24,45";"24,90";"24,90";"23,34";"24,14";"23,34"
"01054113";"Sankt Peter-Ording";"Gemeinden";"213,90";"214,92";"222,81";"213,03";"233,30";"236,26";"222,40"
"01054116";"Schwabstedt";"Gemeinden";"73,57";"73,88";"71,95";"72,76";"72,86";"72,45";"76,58"
"01054118";"Schwesing";"Gemeinden";"62,89";"64,36";"63,79";"63,34";"65,58";"65,32";"64,62"
"01054119";"Seeth";"Gemeinden";"63,86";"59,81";"57,08";"50,07";"58,36";"61,48";"143,60"
"01054120";"Simonsberg";"Gemeinden";"53,07";"52,84";"49,97";"47,31";"50,92";"52,17";"51,77"
"01054121";"Sönnebüll";"Gemeinden";"63,11";"55,58";"62,70";"69,93";"77,62";"70,86";"79,49"
"01054123";"Sollwitt";"Gemeinden";"32,97";"33,06";"32,42";"31,78";"27,67";"28,95";
"01054124";"Sprakebüll";"Gemeinden";"20,58";"21,02";"21,81";"21,64";"25,07";"27,88";
"01054125";"Stadum";"Gemeinden";"71,33";"65,15";"60,13";"62,46";"57,95";"56,28";"54,91"
"01054126";"Stedesand";"Gemeinden";"59,51";"61,62";"60,30";"62,80";"62,15";"60,83";"62,94"
"01054128";"Struckum";"Gemeinden";"131,84";"128,03";"138,45";"137,11";"139,69";"149,78";"149,78"
"01054129";"Süderende";"Gemeinden";"79,15";"74,90";"79,92";"74,13";"77,99";"77,61";"81,85"
"01054130";"Süderhöft";"Gemeinden";"7,69";"6,92";"8,85";"7,69";"8,46";"8,08";"6,15"
"01054131";"Süderlügum";"Gemeinden";"103,54";"101,84";"103,91";"112,82";"114,86";"116,62";"113,61"
"01054132";"Südermarsch";"Gemeinden";"5,41";"4,57";"5,19";"5,92";"5,19";"5,09";"5,59"
"01054134";"Tating";"Gemeinden";"35,57";"35,94";"35,37";"32,99";"36,49";"37,03";"37,88"
"01054135";"Tetenbüll";"Gemeinden";"21,55";"20,72";"19,98";"21,30";"20,84";"20,35";"19,63"
"01054136";"Tinningstedt";"Gemeinden";"25,14";"23,68";"24,24";"28,28";"30,08";"29,07";"28,84"
"01054138";"Tönning, Stadt";"Gemeinden";"152,85";"141,79";"135,83";"134,70";"141,59";"144,25";"141,98"
"01054140";"Tümlauer Koog";"Gemeinden";"19,03";"17,74";"16,77";"18,55";"19,35";"15,97";
"01054141";"Uelvesbüll";"Gemeinden";"26,88";"27,27";"26,88";"29,52";"29,72";"30,01";"30,01"
"01054142";"Uphusum";"Gemeinden";"60,20";"61,19";"59,92";"58,92";"53,26";"48,16";
"01054143";"Utersum";"Gemeinden";"120,15";"114,64";"118,06";"117,11";"114,45";"111,79";"107,03"
"01054144";"Viöl";"Gemeinden";"116,83";"132,61";"129,82";"140,47";"149,95";"153,16";"157,75"
"01054145";"Vollerwiek";"Gemeinden";"54,37";"49,57";"53,90";"47,19";"50,22";"53,68";"50,43"
"01054146";"Vollstedt";"Gemeinden";"25,24";"25,89";"26,86";"32,36";"31,55";"29,61";"32,20"
"01054148";"Welt";"Gemeinden";"32,24";"29,02";"27,80";"29,15";"29,02";"25,37";"25,00"
"01054149";"Wenningstedt-Braderup (Sylt)";"Gemeinden";"357,55";"360,77";"363,64";"357,14";"365,75";"398,05";"363,31"
"01054150";"Westerhever";"Gemeinden";"10,83";"10,83";"10,21";"9,91";"7,36";"7,43";
"01054152";"Wester-Ohrstedt";"Gemeinden";"70,55";"68,72";"71,79";"71,52";"75,62";"84,09";"87,65"
"01054154";"Westre";"Gemeinden";"23,31";"22,01";"22,79";"21,22";"20,85";"22,05";"20,53"
"01054156";"Winnert";"Gemeinden";"41,68";"41,63";"45,66";"41,21";"43,86";"44,07";"45,60"
"01054157";"Wisch";"Gemeinden";"42,95";"47,54";"42,62";"38,69";"34,43";"36,07";
"01054158";"Witsum";"Gemeinden";"28,93";"32,08";"33,33";"25,79";"30,82";"29,56";
"01054159";"Wittbek";"Gemeinden";"42,89";"41,99";"44,55";"42,34";"41,24";"43,14";"44,00"
"01054160";"Wittdün auf Amrum";"Gemeinden";"392,31";"355,77";"383,46";"396,54";"430,27";"432,18";"412,64"
"01054161";"Witzwort";"Gemeinden";"37,99";"39,59";"40,72";"43,11";"43,78";"42,43";"43,50"
"01054162";"Wobbenbüll";"Gemeinden";"282,25";"281,07";"290,53";"283,43";"266,27";"277,51";
"01054163";"Wrixum";"Gemeinden";"92,45";"97,09";"101,46";"99,47";"98,54";"88,62";"90,08"
"01054164";"Wyk auf Föhr, Stadt";"Gemeinden";"821,50";"783,12";"789,75";"778,96";"775,37";"824,50";"779,33"
"01054165";"Galmsbüll";"Gemeinden";"14,54";"14,17";"14,21";"14,11";"13,58";"14,37";"13,52"
"01054166";"Emmelsbüll-Horsbüll";"Gemeinden";"35,18";"33,98";"30,11";"28,74";"27,43";"27,54";"27,85"
"01054167";"Enge-Sande";"Gemeinden";"62,21";"58,22";"54,63";"52,50";"52,22";"55,88";"58,06"
"01054168";"Sylt";"Gemeinden";"397,72";"395,59";"412,56";"386,65";"402,70";"415,46";"427,03"
"01055001";"Ahrensbök";"Gemeinden";"99,90";"100,34";"99,19";"99,25";"101,55";"102,03";"100,80"
"01055002";"Altenkrempe";"Gemeinden";"33,11";"32,97";"32,91";"31,96";"32,51";"33,52";"32,56"
"01055004";"Bad Schwartau, Stadt";"Gemeinden";"1.390,92";"1.341,60";"1.318,11";"1.328,28";"1.372,05";"1.401,41";"1.404,68"
"01055006";"Beschendorf";"Gemeinden";"64,64";"64,64";"68,50";"65,22";"68,03";"63,47";
"01055007";"Bosau";"Gemeinden";"58,85";"59,69";"57,57";"58,24";"57,62";"57,31";"57,87"
"01055010";"Dahme";"Gemeinden";"171,37";"161,45";"166,30";"178,70";"177,83";"173,11";"179,69"
"01055011";"Damlos";"Gemeinden";"69,20";"70,80";"77,22";"70,05";"64,07";"67,10";
"01055012";"Eutin, Stadt";"Gemeinden";"565,27";"572,85";"574,30";"588,60";"599,18";"609,78";"613,34"
"01055014";"Göhl";"Gemeinden";"55,47";"59,81";"61,37";"58,40";"57,91";"58,66";"56,36"
"01055015";"Gremersdorf";"Gemeinden";"35,63";"35,10";"36,91";"36,15";"35,77";"36,76";"39,14"
"01055016";"Grömitz";"Gemeinden";"185,57";"188,88";"189,31";"177,44";"191,49";"191,06";"186,08"
"01055017";"Großenbrode";"Gemeinden";"128,84";"132,84";"129,31";"127,79";"138,88";"138,92";"137,97"
"01055018";"Grube";"Gemeinden";"64,85";"62,67";"63,07";"64,85";"69,22";"72,29";"74,67"
"01055020";"Harmsdorf";"Gemeinden";"48,32";"45,90";"44,95";"43,49";"41,75";"41,30";"44,39"
"01055021";"Heiligenhafen, Stadt";"Gemeinden";"654,58";"598,34";"609,12";"612,34";"607,53";"631,00";"654,59"
"01055022";"Heringsdorf";"Gemeinden";"39,12";"40,11";"37,66";"39,53";"41,73";"41,49";"42,34"
"01055023";"Kabelhorst";"Gemeinden";"74,39";"79,79";"78,92";"77,53";"83,25";"76,34";"77,03"
"01055024";"Kasseedorf";"Gemeinden";"48,50";"50,01";"49,30";"46,02";"47,61";"47,55";"47,38"
"01055025";"Kellenhusen (Ostsee)";"Gemeinden";"162,21";"166,26";"162,91";"168,18";"178,46";"184,21";"184,94"
"01055027";"Lensahn";"Gemeinden";"229,31";"229,89";"233,83";"236,17";"242,38";"246,21";"249,82"
"01055028";"Malente";"Gemeinden";"199,44";"198,44";"194,87";"190,65";"191,81";"195,45";"198,31"
"01055029";"Manhagen";"Gemeinden";"44,24";"44,44";"43,82";"41,33";"39,56";"40,81";"41,95"
"01055031";"Neukirchen";"Gemeinden";"42,84";"44,39";"44,35";"45,05";"45,66";"45,28";"45,17"
"01055032";"Neustadt in Holstein, Stadt";"Gemeinden";"1.143,36";"1.193,97";"1.186,07";"1.133,59";"1.183,53";"1.212,87";"1.214,45"
"01055033";"Oldenburg in Holstein, Stadt";"Gemeinden";"349,12";"332,11";"321,14";"329,69";"341,60";"351,00";"363,16"
"01055035";"Ratekau";"Gemeinden";"297,35";"306,95";"303,88";"296,53";"300,13";"301,01";"303,71"
"01055036";"Riepsdorf";"Gemeinden";"41,65";"43,01";"40,99";"39,79";"36,77";"38,20";"39,67"
"01055037";"Schashagen";"Gemeinden";"67,73";"67,15";"71,32";"62,76";"67,41";"66,52";"64,30"
"01055038";"Schönwalde am Bungsberg";"Gemeinden";"73,63";"74,30";"75,32";"77,44";"74,36";"76,48";"76,76"
"01055039";"Sierksdorf";"Gemeinden";"92,72";"97,54";"106,05";"122,72";"132,51";"139,49";"143,59"
"01055040";"Stockelsdorf";"Gemeinden";"346,04";"340,63";"347,30";"345,70";"365,80";"368,41";"354,62"
"01055041";"Süsel";"Gemeinden";"76,14";"77,92";"78,34";"77,24";"75,57";"76,20";"75,48"
"01055042";"Timmendorfer Strand";"Gemeinden";"637,18";"640,01";"620,68";"629,21";"658,52";"639,94";"629,36"
"01055043";"Wangels";"Gemeinden";"43,85";"43,15";"40,49";"42,00";"43,00";"44,68";"45,43"
"01055044";"Scharbeutz";"Gemeinden";"256,18";"262,98";"261,08";"247,40";"264,07";"278,97";"277,29"
"01055046";"Fehmarn, Stadt";"Gemeinden";"87,44";"89,28";"91,17";"90,95";"95,08";"98,78";"98,09"
"01056001";"Appen";"Gemeinden";"292,05";"316,29";"321,01";"277,37";"275,12";"285,02";"279,46"
"01056002";"Barmstedt, Stadt";"Gemeinden";"647,26";"640,48";"671,11";"705,94";"727,61";"755,21";"747,70"
"01056003";"Bevern";"Gemeinden";"73,88";"79,60";"82,46";"81,09";"79,60";"81,47";"89,05"
"01056004";"Bilsen";"Gemeinden";"131,94";"145,16";"153,39";"155,16";"175,16";"182,10";"182,74"
"01056005";"Bönningstedt";"Gemeinden";"412,12";"414,61";"450,54";"462,74";"492,37";"502,74";"506,47"
"01056006";"Bokel";"Gemeinden";"44,26";"45,69";"45,13";"44,19";"41,82";"42,20";"40,57"
"01056008";"Bokholt-Hanredder";"Gemeinden";"173,95";"174,42";"173,71";"169,04";"179,44";"191,00";"190,54"
"01056009";"Borstel-Hohenraden";"Gemeinden";"136,63";"152,89";"163,64";"171,44";"183,40";"180,17";"185,08"
"01056010";"Brande-Hörnerkirchen";"Gemeinden";"128,46";"135,24";"135,69";"137,90";"142,16";"151,98";"160,20"
"01056011";"Bullenkuhlen";"Gemeinden";"102,03";"108,63";"102,04";"100,00";"98,47";"108,65";"114,25"
"01056013";"Ellerbek";"Gemeinden";"584,08";"584,96";"574,86";"576,07";"597,69";"619,98";"629,09"
"01056014";"Ellerhoop";"Gemeinden";"139,26";"142,96";"157,31";"162,78";"169,42";"173,22";"170,99"
"01056015";"Elmshorn, Stadt";"Gemeinden";"3.007,54";"3.011,24";"2.975,90";"2.989,66";"3.218,02";"3.277,39";"3.380,90"
"01056016";"Groß Nordende";"Gemeinden";"120,21";"127,13";"131,38";"140,78";"154,43";"147,70";"154,08"
"01056017";"Groß Offenseth-Aspern";"Gemeinden";"41,00";"45,08";"48,30";"45,93";"48,86";"52,94";"54,55"
"01056018";"Halstenbek";"Gemeinden";"1.469,87";"1.490,70";"1.537,76";"1.557,79";"1.675,04";"1.721,78";"1.730,21"
"01056019";"Haselau";"Gemeinden";"61,14";"63,93";"64,83";"63,93";"65,75";"68,61";"70,88"
"01056020";"Haseldorf";"Gemeinden";"100,33";"107,41";"103,98";"106,91";"109,24";"112,67";"112,89"
"01056021";"Hasloh";"Gemeinden";"333,15";"328,73";"327,55";"327,91";"363,14";"372,45";"384,91"
"01056022";"Heede";"Gemeinden";"47,74";"50,39";"50,19";"51,29";"54,91";"59,24";"66,47"
"01056023";"Heidgraben";"Gemeinden";"434,82";"455,31";"495,17";"520,07";"549,81";"560,97";"570,63"
"01056024";"Heist";"Gemeinden";"294,28";"310,14";"322,59";"329,12";"327,51";"330,42";"349,90"
"01056025";"Helgoland";"Gemeinden";"653,10";"597,38";"485,71";"533,81";"504,51";"501,66";"500,24"
"01056026";"Hemdingen";"Gemeinden";"100,85";"109,32";"111,33";"113,46";"117,79";"119,62";"125,23"
"01056027";"Hetlingen";"Gemeinden";"65,57";"64,90";"66,93";"67,59";"69,46";"73,20";"74,81"
"01056028";"Holm";"Gemeinden";"226,36";"238,94";"247,85";"249,41";"253,40";"260,19";"262,80"
"01056029";"Klein Nordende";"Gemeinden";"293,98";"291,75";"295,55";"311,77";"329,10";"344,21";"343,84"
"01056030";"Klein Offenseth-Sparrieshoop";"Gemeinden";"175,41";"186,11";"195,09";"202,60";"209,04";"219,15";"218,20"
"01056031";"Kölln-Reisiek";"Gemeinden";"412,41";"423,49";"460,86";"520,68";"558,49";"589,07";"595,86"
"01056032";"Kummerfeld";"Gemeinden";"353,23";"383,69";"372,46";"432,15";"470,77";"506,77";"515,38"
"01056033";"Seester";"Gemeinden";"85,05";"88,33";"87,12";"86,08";"91,27";"94,30";"97,75"
"01056034";"Langeln";"Gemeinden";"54,18";"56,13";"55,25";"57,10";"64,49";"63,81";"65,76"
"01056035";"Lutzhorn";"Gemeinden";"39,32";"39,32";"40,79";"39,83";"41,39";"40,61";"41,25"
"01056036";"Moorrege";"Gemeinden";"428,23";"418,96";"425,84";"432,53";"485,87";"509,29";"520,72"
"01056037";"Neuendeich";"Gemeinden";"60,66";"64,29";"66,51";"65,57";"69,56";"65,46";"66,63"
"01056038";"Osterhorn";"Gemeinden";"90,75";"90,60";"88,56";"86,68";"92,01";"90,13";"86,99"
"01056039";"Pinneberg, Stadt";"Gemeinden";"2.355,48";"2.389,18";"2.444,06";"2.457,71";"2.569,13";"2.663,74";"2.714,58"
"01056040";"Prisdorf";"Gemeinden";"488,34";"539,77";"544,93";"534,03";"566,54";"562,72";"571,70"
"01056041";"Quickborn, Stadt";"Gemeinden";"586,65";"588,37";"624,53";"613,34";"644,49";"669,32";"683,67"
"01056042";"Raa-Besenbek";"Gemeinden";"43,91";"41,29";"44,42";"45,19";"45,96";"43,88";"45,96"
"01056043";"Rellingen";"Gemeinden";"1.385,29";"1.398,26";"1.454,02";"1.487,25";"1.581,94";"1.600,23";"1.625,19"
"01056044";"Schenefeld, Stadt";"Gemeinden";"2.522,32";"2.472,17";"2.491,69";"2.475,98";"2.588,69";"2.609,01";"2.682,08"
"01056045";"Seestermühe";"Gemeinden";"39,40";"42,96";"44,67";"46,08";"44,65";"47,65";"51,50"
"01056046";"Seeth-Ekholt";"Gemeinden";"125,69";"137,16";"128,01";"131,79";"132,80";"143,83";"156,02"
