Kennziffer;Raumeinheit;Aggregat;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte
;;;2000;2004;2009;2013;2017;2021;2023
"12068181";"Heiligengrabe";"Gemeinden";"33,38";"32,13";"30,41";"29,98";"29,86";"29,84";"30,28"
"12068188";"Herzberg (Mark)";"Gemeinden";"44,64";"44,94";"42,65";"41,08";"39,32";"40,36";"39,08"
"12068264";"Kyritz, Stadt";"Gemeinden";"96,09";"86,90";"80,85";"78,85";"81,55";"79,38";"78,49"
"12068280";"Lindow (Mark), Stadt";"Gemeinden";"59,41";"63,62";"60,24";"58,66";"59,14";"58,39";"57,29"
"12068306";"Märkisch Linden";"Gemeinden";"41,21";"41,54";"40,85";"40,77";"41,65";"44,28";"42,59"
"12068320";"Neuruppin, Stadt";"Gemeinden";"154,23";"148,32";"152,02";"147,40";"151,30";"152,42";"156,55"
"12068324";"Neustadt (Dosse), Stadt";"Gemeinden";"68,54";"65,77";"62,73";"58,86";"60,33";"60,97";"61,39"
"12068353";"Rheinsberg, Stadt";"Gemeinden";"37,57";"35,05";"32,90";"31,44";"31,55";"30,60";"30,12"
"12068372";"Rüthnick";"Gemeinden";"29,22";"29,78";"29,05";"29,60";"26,61";"25,14";
"12068409";"Sieversdorf-Hohenofen";"Gemeinden";"49,77";"48,87";"45,11";"39,78";"39,86";"39,51";"38,11"
"12068413";"Storbeck-Frankendorf";"Gemeinden";"13,39";"13,69";"12,69";"11,55";"11,27";"11,22";
"12068417";"Stüdenitz-Schönermark";"Gemeinden";"35,73";"33,73";"30,73";"29,32";"28,86";"28,29";"27,15"
"12068425";"Temnitzquell";"Gemeinden";"14,25";"13,73";"12,91";"12,05";"11,98";"13,76";"13,15"
"12068426";"Temnitztal";"Gemeinden";"37,23";"35,28";"33,78";"31,90";"32,45";"34,39";"33,21"
"12068437";"Vielitzsee";"Gemeinden";"25,46";"26,56";"26,48";"22,98";"25,34";"26,56";"25,83"
"12068452";"Walsleben";"Gemeinden";"37,79";"33,26";"31,78";"33,74";"35,43";"36,04";"37,83"
"12068468";"Wittstock/Dosse, Stadt";"Gemeinden";"53,85";"50,48";"47,09";"44,92";"44,94";"44,59";"43,69"
"12068477";"Wusterhausen/Dosse";"Gemeinden";"43,06";"40,86";"38,03";"39,38";"38,58";"37,95";"37,00"
"12068501";"Zernitz-Lohm";"Gemeinden";"31,65";"28,73";"26,99";"25,11";"25,22";"26,37";"26,36"
"12069017";"Beelitz, Stadt";"Gemeinden";"82,06";"85,90";"86,02";"86,59";"90,44";"95,77";"98,80"
"12069018";"Beetzsee";"Gemeinden";"94,77";"94,07";"141,15";"138,08";"141,28";"149,01";"151,74"
"12069019";"Beetzseeheide";"Gemeinden";"23,13";"21,70";"20,79";"20,39";"20,63";"20,77";"21,36"
"12069020";"Bad Belzig, Stadt";"Gemeinden";"73,30";"69,09";"64,12";"63,70";"65,10";"64,53";"66,88"
"12069028";"Bensdorf";"Gemeinden";"45,06";"43,69";"44,02";"42,47";"39,92";"41,12";"40,71"
"12069052";"Borkheide";"Gemeinden";"464,21";"351,86";"357,50";"368,93";"392,46";"395,12";"402,22"
"12069056";"Borkwalde";"Gemeinden";"289,34";"314,75";"331,15";"309,41";"316,97";"394,48";"442,33"
"12069076";"Brück, Stadt";"Gemeinden";"65,54";"58,62";"54,98";"55,27";"58,78";"61,14";"62,05"
"12069089";"Buckautal";"Gemeinden";"18,31";"15,13";"14,28";"14,60";"13,91";"13,71";"13,25"
"12069216";"Golzow";"Gemeinden";"44,27";"41,16";"39,69";"38,54";"38,22";"38,94";"38,77"
"12069224";"Görzke";"Gemeinden";"22,87";"22,92";"20,86";"19,17";"18,12";"18,13";"17,99"
"12069232";"Gräben";"Gemeinden";"38,81";"15,94";"15,41";"14,38";"15,73";"14,40";"14,33"
"12069249";"Groß Kreutz (Havel)";"Gemeinden";"100,91";"99,28";"98,26";"96,12";"101,23";"105,09";"104,62"
"12069270";"Havelsee, Stadt";"Gemeinden";"58,67";"53,77";"46,45";"43,10";"43,22";"42,70";"42,00"
"12069304";"Kleinmachnow";"Gemeinden";"1.593,95";"1.843,89";"2.032,33";"2.112,76";"2.221,58";"2.220,24";"2.200,34"
"12069306";"Kloster Lehnin";"Gemeinden";"75,16";"72,64";"69,49";"68,46";"70,52";"71,49";"71,89"
"12069345";"Linthe";"Gemeinden";"68,58";"56,99";"56,89";"49,87";"53,17";"55,25";"57,07"
"12069397";"Michendorf";"Gemeinden";"180,21";"190,56";"202,42";"207,45";"212,01";"228,74";"232,16"
"12069402";"Mühlenfließ";"Gemeinden";"20,58";"19,72";"20,11";"18,48";"17,12";"18,31";"17,95"
"12069448";"Niemegk, Stadt";"Gemeinden";"75,32";"72,31";"67,35";"64,21";"65,96";"65,29";"65,60"
"12069454";"Nuthetal";"Gemeinden";"212,28";"215,31";"215,90";"218,74";"226,28";"228,09";"235,00"
"12069460";"Päwesin";"Gemeinden";"29,29";"26,70";"26,36";"25,06";"23,92";"24,01";"24,86"
"12069470";"Planebruch";"Gemeinden";"20,37";"19,46";"18,44";"17,53";"16,82";"17,01";"16,68"
"12069474";"Planetal";"Gemeinden";"31,26";"28,88";"26,81";"25,19";"24,72";"24,16";"23,48"
"12069485";"Rabenstein/Fläming";"Gemeinden";"14,30";"12,88";"12,03";"11,78";"11,66";"11,33";"11,77"
"12069537";"Rosenau";"Gemeinden";"25,40";"22,08";"21,74";"21,51";"21,77";"20,93";"20,43"
"12069541";"Roskow";"Gemeinden";"39,74";"39,27";"35,87";"34,23";"33,16";"34,16";"35,28"
"12069590";"Schwielowsee";"Gemeinden";"180,79";"190,53";"201,39";"203,12";"213,69";"216,09";"215,58"
"12069596";"Seddiner See";"Gemeinden";"269,91";"250,31";"264,21";"238,70";"269,85";"272,89";"283,57"
"12069604";"Stahnsdorf";"Gemeinden";"365,08";"355,51";"373,62";"383,79";"417,10";"440,33";"444,43"
"12069616";"Teltow, Stadt";"Gemeinden";"1.340,44";"1.370,80";"1.473,91";"1.566,39";"1.744,86";"1.803,52";"1.808,80"
"12069632";"Treuenbrietzen, Stadt";"Gemeinden";"52,74";"50,29";"48,00";"47,01";"46,62";"46,28";"47,94"
"12069648";"Wenzlow";"Gemeinden";"34,69";"32,89";"32,11";"32,52";"34,96";"28,19";"28,19"
"12069656";"Werder (Havel), Stadt";"Gemeinden";"239,31";"233,43";"245,65";"252,79";"273,93";"289,37";"291,27"
"12069665";"Wiesenburg/Mark";"Gemeinden";"30,01";"28,34";"26,57";"24,46";"23,32";"22,67";"22,30"
"12069680";"Wollin";"Gemeinden";"41,69";"40,85";"40,08";"37,46";"34,89";"34,21";"33,57"
"12069688";"Wusterwitz";"Gemeinden";"148,27";"151,86";"147,12";"141,63";"144,05";"143,23";"137,26"
"12069696";"Ziesar, Stadt";"Gemeinden";"62,43";"59,08";"51,04";"47,26";"46,92";"48,04";"46,13"
"12070008";"Bad Wilsnack, Stadt";"Gemeinden";"47,48";"50,30";"52,24";"53,14";"52,17";"53,64";"55,13"
"12070028";"Berge";"Gemeinden";"44,67";"39,86";"35,82";"36,33";"36,29";"33,67";"33,56"
"12070052";"Breese";"Gemeinden";"78,43";"76,23";"71,95";"66,19";"68,52";"65,87";"67,34"
"12070060";"Cumlosen";"Gemeinden";"46,09";"45,13";"42,62";"37,85";"35,26";"35,53";"35,89"
"12070096";"Gerdshagen";"Gemeinden";"33,57";"32,33";"28,51";"26,74";"24,21";"23,99";"23,53"
"12070125";"Groß Pankow (Prignitz)";"Gemeinden";"23,99";"21,45";"19,62";"18,97";"18,51";"18,04";"18,31"
"12070145";"Gülitz-Reetz";"Gemeinden";"26,08";"24,43";"22,70";"21,49";"20,59";"20,10";"20,30"
"12070149";"Gumtow";"Gemeinden";"23,88";"21,23";"19,69";"18,52";"17,83";"17,66";"17,09"
"12070153";"Halenbeck-Rohlsdorf";"Gemeinden";"23,05";"20,20";"16,96";"14,97";"13,69";"13,86";"13,71"
"12070173";"Karstädt";"Gemeinden";"37,36";"34,90";"32,08";"30,41";"30,38";"29,92";"29,47"
"12070222";"Kümmernitztal";"Gemeinden";"25,73";"20,83";"19,40";"19,33";"18,30";"18,06";
"12070236";"Lanz";"Gemeinden";"16,77";"16,32";"15,57";"13,92";"13,41";"12,48";"12,54"
"12070241";"Legde/Quitzöbel";"Gemeinden";"21,13";"18,76";"16,98";"15,48";"15,60";"15,00";"14,85"
"12070244";"Lenzen (Elbe), Stadt";"Gemeinden";"37,05";"33,30";"30,60";"28,95";"27,83";"26,94";"26,50"
"12070246";"Lenzerwische";"Gemeinden";"16,93";"15,24";"14,76";"14,05";"13,00";"12,72";"12,46"
"12070266";"Marienfließ";"Gemeinden";"15,24";"13,49";"11,72";"10,85";"10,77";"10,73";"10,55"
"12070280";"Meyenburg, Stadt";"Gemeinden";"74,37";"66,99";"64,24";"60,21";"58,44";"58,51";"57,88"
"12070296";"Perleberg, Stadt";"Gemeinden";"145,70";"145,50";"138,52";"129,08";"132,22";"132,13";"133,13"
"12070300";"Pirow";"Gemeinden";"17,97";"16,82";"15,44";"15,02";"14,36";"14,18";"13,62"
"12070302";"Plattenburg";"Gemeinden";"24,45";"23,05";"22,21";"21,00";"20,73";"19,73";"19,24"
"12070316";"Pritzwalk, Stadt";"Gemeinden";"119,49";"114,27";"109,46";"104,42";"104,87";"104,40";"103,96"
"12070325";"Putlitz, Stadt";"Gemeinden";"33,40";"30,76";"29,11";"27,02";"27,22";"27,29";"26,84"
"12070348";"Rühstädt";"Gemeinden";"23,72";"24,65";"22,67";"20,25";"19,87";"18,83";"19,18"
"12070393";"Triglitz";"Gemeinden";"24,70";"19,73";"19,12";"17,45";"15,78";"15,40";
"12070416";"Weisen";"Gemeinden";"91,86";"86,03";"81,49";"78,76";"69,80";"71,59";"72,62"
"12070424";"Wittenberge, Stadt";"Gemeinden";"559,20";"504,60";"477,82";"467,75";"469,94";"473,08";"478,71"
"12071028";"Briesen/Brjazyna";"Gemeinden";"105,41";"99,00";"96,02";"91,47";"93,65";"96,17";"96,50"
"12071032";"Burg (Spreewald)/Bórkowy (Blota)";"Gemeinden";"164,86";"166,84";"177,62";"178,96";"178,05";"177,99";"189,31"
"12071041";"Dissen-Striesow/Dešno-Strjažow";"Gemeinden";"59,53";"58,57";"55,48";"54,85";"53,50";"51,95";"51,40"
"12071044";"Döbern/Derbno, Stadt";"Gemeinden";"326,32";"303,81";"273,24";"253,07";"248,20";"245,79";"242,94"
"12071052";"Drachhausen/Hochoza";"Gemeinden";"25,96";"24,06";"24,60";"23,26";"22,27";"21,85";"20,44"
"12071057";"Drebkau/Drjowk, Stadt";"Gemeinden";"51,04";"50,08";"47,63";"46,11";"45,22";"43,84";"44,66"
"12071060";"Drehnow/Drjenow";"Gemeinden";"63,47";"60,09";"55,80";"52,69";"50,77";"47,95";"49,68"
"12071074";"Felixsee/Feliksowy Jazor";"Gemeinden";"79,01";"71,93";"65,01";"58,91";"56,50";"55,18";"54,11"
"12071076";"Forst (Lausitz)/Baršc (Lužyca), Stadt";"Gemeinden";"277,43";"255,24";"234,72";"217,52";"214,15";"208,32";"206,46"
"12071153";"Groß Schacksdorf-Simmersdorf";"Gemeinden";"64,79";"51,49";"49,74";"48,63";"44,78";"38,78";"34,33"
"12071160";"Guben, Stadt";"Gemeinden";"737,42";"625,56";"585,25";"522,16";"513,21";"500,50";"491,88"
"12071164";"Guhrow/Góry";"Gemeinden";"95,92";"107,70";"103,93";"99,55";"98,50";"96,56";"91,02"
"12071176";"Heinersbrück/Móst";"Gemeinden";"33,77";"31,53";"30,13";"28,86";"29,15";"30,36";"50,67"
"12071189";"Jämlitz-Klein Düben";"Gemeinden";"21,98";"19,04";"17,15";"16,89";"16,64";"16,09";
"12071193";"Jänschwalde/Janšojce";"Gemeinden";"39,47";"29,67";"23,38";"20,84";"20,12";"20,00";"20,71"
"12071244";"Kolkwitz/Golkojce";"Gemeinden";"127,78";"119,67";"115,46";"112,00";"112,64";"112,96";"112,08"
"12071294";"Neiße-Malxetal/Dolina Nysa-Malksa";"Gemeinden";"25,97";"24,61";"23,39";"22,94";"21,95";"22,03";"20,86"
"12071301";"Neuhausen/Spree / Kopance/Sprjewja";"Gemeinden";"50,01";"47,28";"43,93";"42,34";"41,42";"40,91";"40,36"
"12071304";"Peitz/Picnjo, Stadt";"Gemeinden";"721,90";"675,11";"616,67";"536,84";"534,99";"513,19";"513,27"
"12071337";"Schenkendöbern/Derbno";"Gemeinden";"24,28";"22,45";"21,21";"19,79";"19,44";"18,68";"18,69"
"12071341";"Schmogrow-Fehrow/Smogorjow-Prjawoz";"Gemeinden";"35,20";"35,00";"31,62";"30,06";"28,35";"28,44";"28,53"
"12071372";"Spremberg/Grodk, Stadt";"Gemeinden";"186,05";"178,69";"182,37";"174,74";"172,29";"162,93";"157,71"
"12071384";"Tauer/Turjej";"Gemeinden";"22,76";"22,07";"21,16";"20,09";"18,69";"19,02";"18,71"
"12071386";"Teichland/Gatojce";"Gemeinden";"40,41";"39,40";"36,99";"54,30";"47,68";"44,44";"46,94"
"12071392";"Tschernitz/Cersk";"Gemeinden";"218,52";"176,27";"131,44";"124,13";"121,12";"117,57";
"12071401";"Turnow-Preilack/Turnow-Psiluk";"Gemeinden";"41,37";"41,53";"39,85";"38,22";"36,19";"35,77";"35,30"
"12071408";"Welzow/Wjelcej, Stadt";"Gemeinden";"236,61";"207,90";"118,42";"111,85";"103,97";"97,02";"95,02"
"12071412";"Werben/Wjerbno";"Gemeinden";"87,93";"83,40";"78,32";"74,21";"75,41";"76,81";"79,50"
"12071414";"Wiesengrund/Lukojce";"Gemeinden";"37,47";"35,16";"34,13";"30,45";"29,74";"28,87";"28,87"
"12072002";"Am Mellensee";"Gemeinden";"81,62";"75,25";"72,04";"70,29";"73,13";"75,45";"78,48"
"12072014";"Baruth/Mark, Stadt";"Gemeinden";"25,35";"26,06";"26,03";"26,38";"27,86";"28,46";"27,48"
"12072017";"Blankenfelde-Mahlow";"Gemeinden";"488,14";"533,63";"603,13";"602,28";"654,81";"681,69";"688,89"
"12072053";"Dahme/Mark, Stadt";"Gemeinden";"45,83";"45,18";"43,41";"42,08";"40,64";"40,20";"41,25"
"12072055";"Dahmetal";"Gemeinden";"15,04";"14,99";"13,62";"13,64";"13,43";"13,07";"12,44"
"12072120";"Großbeeren";"Gemeinden";"163,35";"210,98";"228,82";"279,23";"313,28";"373,31";"399,29"
"12072157";"Ihlow";"Gemeinden";"21,35";"18,95";"17,69";"16,54";"15,35";"14,30";"14,66"
"12072169";"Jüterbog, Stadt";"Gemeinden";"98,91";"92,80";"88,13";"85,73";"87,48";"87,94";"90,14"
"12072232";"Luckenwalde, Stadt";"Gemeinden";"668,01";"634,85";"615,45";"608,56";"624,11";"629,31";"635,70"
"12072240";"Ludwigsfelde, Stadt";"Gemeinden";"310,16";"310,41";"324,62";"338,36";"361,53";"398,31";"416,67"
"12072297";"Niedergörsdorf";"Gemeinden";"41,73";"38,71";"36,42";"34,86";"35,71";"35,37";"35,70"
"12072298";"Niederer Fläming";"Gemeinden";"25,45";"22,62";"20,74";"19,81";"18,99";"18,33";"18,18"
"12072312";"Nuthe-Urstromtal";"Gemeinden";"25,52";"24,02";"23,29";"22,21";"22,85";"22,82";"22,42"
"12072340";"Rangsdorf";"Gemeinden";"316,63";"338,23";"379,80";"397,28";"418,73";"424,09";"453,86"
"12072426";"Trebbin, Stadt";"Gemeinden";"97,37";"91,96";"93,55";"92,03";"95,66";"98,26";"97,51"
"12072477";"Zossen, Stadt";"Gemeinden";"119,15";"124,06";"124,49";"125,34";"135,74";"148,10";"153,33"
"12073008";"Angermünde, Stadt";"Gemeinden";"65,71";"58,62";"54,79";"51,94";"53,92";"54,39";"56,64"
"12073069";"Boitzenburger Land";"Gemeinden";"27,10";"23,54";"21,71";"19,21";"18,36";"17,78";"16,95"
"12073085";"Brüssow, Stadt";"Gemeinden";"32,65";"25,85";"23,54";"21,75";"20,90";"20,72";"21,09"
"12073093";"Carmzow-Wallmow";"Gemeinden";"25,67";"24,76";"23,48";"23,20";"22,33";"22,68";"20,49"
"12073097";"Casekow";"Gemeinden";"32,49";"29,17";"26,65";"24,18";"24,45";"23,05";"22,63"
"12073157";"Flieth-Stegelitz";"Gemeinden";"17,23";"15,90";"15,19";"12,89";"12,29";"11,72";"11,90"
"12073189";"Gartz (Oder), Stadt";"Gemeinden";"57,08";"48,58";"45,78";"44,81";"46,50";"44,68";"42,02"
"12073201";"Gerswalde";"Gemeinden";"25,82";"22,30";"21,23";"19,92";"19,71";"19,69";"19,34"
"12073216";"Göritz";"Gemeinden";"42,76";"40,72";"45,55";"43,94";"43,99";"40,78";"39,88"
"12073225";"Gramzow";"Gemeinden";"43,08";"37,60";"36,07";"34,56";"32,85";"31,86";"30,95"
"12073261";"Grünow";"Gemeinden";"32,63";"34,92";"36,87";"35,88";"35,38";"34,25";"33,73"
"12073309";"Hohenselchow-Groß Pinnow";"Gemeinden";"26,54";"23,21";"30,38";"28,19";"29,42";"17,28";"16,89"
"12073384";"Lychen, Stadt";"Gemeinden";"45,58";"41,61";"37,87";"33,26";"34,76";"33,68";"33,64"
"12073393";"Mescherin";"Gemeinden";"32,96";"26,94";"27,13";"26,71";"28,62";"27,26";"27,80"
"12073396";"Milmersdorf";"Gemeinden";"42,18";"35,72";"32,83";"29,24";"29,43";"29,55";"28,27"
"12073404";"Mittenwalde";"Gemeinden";"23,62";"22,26";"18,23";"18,11";"16,34";"16,91";"18,34"
"12073429";"Nordwestuckermark";"Gemeinden";"28,41";"22,87";"21,08";"19,44";"18,82";"18,74";"18,58"
"12073430";"Oberuckersee";"Gemeinden";"25,78";"25,11";"23,96";"23,75";"22,27";"21,59";"21,29"
"12073440";"Pinnow";"Gemeinden";"117,22";"120,73";"99,54";"124,03";"93,66";"86,55";"81,30"
"12073452";"Prenzlau, Stadt";"Gemeinden";"206,52";"200,58";"197,44";"197,02";"202,67";"195,50";"199,15"
"12073458";"Randowtal";"Gemeinden";"23,59";"19,01";"17,83";"15,71";"15,86";"15,39";"15,30"
"12073490";"Schenkenberg";"Gemeinden";"28,00";"29,89";"31,91";"33,75";"38,16";"42,01";"48,57"
"12073520";"Schönfeld";"Gemeinden";"33,48";"26,80";"23,73";"23,31";"21,91";"20,85";"20,47"
"12073532";"Schwedt/Oder, Stadt";"Gemeinden";"177,95";"160,69";"146,11";"133,69";"131,56";"130,63";"131,19"
"12073565";"Tantow";"Gemeinden";"29,29";"25,95";"24,34";"24,34";"26,61";"25,99";"26,30"
"12073569";"Temmen-Ringenwalde";"Gemeinden";"16,29";"14,50";"13,58";"9,68";"9,10";"8,84";"8,77"
"12073572";"Templin, Stadt";"Gemeinden";"63,34";"58,83";"55,45";"54,51";"55,35";"54,94";"54,88"
"12073578";"Uckerfelde";"Gemeinden";"28,92";"27,61";"26,71";"25,75";"24,03";"24,85";"24,57"
"12073579";"Uckerland";"Gemeinden";"28,47";"22,99";"20,54";"18,93";"18,14";"17,57";"17,00"
"12073645";"Zichow";"Gemeinden";"26,13";"20,22";"19,07";"20,74";"17,69";"16,76";"15,70"
"13003000";"Rostock, Hanse- und Universitätsstadt";"Gemeinden";"1.567,57";"1.502,97";"1.539,97";"1.580,80";"1.637,06";"1.665,81";"1.655,02"
"13004000";"Schwerin, Landeshauptstadt";"Gemeinden";"1.188,52";"1.107,76";"1.089,50";"1.069,20";"1.119,92";"1.122,37";"1.142,13"
"13071001";"Alt Schwerin";"Gemeinden";"16,18";"18,45";"17,98";"17,48";"17,15";"16,81";"15,73"
"13071002";"Altenhagen";"Gemeinden";"39,28";"36,74";"33,75";"30,60";"31,59";"30,05";"29,96"
"13071003";"Altenhof";"Gemeinden";"35,16";"36,07";"31,60";"26,60";"26,04";"25,27";
"13071004";"Altentreptow, Stadt";"Gemeinden";"181,73";"162,10";"152,04";"140,17";"137,00";"143,98";"138,78"
"13071005";"Ankershagen, Schliemanngemeinde";"Gemeinden";"30,16";"27,79";"24,62";"23,34";"21,57";"21,92";"21,54"
"13071006";"Bartow";"Gemeinden";"28,71";"25,87";"24,01";"21,68";"20,97";"17,75";"18,23"
"13071007";"Basedow";"Gemeinden";"25,13";"24,34";"23,26";"21,54";"21,72";"21,71";"21,04"
"13071008";"Beggerow";"Gemeinden";"23,52";"22,87";"21,32";"18,59";"17,17";"17,44";
"13071009";"Beseritz";"Gemeinden";"16,67";"15,50";"14,68";"11,89";"10,46";"10,82";
"13071010";"Blankenhof";"Gemeinden";"47,37";"46,52";"44,35";"43,96";"43,80";"45,01";"44,35"
"13071011";"Blankensee";"Gemeinden";"40,67";"37,67";"34,26";"32,51";"31,48";"32,19";"30,07"
"13071012";"Blumenholz";"Gemeinden";"23,72";"23,01";"21,62";"22,03";"18,05";"20,34";"20,41"
"13071013";"Bollewick";"Gemeinden";"34,67";"32,12";"29,67";"29,07";"29,13";"29,99";"28,34"
"13071014";"Borrentin";"Gemeinden";"28,81";"24,72";"20,95";"19,33";"18,58";"17,77";"17,09"
"13071015";"Bredenfelde";"Gemeinden";"23,89";"24,24";"28,32";"25,41";"26,89";"21,77";
"13071016";"Breesen";"Gemeinden";"29,22";"27,47";"27,40";"25,20";"23,90";"20,98";
"13071017";"Breest";"Gemeinden";"23,67";"21,75";"19,02";"16,79";"14,35";"14,56";
"13071018";"Briggow";"Gemeinden";"30,00";"26,69";"24,91";"23,93";"22,60";"22,18";"21,70"
"13071019";"Brunn";"Gemeinden";"30,56";"28,61";"25,65";"25,48";"24,99";"26,42";"26,07"
"13071020";"Buchholz";"Gemeinden";"11,47";"10,22";"9,69";"10,81";"10,45";"9,47";
"13071021";"Burg Stargard, Stadt";"Gemeinden";"85,12";"83,24";"79,91";"79,29";"80,03";"79,15";"76,52"
"13071022";"Burow";"Gemeinden";"97,86";"84,96";"72,49";"71,28";"70,93";"69,95";"65,22"
"13071023";"Bütow";"Gemeinden";"24,85";"23,21";"22,48";"21,69";"22,57";"22,08";"21,32"
"13071025";"Carpin";"Gemeinden";"19,13";"16,80";"15,98";"14,88";"14,74";"14,01";"13,48"
"13071026";"Cölpin";"Gemeinden";"59,22";"50,09";"44,68";"41,62";"40,91";"43,50";"44,68"
"13071027";"Dargun, Stadt";"Gemeinden";"61,27";"53,87";"49,47";"47,60";"47,68";"46,57";"44,59"
"13071028";"Datzetal";"Gemeinden";"28,81";"26,86";"24,06";"23,84";"22,56";"23,21";"23,36"
"13071029";"Demmin, Hansestadt";"Gemeinden";"242,11";"219,64";"208,72";"200,09";"193,82";"183,41";"174,29"
"13071032";"Faulenrost";"Gemeinden";"25,81";"24,80";"23,85";"23,29";"23,02";"21,25";"19,74"
"13071033";"Feldberger Seenlandschaft";"Gemeinden";"32,79";"30,66";"29,41";"28,19";"28,36";"28,23";"27,58"
"13071034";"Fincken";"Gemeinden";"18,96";"18,19";"17,73";"16,38";"15,88";"16,25";"14,65"
"13071035";"Friedland, Stadt";"Gemeinden";"80,05";"72,12";"63,34";"58,17";"56,77";"55,86";"53,40"
"13071036";"Fünfseen";"Gemeinden";"27,59";"25,98";"25,59";"22,44";"22,23";"23,89";"20,51"
"13071037";"Galenbeck";"Gemeinden";"22,73";"18,04";"15,81";"14,20";"13,66";"13,25";"13,60"
"13071039";"Gielow";"Gemeinden";"83,43";"72,77";"66,00";"55,05";"53,38";"52,10";"48,20"
"13071041";"Gnevkow";"Gemeinden";"28,55";"26,68";"24,34";"24,81";"22,20";"21,26";"20,21"
"13071042";"Godendorf";"Gemeinden";"16,52";"17,32";"17,09";"17,89";"17,16";"16,58";"17,73"
"13071043";"Göhren-Lebbin";"Gemeinden";"33,62";"37,59";"40,46";"39,57";"40,17";"39,27";"38,94"
"13071044";"Golchen";"Gemeinden";"17,80";"15,57";"14,81";"15,07";"12,27";"11,51";
"13071045";"Gotthun";"Gemeinden";"35,70";"36,30";"34,70";"37,80";"41,32";"41,72";"40,92"
"13071047";"Grabowhöfe";"Gemeinden";"43,64";"40,46";"38,88";"37,38";"35,28";"34,48";"34,32"
"13071048";"Grammentin";"Gemeinden";"18,54";"15,69";"14,75";"13,25";"14,19";"14,25";
"13071049";"Grapzow";"Gemeinden";"36,21";"34,07";"30,61";"29,67";"27,26";"28,12";"26,00"
"13071050";"Grischow";"Gemeinden";"33,55";"32,63";"28,34";"26,29";"20,23";"21,57";
"13071053";"Groß Kelle";"Gemeinden";"21,11";"23,35";"21,41";"20,66";"15,12";"15,27";
"13071054";"Groß Miltzow";"Gemeinden";"31,88";"28,37";"25,65";"23,50";"22,03";"21,77";"22,22"
"13071055";"Groß Nemerow";"Gemeinden";"89,14";"74,77";"73,44";"70,54";"68,65";"68,41";"64,75"
"13071056";"Groß Plasten";"Gemeinden";"40,36";"39,34";"36,24";"32,07";"32,47";"32,59";"31,63"
"13071057";"Groß Teetzleben";"Gemeinden";"40,33";"39,46";"35,44";"35,07";"33,87";"34,56";"33,58"
"13071058";"Grünow";"Gemeinden";"16,01";"15,14";"14,24";"14,11";"12,70";"13,01";"14,43"
"13071059";"Gültz";"Gemeinden";"36,71";"31,27";"23,88";"25,40";"23,60";"23,98";"23,22"
"13071060";"Gülzow";"Gemeinden";"43,80";"42,58";"40,25";"38,72";"38,15";"35,16";
"13071063";"Hohen Wangelin";"Gemeinden";"28,79";"22,19";"20,03";"18,59";"17,81";"19,42";"18,69"
"13071064";"Hohenbollentin";"Gemeinden";"21,30";"22,86";"21,90";"21,90";"18,17";"16,82";"17,58"
"13071065";"Hohenmocker";"Gemeinden";"27,19";"26,03";"23,43";"20,45";"18,91";"20,91";"20,43"
"13071066";"Hohenzieritz";"Gemeinden";"36,29";"37,53";"33,80";"31,67";"28,77";"27,51";
"13071067";"Holldorf";"Gemeinden";"57,93";"57,74";"53,03";"52,90";"49,46";"49,39";
"13071068";"Ivenack";"Gemeinden";"29,16";"29,12";"29,21";"29,26";"26,21";"24,80";"25,44"
"13071069";"Jabel";"Gemeinden";"10,02";"10,12";"9,76";"9,39";"9,34";"8,99";"8,60"
"13071070";"Jürgenstorf";"Gemeinden";"57,51";"61,67";"53,94";"44,72";"50,74";"51,81";"54,40"
"13071071";"Kargow";"Gemeinden";"14,39";"13,23";"12,85";"11,91";"11,60";"11,56";"10,36"
"13071072";"Kentzlin";"Gemeinden";"23,64";"21,51";"19,90";"19,64";"16,95";"17,37";
"13071073";"Kieve";"Gemeinden";"11,31";"10,85";"9,07";"9,07";"8,18";"9,41";
"13071074";"Kittendorf";"Gemeinden";"19,66";"18,10";"18,85";"16,56";"15,54";"15,64";"14,45"
"13071075";"Klein Vielen";"Gemeinden";"19,26";"18,82";"17,36";"16,15";"15,63";"15,05";"16,10"
"13071076";"Kletzin";"Gemeinden";"54,35";"40,15";"35,85";"30,02";"29,95";"30,24";"27,60"
"13071077";"Klink";"Gemeinden";"67,98";"64,83";"65,30";"64,63";"62,22";"61,18";"58,51"
"13071078";"Klocksin";"Gemeinden";"22,09";"20,42";"17,82";"14,81";"14,06";"15,24";"14,40"
"13071079";"Knorrendorf";"Gemeinden";"27,28";"28,47";"25,75";"25,75";"22,51";"20,28";"20,34"
"13071080";"Kratzeburg";"Gemeinden";"11,42";"10,76";"11,09";"10,92";"10,50";"11,32";"11,87"
"13071081";"Kriesow";"Gemeinden";"22,85";"21,40";"20,36";"16,87";"15,19";"15,44";
