Kennziffer;Raumeinheit;Aggregat;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"09677463";"Ruppertshüttener Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678115";"Bergrheinfeld";"Gemeinden";"504,99";"446,17";"484,87";"467,78";"683,44";"700,29";"1.009,17";"1.098,98";"1.242,61"
"09678122";"Dingolshausen";"Gemeinden";"321,40";"318,03";"346,58";"264,47";"531,45";"596,49";"800,73";"903,04";"964,93"
"09678123";"Dittelbrunn";"Gemeinden";"473,60";"437,06";"457,28";"452,72";"582,09";"698,26";"809,09";"928,54";"1.015,89"
"09678124";"Donnersdorf";"Gemeinden";"358,15";"339,34";"465,46";"419,84";"786,98";"905,50";"1.359,00";"1.536,64";"1.992,79"
"09678128";"Euerbach";"Gemeinden";"337,25";"319,83";"361,09";"381,95";"532,69";"678,55";"810,93";"1.161,76";"1.308,71"
"09678130";"Frankenwinheim";"Gemeinden";"318,75";"377,14";"357,59";"417,91";"503,01";"693,69";"994,74";"1.233,88";"1.557,96"
"09678132";"Geldersheim";"Gemeinden";"413,52";"391,84";"444,23";"436,47";"575,41";"641,16";"712,36";"947,36";"1.070,73"
"09678134";"Gerolzhofen, St";"Gemeinden";"580,89";"526,67";"607,25";"755,44";"778,69";"798,48";"818,37";"1.367,39";"1.542,81"
"09678135";"Gochsheim";"Gemeinden";"469,86";"686,45";"611,85";"638,72";"860,94";"962,46";"1.331,72";"1.515,20";"1.367,73"
"09678136";"Grafenrheinfeld";"Gemeinden";"2.686,44";"2.916,34";"1.145,10";"1.617,25";"3.543,72";"1.031,34";"1.910,63";"1.790,80";"1.748,41"
"09678138";"Grettstadt";"Gemeinden";"394,39";"354,55";"400,48";"365,67";"504,10";"625,33";"920,24";"932,56";"1.095,76"
"09678150";"Kolitzheim";"Gemeinden";"353,17";"309,14";"349,41";"404,24";"1.427,42";"891,58";"888,02";"1.159,09";"1.209,65"
"09678153";"Lülsfeld";"Gemeinden";"343,41";"349,34";"419,47";"501,23";"475,29";"557,34";"776,83";"814,22";"898,69"
"09678157";"Michelau i.Steigerwald";"Gemeinden";"322,03";"354,28";"329,05";"349,10";"428,96";"464,86";"619,38";"707,12";"771,29"
"09678160";"Niederwerrn";"Gemeinden";"367,73";"346,13";"366,02";"377,29";"472,90";"569,07";"703,53";"706,96";"808,84"
"09678164";"Oberschwarzach, M";"Gemeinden";"312,24";"283,01";"328,07";"373,76";"512,65";"592,22";"732,76";"754,77";"894,03"
"09678168";"Poppenhausen";"Gemeinden";"323,67";"325,56";"364,21";"402,57";"540,45";"661,51";"787,50";"945,87";"1.016,76"
"09678170";"Röthlein";"Gemeinden";"343,82";"364,44";"401,03";"383,81";"589,05";"781,22";"1.074,74";"1.430,99";"1.365,48"
"09678174";"Schonungen";"Gemeinden";"386,17";"376,39";"403,29";"424,10";"534,36";"700,72";"947,37";"1.012,59";"1.142,11"
"09678175";"Schwanfeld";"Gemeinden";"345,10";"364,18";"398,91";"444,67";"543,92";"685,13";"837,06";"1.051,69";"1.128,15"
"09678176";"Schwebheim";"Gemeinden";"551,37";"564,40";"556,48";"756,49";"736,35";"954,64";"1.177,13";"1.584,18";"1.504,70"
"09678178";"Sennfeld";"Gemeinden";"607,53";"506,27";"704,02";"822,95";"920,89";"1.163,22";"2.479,30";"2.015,83";"1.786,68"
"09678181";"Stadtlauringen, M";"Gemeinden";"320,27";"307,94";"326,05";"342,82";"529,85";"678,80";"749,39";"938,10";"979,65"
"09678183";"Sulzheim";"Gemeinden";"370,39";"331,83";"321,71";"356,58";"485,17";"631,89";"779,10";"975,52";"990,31"
"09678186";"Üchtelhausen";"Gemeinden";"335,91";"308,53";"367,35";"346,83";"494,07";"589,50";"755,23";"827,40";"999,42"
"09678190";"Waigolshausen";"Gemeinden";"392,00";"367,93";"368,65";"403,66";"497,55";"595,28";"805,00";"848,88";"985,50"
"09678192";"Wasserlosen";"Gemeinden";"312,54";"304,02";"371,59";"305,29";"466,63";"530,66";"689,08";"815,51";"852,22"
"09678193";"Werneck, M";"Gemeinden";"359,18";"365,41";"382,93";"460,76";"595,64";"694,35";"905,31";"1.178,94";"1.194,58"
"09678196";"Wipfeld";"Gemeinden";"378,29";"343,91";"447,30";"371,40";"464,76";"550,05";"897,89";"952,37";"990,75"
"09678451";"Bürgerwald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678452";"Geiersberg";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678453";"Hundelshausen";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678454";"Nonnenkloster";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678455";"Stollbergerforst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678456";"Vollburg";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678457";"Wustvieler Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09679114";"Aub, St";"Gemeinden";"339,36";"450,99";"481,81";"693,98";"624,01";"735,00";"1.985,11";"1.090,74";"1.550,40"
"09679117";"Bergtheim";"Gemeinden";"399,26";"362,42";"395,17";"402,60";"547,33";"638,98";"135,84";"912,26";"1.075,69"
"09679118";"Bieberehren";"Gemeinden";"283,23";"298,43";"305,34";"301,91";"396,01";"417,31";"1.517,56";"669,98";"740,21"
"09679122";"Bütthard, M";"Gemeinden";"390,92";"400,30";"362,52";"482,87";"618,72";"717,61";"2.943,41";"1.136,34";"1.221,80"
"09679124";"Eibelstadt, St";"Gemeinden";"473,98";"461,84";"734,77";"805,01";"1.128,25";"1.162,39";"1.009,20";"1.443,80";"1.748,13"
"09679126";"Eisingen";"Gemeinden";"352,55";"329,70";"392,16";"411,11";"535,13";"738,89";"2.121,10";"989,13";"1.154,57"
"09679128";"Erlabrunn";"Gemeinden";"341,97";"378,51";"377,69";"376,95";"557,54";"601,87";"553,60";"867,16";"1.001,92"
"09679130";"Estenfeld";"Gemeinden";"474,57";"501,48";"601,63";"535,94";"660,24";"820,13";"375,58";"1.775,40";"1.374,97"
"09679131";"Frickenhausen a.Main, M";"Gemeinden";"334,10";"348,59";"437,94";"413,79";"512,33";"616,49";"553,72";"891,56";"1.175,27"
"09679134";"Gaukönigshofen";"Gemeinden";"376,09";"384,40";"423,53";"473,23";"660,32";"719,33";"2.380,52";"1.179,27";"1.077,56"
"09679135";"Gelchsheim, M";"Gemeinden";"396,12";"380,74";"430,56";"445,75";"553,06";"662,18";"1.259,28";"1.040,33";"1.077,80"
"09679136";"Gerbrunn";"Gemeinden";"497,93";"490,92";"539,16";"545,80";"604,28";"687,39";"882,91";"991,10";"1.135,11"
"09679137";"Geroldshausen";"Gemeinden";"257,14";"300,76";"330,61";"321,79";"434,28";"593,77";"1.114,81";"1.143,08";"1.040,62"
"09679138";"Giebelstadt, M";"Gemeinden";"382,37";"558,46";"1.637,86";"1.838,93";"597,13";"751,87";"637,16";"1.149,79";"1.232,04"
"09679141";"Greußenheim";"Gemeinden";"283,78";"326,98";"421,97";"413,28";"1.779,38";"1.043,89";"1.495,42";"1.403,28";"1.326,47"
"09679142";"Güntersleben";"Gemeinden";"315,83";"334,31";"348,15";"388,44";"515,97";"592,63";"616,17";"917,24";"1.041,45"
"09679143";"Hausen b.Würzburg";"Gemeinden";"281,86";"297,27";"323,80";"359,81";"559,44";"735,97";"1.172,40";"1.066,84";"1.225,60"
"09679144";"Helmstadt, M";"Gemeinden";"681,75";"811,26";"655,99";"664,65";"887,44";"822,25";"4.440,17";"1.003,86";"1.197,49"
"09679146";"Hettstadt";"Gemeinden";"364,12";"368,83";"369,51";"352,31";"616,18";"612,62";"164,85";"904,71";"1.021,53"
"09679147";"Höchberg, M";"Gemeinden";"539,76";"482,27";"567,47";"624,37";"692,31";"780,24";"222,97";"1.298,46";"1.452,03"
"09679149";"Holzkirchen";"Gemeinden";"259,07";"295,66";"346,51";"353,19";"544,37";"550,35";"2.219,80";"687,70";"775,30"
"09679153";"Kirchheim";"Gemeinden";"433,52";"418,18";"481,74";"520,96";"679,49";"824,92";"969,06";"1.143,95";"1.402,47"
"09679154";"Kist";"Gemeinden";"441,59";"451,97";"453,42";"490,55";"605,01";"678,14";"2.022,63";"896,55";"960,71"
"09679155";"Kleinrinderfeld";"Gemeinden";"359,92";"572,20";"344,35";"424,69";"588,18";"704,10";"1.480,73";"1.257,27";"1.402,67"
"09679156";"Kürnach";"Gemeinden";"347,27";"372,60";"391,57";"459,23";"717,60";"768,25";"408,43";"1.286,90";"1.600,88"
"09679161";"Margetshöchheim";"Gemeinden";"516,96";"534,06";"551,22";"540,14";"662,75";"759,33";"285,58";"1.005,47";"1.187,99"
"09679164";"Neubrunn, M";"Gemeinden";"358,51";"358,46";"370,37";"380,83";"515,62";"599,55";"335,09";"1.012,27";"757,59"
"09679165";"Altertheim";"Gemeinden";"215,53";"233,68";"281,44";"256,89";"369,87";"469,33";"707,42";"731,09";"782,62"
"09679167";"Eisenheim, M";"Gemeinden";"290,77";"277,47";"278,12";"291,29";"418,67";"518,15";"1.057,86";"776,83";"882,30"
"09679169";"Oberpleichfeld";"Gemeinden";"364,36";"216,32";"338,00";"378,88";"481,45";"564,22";"10.740,50";"855,88";"887,55"
"09679170";"Ochsenfurt, St";"Gemeinden";"617,10";"548,57";"683,14";"697,40";"987,46";"901,90";"83,06";"1.224,94";"1.128,12"
"09679174";"Prosselsheim";"Gemeinden";"315,51";"352,69";"364,33";"407,04";"538,72";"651,14";"2.623,96";"844,06";"961,71"
"09679175";"Randersacker, M";"Gemeinden";"478,49";"445,11";"508,35";"460,37";"586,03";"711,68";"1.305,33";"1.110,89";"1.159,72"
"09679176";"Reichenberg, M";"Gemeinden";"411,66";"374,20";"463,41";"532,29";"688,70";"869,60";"276,90";"1.330,70";"1.297,14"
"09679177";"Remlingen, M";"Gemeinden";"312,63";"297,14";"339,77";"351,66";"490,12";"579,34";"349,92";"869,23";"1.071,88"
"09679179";"Riedenheim";"Gemeinden";"349,74";"332,51";"351,69";"389,68";"473,13";"649,80";"12.695,76";"1.037,37";"1.249,75"
"09679180";"Rimpar, M";"Gemeinden";"480,67";"511,63";"508,68";"537,28";"708,59";"700,35";"299,98";"1.076,31";"1.328,38"
"09679182";"Röttingen, St";"Gemeinden";"488,45";"793,62";"536,50";"1.616,64";"1.493,94";"1.166,57";"1.142,08";"1.464,69";"2.016,03"
"09679185";"Rottendorf";"Gemeinden";"1.000,64";"767,01";"1.402,69";"1.529,30";"2.108,26";"2.350,84";"2.204,29";"2.178,19";"1.816,13"
"09679187";"Sommerhausen, M";"Gemeinden";"390,41";"355,42";"443,84";"519,45";"629,14";"831,76";"278,53";"1.155,50";"1.345,16"
"09679188";"Sonderhofen";"Gemeinden";"334,98";"306,59";"297,33";"342,96";"404,67";"483,72";"549,16";"842,81";"1.046,61"
"09679192";"Tauberrettersheim";"Gemeinden";"279,58";"285,18";"299,88";"300,83";"361,93";"411,09";"2.059,54";"703,05";"784,52"
"09679193";"Theilheim";"Gemeinden";"312,78";"340,96";"386,10";"368,93";"482,68";"625,27";"978,51";"821,90";"976,99"
"09679194";"Thüngersheim";"Gemeinden";"405,24";"364,64";"410,61";"398,83";"588,74";"697,42";"619,30";"938,91";"1.024,20"
"09679196";"Uettingen";"Gemeinden";"421,57";"342,45";"337,36";"423,76";"518,81";"632,27";"1.181,19";"1.085,42";"1.466,05"
"09679200";"Leinach";"Gemeinden";"242,94";"260,50";"312,83";"312,46";"441,02";"562,07";"349,49";"832,41";"836,32"
"09679201";"Unterpleichfeld";"Gemeinden";"359,17";"353,91";"384,73";"375,68";"501,61";"678,38";"1.006,23";"1.129,24";"1.181,31"
"09679202";"Veitshöchheim";"Gemeinden";"488,37";"454,79";"529,61";"539,71";"648,14";"965,90";"1.097,10";"1.288,13";"1.463,93"
"09679204";"Waldbrunn";"Gemeinden";"355,88";"297,33";"376,87";"450,83";"559,45";"757,31";"1.078,91";"892,76";"1.398,95"
"09679205";"Waldbüttelbrunn";"Gemeinden";"422,79";"486,65";"516,68";"662,34";"948,27";"1.208,09";"1.784,74";"1.760,94";"1.924,38"
"09679206";"Winterhausen, M";"Gemeinden";"319,08";"298,32";"362,82";"418,97";"512,77";"740,56";"984,09";"1.611,37";"977,44"
"09679209";"Zell a.Main, M";"Gemeinden";"441,67";"346,50";"393,66";"434,75";"554,46";"658,26";"811,78";"866,93";"986,48"
"09679451";"Gramschatzer Wald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09679452";"Guttenberger Wald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09679453";"Irtenberger Wald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09761000";"Augsburg";"Gemeinden";"734,62";"716,46";"700,14";"897,94";"930,60";"1.031,36";"1.408,63";"1.479,99";"1.648,58"
"09762000";"Kaufbeuren";"Gemeinden";"573,29";"594,04";"572,69";"603,82";"665,34";"793,48";"953,39";"1.111,42";"1.155,29"
"09763000";"Kempten (Allgäu)";"Gemeinden";"678,07";"748,31";"749,50";"947,98";"990,18";"1.056,27";"1.355,78";"1.524,47";"1.687,12"
"09764000";"Memmingen";"Gemeinden";"732,45";"672,83";"797,07";"857,42";"933,58";"1.279,61";"1.560,12";"1.755,78";"1.835,44"
"09771111";"Adelzhausen";"Gemeinden";"413,68";"391,71";"517,93";"597,66";"713,84";"860,47";"1.216,49";"1.383,69";"1.472,49"
"09771112";"Affing";"Gemeinden";"591,12";"634,08";"507,05";"522,86";"811,32";"1.031,89";"1.171,88";"1.437,58";"1.641,68"
"09771113";"Aichach, St";"Gemeinden";"685,58";"551,93";"522,14";"636,17";"711,80";"1.054,91";"1.109,91";"1.238,63";"1.439,67"
"09771114";"Aindling, M";"Gemeinden";"463,58";"444,94";"444,73";"487,92";"621,54";"826,86";"989,47";"1.071,61";"1.192,81"
"09771122";"Dasing";"Gemeinden";"555,67";"474,49";"557,53";"595,52";"820,18";"1.017,03";"392,74";"1.816,40";"2.139,31"
"09771129";"Eurasburg";"Gemeinden";"456,40";"413,86";"464,04";"514,25";"1.112,88";"963,68";"21.018,25";"1.335,49";"1.534,64"
"09771130";"Friedberg, St";"Gemeinden";"713,67";"608,31";"725,65";"872,53";"895,92";"1.096,08";"78,53";"1.519,11";"1.650,14"
"09771140";"Hollenbach";"Gemeinden";"393,50";"401,74";"395,05";"486,49";"591,59";"968,65";"1.305,22";"1.088,66";"1.475,76"
"09771141";"Inchenhofen, M";"Gemeinden";"394,98";"411,29";"430,92";"419,86";"549,36";"700,00";"5.375,79";"1.339,46";"1.207,93"
"09771142";"Kissing";"Gemeinden";"537,76";"587,50";"553,89";"615,88";"796,65";"930,07";"398,22";"1.261,17";"1.441,46"
"09771144";"Kühbach, M";"Gemeinden";"436,44";"360,62";"439,61";"540,87";"656,09";"753,08";"732,12";"1.285,27";"1.810,84"
"09771145";"Merching";"Gemeinden";"357,66";"380,94";"518,78";"516,12";"736,78";"817,53";"4.590,09";"1.102,49";"1.330,52"
"09771146";"Mering, M";"Gemeinden";"489,76";"479,41";"531,01";"574,76";"704,82";"783,05";"151,33";"1.158,48";"1.303,73"
"09771149";"Obergriesbach";"Gemeinden";"466,47";"404,93";"415,00";"421,00";"704,58";"841,60";"718,34";"1.173,32";"1.387,27"
"09771155";"Petersdorf";"Gemeinden";"353,43";"352,84";"399,53";"371,11";"456,75";"667,48";"3.325,73";"941,88";"986,54"
"09771156";"Pöttmes, M";"Gemeinden";"382,28";"384,15";"460,93";"467,99";"607,44";"716,43";"404,47";"1.092,73";"1.302,78"
"09771158";"Rehling";"Gemeinden";"436,25";"389,92";"512,44";"507,71";"658,64";"946,87";"1.249,97";"1.302,59";"1.453,78"
"09771160";"Ried";"Gemeinden";"539,73";"426,64";"616,39";"750,43";"804,34";"980,88";"541,77";"1.193,38";"1.238,60"
"09771162";"Schiltberg";"Gemeinden";"398,52";"407,94";"430,35";"454,79";"497,01";"676,21";"537,24";"973,32";"1.128,76"
"09771163";"Schmiechen";"Gemeinden";"337,98";"335,14";"423,68";"394,23";"655,75";"246,75";"1.541,29";"933,85";"1.060,86"
"09771165";"Sielenbach";"Gemeinden";"388,49";"390,11";"445,86";"463,01";"628,63";"979,95";"1.435,13";"1.435,13";"1.266,59"
"09771168";"Steindorf";"Gemeinden";"414,37";"413,83";"401,72";"545,65";"1.217,29";"1.753,50";"2.232,72";"2.542,93";"4.633,25"
"09771169";"Todtenweis";"Gemeinden";"825,06";"814,24";"699,41";"894,33";"750,91";"1.030,21";"682,17";"1.443,88";"1.691,35"
"09771176";"Baar (Schwaben)";"Gemeinden";"516,73";"525,31";"560,20";"613,99";"744,23";"671,68";"6.757,65";"1.089,89";"1.445,98"
"09772111";"Adelsried";"Gemeinden";"461,87";"513,95";"533,19";"676,88";"918,14";"1.096,48";"1.302,28";"1.361,93";"1.423,90"
"09772114";"Allmannshofen";"Gemeinden";"259,45";"250,93";"259,57";"299,64";"418,38";"753,36";"968,56";"1.327,24";"1.415,73"
"09772115";"Altenmünster";"Gemeinden";"382,89";"373,81";"449,50";"484,89";"538,30";"648,39";"778,13";"969,45";"925,16"
"09772117";"Aystetten";"Gemeinden";"499,49";"449,69";"550,41";"638,73";"791,86";"852,14";"992,50";"1.237,28";"1.383,65"
"09772121";"Biberbach, M";"Gemeinden";"385,00";"352,77";"435,14";"431,19";"618,46";"734,58";"865,40";"947,11";"1.105,73"
"09772125";"Bobingen, St";"Gemeinden";"645,18";"578,32";"640,31";"635,97";"758,19";"880,11";"1.095,46";"1.263,85";"1.233,73"
"09772126";"Bonstetten";"Gemeinden";"348,53";"400,00";"448,70";"511,42";"714,88";"778,75";"974,65";"959,75";"1.111,09"
"09772130";"Diedorf, M";"Gemeinden";"557,97";"468,75";"619,14";"598,43";"715,64";"804,86";"1.048,57";"1.124,23";"1.223,54"
"09772131";"Dinkelscherben, M";"Gemeinden";"482,95";"470,90";"557,67";"627,79";"638,65";"787,27";"1.012,83";"1.125,61";"1.138,75"
"09772134";"Ehingen";"Gemeinden";"315,02";"309,84";"329,96";"346,88";"504,53";"626,79";"692,87";"817,86";"841,62"
"09772136";"Ellgau";"Gemeinden";"342,34";"347,87";"418,72";"462,61";"574,83";"774,90";"930,01";"1.012,91";"1.168,90"
"09772137";"Emersacker";"Gemeinden";"238,70";"324,48";"531,76";"467,70";"619,15";"820,11";"903,59";"968,95";"1.037,61"
"09772141";"Fischach, M";"Gemeinden";"1.022,56";"1.234,30";"645,13";"561,20";"693,28";"1.420,65";"1.954,29";"1.349,04";"1.143,25"
"09772145";"Gablingen";"Gemeinden";"499,55";"454,96";"517,70";"598,41";"707,43";"911,22";"1.031,49";"1.467,18";"1.947,85"
"09772147";"Gersthofen, St";"Gemeinden";"1.002,72";"770,71";"856,71";"1.082,08";"991,68";"1.483,22";"1.689,60";"2.213,71";"2.608,06"
"09772148";"Gessertshausen";"Gemeinden";"562,61";"562,11";"515,93";"576,74";"642,34";"768,59";"860,42";"1.148,56";"1.197,51"
"09772149";"Graben";"Gemeinden";"330,77";"288,87";"392,00";"455,35";"624,78";"954,91";"1.071,30";"1.499,37";"1.784,55"
"09772151";"Großaitingen";"Gemeinden";"458,25";"399,74";"478,45";"510,98";"655,21";"798,18";"1.157,61";"1.050,59";"1.144,89"
"09772156";"Heretsried";"Gemeinden";"280,24";"323,12";"408,26";"430,38";"477,74";"772,22";"816,60";"811,28";"1.001,75"
"09772157";"Hiltenfingen";"Gemeinden";"376,14";"424,78";"420,04";"390,59";"536,91";"671,70";"937,78";"1.036,76";"1.073,34"
"09772159";"Horgau";"Gemeinden";"385,04";"387,24";"504,22";"532,67";"866,51";"916,90";"1.116,09";"1.393,31";"1.582,49"
"09772160";"Kleinaitingen";"Gemeinden";"186,13";"232,34";"331,84";"419,00";"1.097,58";"1.016,28";"1.319,99";"2.024,08";"2.613,44"
"09772162";"Klosterlechfeld";"Gemeinden";"416,56";"423,11";"496,66";"482,92";"583,65";"608,27";"747,17";"981,35";"1.105,24"
"09772163";"Königsbrunn, St";"Gemeinden";"514,38";"485,34";"576,83";"650,45";"746,57";"884,20";"1.070,06";"1.163,04";"1.271,89"
"09772166";"Kühlenthal";"Gemeinden";"330,48";"356,18";"412,14";"401,23";"568,21";"734,30";"1.222,11";"1.255,85";"1.460,78"
"09772167";"Kutzenhausen";"Gemeinden";"734,21";"703,99";"530,78";"1.075,58";"748,09";"940,79";"1.166,03";"1.288,18";"1.283,79"
"09772168";"Langenneufnach";"Gemeinden";"790,86";"615,01";"544,70";"744,52";"1.156,95";"1.107,35";"1.549,78";"1.678,70";"1.208,64"
"09772170";"Langerringen";"Gemeinden";"390,06";"363,77";"397,02";"482,10";"530,70";"761,45";"937,34";"1.036,74";"1.210,75"
"09772171";"Langweid a.Lech";"Gemeinden";"635,63";"462,02";"566,65";"561,21";"727,38";"859,44";"981,88";"1.345,87";"1.441,88"
"09772177";"Meitingen, M";"Gemeinden";"593,04";"672,30";"596,10";"585,28";"708,48";"947,47";"1.226,12";"1.640,67";"1.767,68"
"09772178";"Mickhausen";"Gemeinden";"291,91";"335,45";"329,28";"366,57";"523,39";"566,45";"778,52";"2.007,57";"1.391,21"
"09772179";"Mittelneufnach";"Gemeinden";"387,32";"392,05";"444,04";"534,77";"607,58";"712,11";"804,44";"1.133,18";"1.228,88"
"09772184";"Neusäß, St";"Gemeinden";"603,38";"626,62";"660,26";"736,99";"900,20";"998,55";"1.223,91";"1.261,06";"1.408,37"
"09772185";"Nordendorf";"Gemeinden";"409,41";"400,55";"430,60";"457,53";"630,53";"713,48";"946,18";"1.165,41";"1.096,08"
"09772186";"Oberottmarshausen";"Gemeinden";"414,86";"339,27";"594,25";"489,04";"715,22";"762,68";"950,79";"3.073,34";"2.978,66"
"09772197";"Scherstetten";"Gemeinden";"294,86";"256,05";"314,00";"344,90";"523,00";"531,41";"659,81";"781,63";"914,83"
"09772200";"Schwabmünchen, St";"Gemeinden";"517,80";"518,12";"553,21";"724,14";"947,18";"1.069,73";"1.320,62";"1.934,56";"1.397,18"
"09772202";"Stadtbergen, St";"Gemeinden";"500,96";"463,27";"582,13";"613,32";"679,58";"827,28";"1.053,28";"1.050,05";"1.228,87"
"09772207";"Thierhaupten, M";"Gemeinden";"443,61";"437,39";"553,17";"668,60";"925,65";"921,28";"1.203,70";"1.367,03";"1.763,92"
"09772209";"Untermeitingen";"Gemeinden";"371,88";"353,09";"468,85";"506,98";"606,83";"706,89";"891,07";"1.005,53";"1.169,64"
"09772211";"Ustersbach";"Gemeinden";"403,95";"388,41";"524,25";"723,22";"539,39";"802,95";"1.203,38";"1.124,96";"874,74"
"09772214";"Walkertshofen";"Gemeinden";"436,79";"464,09";"691,62";"725,38";"703,21";"753,67";"1.181,31";"1.279,58";"1.361,95"
"09772215";"Wehringen";"Gemeinden";"436,48";"411,99";"508,54";"529,17";"637,23";"824,55";"1.147,80";"1.342,73";"1.718,29"
"09772216";"Welden, M";"Gemeinden";"288,98";"409,72";"527,34";"551,89";"642,36";"833,15";"1.019,64";"1.063,05";"1.237,46"
"09772217";"Westendorf";"Gemeinden";"485,94";"413,56";"338,33";"493,30";"693,24";"838,94";"1.013,06";"1.231,47";"1.474,35"
"09772223";"Zusmarshausen, M";"Gemeinden";"507,51";"547,89";"617,07";"648,78";"1.143,21";"1.258,13";"1.660,69";"1.730,69";"1.824,59"
"09772451";"Schmellerforst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09773111";"Aislingen, M";"Gemeinden";"411,13";"447,95";"470,20";"465,76";"721,98";"737,36";"957,93";"1.329,73";"1.389,41"
"09773112";"Bachhagel";"Gemeinden";"453,48";"379,91";"455,35";"459,57";"659,71";"903,59";"1.019,81";"1.158,57";"1.195,52"
"09773113";"Bächingen a.d.Brenz";"Gemeinden";"455,54";"417,07";"449,61";"598,47";"604,05";"792,89";"925,90";"987,94";"1.272,11"
"09773116";"Binswangen";"Gemeinden";"352,60";"322,29";"340,12";"344,75";"538,35";"687,12";"889,13";"973,22";"1.378,06"
"09773117";"Bissingen, M";"Gemeinden";"428,86";"374,48";"405,75";"658,19";"962,08";"961,18";"2.047,60";"1.787,02";"1.884,59"
"09773119";"Blindheim";"Gemeinden";"316,67";"394,09";"448,62";"398,22";"656,18";"762,76";"1.133,78";"1.193,30";"1.382,76"
"09773122";"Buttenwiesen";"Gemeinden";"648,87";"994,11";"677,82";"977,90";"937,11";"1.000,70";"1.155,07";"1.747,74";"2.179,10"
"09773125";"Dillingen a.d.Donau, GKSt";"Gemeinden";"678,67";"819,52";"997,27";"607,35";"863,59";"661,15";"1.147,60";"1.243,68";"1.357,25"
"09773133";"Glött";"Gemeinden";"357,52";"433,22";"524,58";"476,57";"676,52";"700,74";"15.360,81";"1.013,04";"1.163,59"
"09773136";"Gundelfingen a.d.Donau, St";"Gemeinden";"533,23";"593,36";"581,62";"809,79";"983,15";"1.061,91";"154,20";"1.315,87";"1.740,14"
"09773137";"Haunsheim";"Gemeinden";"420,72";"414,68";"434,30";"440,87";"535,83";"606,08";"3.862,93";"864,94";"981,62"
"09773139";"Höchstädt a.d.Donau, St";"Gemeinden";"432,31";"417,90";"465,57";"514,69";"655,01";"756,13";"476,19";"1.335,74";"1.398,33"
"09773140";"Holzheim";"Gemeinden";"430,93";"392,09";"422,92";"440,84";"555,41";"675,87";"472,91";"1.014,14";"1.087,99"
"09773143";"Laugna";"Gemeinden";"265,72";"312,99";"356,82";"329,46";"526,52";"685,71";"7.898,91";"1.023,98";"1.271,04"
"09773144";"Lauingen (Donau), St";"Gemeinden";"524,04";"570,06";"582,31";"871,40";"857,40";"1.315,91";"65,42";"1.321,51";"1.703,04"
"09773146";"Lutzingen";"Gemeinden";"331,69";"397,66";"430,33";"424,27";"504,08";"573,59";"940,51";"804,06";"909,08"
"09773147";"Mödingen";"Gemeinden";"345,56";"368,00";"372,16";"415,07";"468,29";"634,60";"869,66";"900,91";"989,37"
"09773150";"Finningen";"Gemeinden";"487,57";"332,48";"363,47";"380,98";"559,64";"728,15";"532,95";"1.285,10";"1.256,20"
"09773153";"Medlingen";"Gemeinden";"577,66";"436,14";"374,36";"1.534,33";"691,00";"961,88";"1.592,11";"1.037,45";"1.397,74"
"09773164";"Schwenningen";"Gemeinden";"373,72";"367,77";"384,51";"340,38";"556,34";"667,13";"825,89";"970,76";"1.097,78"
"09773170";"Syrgenstein";"Gemeinden";"531,80";"473,34";"516,74";"532,12";"603,40";"884,15";"866,42";"926,73";"1.120,27"
"09773179";"Villenbach";"Gemeinden";"334,50";"356,42";"359,97";"362,32";"448,61";"686,69";"692,63";"918,64";"1.039,69"
"09773182";"Wertingen, St";"Gemeinden";"737,65";"780,18";"658,30";"761,35";"966,59";"1.257,92";"1.723,99";"2.105,57";"2.150,01"
"09773183";"Wittislingen, M";"Gemeinden";"749,59";"641,17";"497,73";"495,80";"718,41";"659,15";"869,55";"1.084,81";"996,30"
"09773186";"Ziertheim";"Gemeinden";"444,24";"420,37";"485,99";"447,42";"569,44";"661,94";"938,48";"1.060,74";"1.281,29"
"09773187";"Zöschingen";"Gemeinden";"675,83";"452,65";"614,46";"778,92";"857,52";"887,81";"1.558,38";"2.060,59";"1.489,56"
"09773188";"Zusamaltheim";"Gemeinden";"346,32";"338,62";"352,99";"342,99";"506,58";"676,85";"861,82";"1.101,65";"1.146,25"
