Kennziffer;Raumeinheit;Aggregat;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose
;;;1998;2002;2005;2009;2013;2017;2021;2023
"14522600";"Zettlitz";"Gemeinden";"82,00";"97,00";"98,00";"50,00";"34,00";"19,00";"12,00";"13,00"
"14523010";"Adorf/Vogtl., Stadt";"Gemeinden";"445,00";"397,00";"469,00";"291,00";"162,00";"108,00";"89,00";"94,00"
"14523020";"Auerbach/Vogtl., Stadt";"Gemeinden";"1.716,00";"1.877,00";"2.015,00";"1.360,00";"813,00";"553,00";"429,00";"489,00"
"14523030";"Bad Brambach";"Gemeinden";"176,00";"148,00";"153,00";"82,00";"49,00";"31,00";"25,00";"33,00"
"14523040";"Bad Elster, Stadt";"Gemeinden";"248,00";"232,00";"276,00";"175,00";"103,00";"77,00";"65,00";"66,00"
"14523050";"Bergen";"Gemeinden";"78,00";"89,00";"84,00";"58,00";"27,00";"19,00";"15,00";"10,00"
"14523060";"Bösenbrunn";"Gemeinden";"115,00";"121,00";"112,00";"62,00";"38,00";"20,00";"13,00";"14,00"
"14523080";"Eichigt";"Gemeinden";"83,00";"90,00";"109,00";"63,00";"34,00";"25,00";"21,00";"14,00"
"14523090";"Ellefeld";"Gemeinden";"207,00";"264,00";"261,00";"165,00";"88,00";"52,00";"41,00";"48,00"
"14523100";"Elsterberg, Stadt";"Gemeinden";"453,00";"475,00";"451,00";"361,00";"213,00";"110,00";"91,00";"90,00"
"14523120";"Falkenstein/Vogtl., Stadt";"Gemeinden";"758,00";"869,00";"857,00";"610,00";"357,00";"223,00";"227,00";"223,00"
"14523130";"Grünbach";"Gemeinden";"119,00";"115,00";"95,00";"70,00";"27,00";"13,00";"12,00";"20,00"
"14523150";"Heinsdorfergrund";"Gemeinden";"166,00";"179,00";"165,00";"99,00";"52,00";"19,00";"22,00";"24,00"
"14523160";"Klingenthal, Stadt";"Gemeinden";"1.008,00";"939,00";"923,00";"562,00";"329,00";"217,00";"158,00";"143,00"
"14523170";"Lengenfeld, Stadt";"Gemeinden";"632,00";"671,00";"693,00";"455,00";"274,00";"165,00";"127,00";"131,00"
"14523190";"Limbach";"Gemeinden";"108,00";"119,00";"105,00";"65,00";"39,00";"19,00";"15,00";"18,00"
"14523200";"Markneukirchen, Stadt";"Gemeinden";"680,00";"654,00";"689,00";"443,00";"284,00";"166,00";"131,00";"122,00"
"14523230";"Mühlental";"Gemeinden";"95,00";"93,00";"102,00";"58,00";"31,00";"23,00";"9,00";"10,00"
"14523245";"Muldenhammer";"Gemeinden";"294,00";"312,00";"317,00";"195,00";"103,00";"60,00";"46,00";"45,00"
"14523260";"Netzschkau, Stadt";"Gemeinden";"392,00";"394,00";"351,00";"225,00";"137,00";"83,00";"71,00";"72,00"
"14523270";"Neuensalz";"Gemeinden";"136,00";"144,00";"143,00";"91,00";"53,00";"31,00";"29,00";"25,00"
"14523280";"Neumark";"Gemeinden";"200,00";"242,00";"221,00";"139,00";"77,00";"41,00";"41,00";"42,00"
"14523290";"Neustadt/Vogtl.";"Gemeinden";"68,00";"71,00";"85,00";"52,00";"20,00";"13,00";"11,00";"14,00"
"14523300";"Oelsnitz/Vogtl., Stadt";"Gemeinden";"981,00";"1.065,00";"1.195,00";"790,00";"488,00";"341,00";"281,00";"289,00"
"14523310";"Pausa-Mühltroff, Stadt";"Gemeinden";"444,00";"482,00";"478,00";"273,00";"186,00";"113,00";"87,00";"77,00"
"14523320";"Plauen, Stadt";"Gemeinden";"5.951,00";"6.536,00";"6.045,00";"4.812,00";"3.825,00";"2.837,00";"2.507,00";"2.849,00"
"14523330";"Pöhl";"Gemeinden";"185,00";"216,00";"197,00";"132,00";"77,00";"57,00";"32,00";"43,00"
"14523340";"Reichenbach im Vogtland, Stadt";"Gemeinden";"2.466,00";"2.565,00";"2.497,00";"1.771,00";"1.143,00";"778,00";"566,00";"793,00"
"14523360";"Rodewisch, Stadt";"Gemeinden";"515,00";"604,00";"600,00";"378,00";"252,00";"148,00";"97,00";"150,00"
"14523365";"Rosenbach/Vogtl.";"Gemeinden";"304,00";"358,00";"342,00";"208,00";"139,00";"84,00";"72,00";"62,00"
"14523370";"Schöneck/Vogtl., Stadt";"Gemeinden";"270,00";"294,00";"289,00";"164,00";"93,00";"53,00";"56,00";"46,00"
"14523380";"Steinberg";"Gemeinden";"137,00";"193,00";"173,00";"136,00";"63,00";"40,00";"29,00";"35,00"
"14523410";"Theuma";"Gemeinden";"51,00";"52,00";"53,00";"37,00";"30,00";"13,00";"7,00";"9,00"
"14523420";"Tirpersdorf";"Gemeinden";"72,00";"89,00";"80,00";"47,00";"26,00";"16,00";"15,00";"12,00"
"14523430";"Treuen, Stadt";"Gemeinden";"638,00";"779,00";"757,00";"511,00";"259,00";"143,00";"122,00";"132,00"
"14523440";"Triebel/Vogtl.";"Gemeinden";"94,00";"100,00";"104,00";"57,00";"38,00";"28,00";"25,00";"24,00"
"14523450";"Weischlitz";"Gemeinden";"423,00";"500,00";"490,00";"270,00";"192,00";"117,00";"102,00";"99,00"
"14523460";"Werda";"Gemeinden";"85,00";"108,00";"100,00";"61,00";"42,00";"18,00";"17,00";"24,00"
"14524010";"Bernsdorf";"Gemeinden";"187,00";"190,00";"194,00";"103,00";"61,00";"28,00";"19,00";"21,00"
"14524020";"Callenberg";"Gemeinden";"416,00";"465,00";"451,00";"276,00";"165,00";"91,00";"67,00";"63,00"
"14524030";"Crimmitschau, Stadt";"Gemeinden";"2.625,00";"2.569,00";"2.592,00";"1.746,00";"1.177,00";"708,00";"518,00";"542,00"
"14524040";"Crinitzberg";"Gemeinden";"147,00";"158,00";"146,00";"97,00";"65,00";"35,00";"26,00";"29,00"
"14524050";"Dennheritz";"Gemeinden";"93,00";"97,00";"97,00";"45,00";"34,00";"17,00";"9,00";"12,00"
"14524060";"Fraureuth";"Gemeinden";"475,00";"531,00";"516,00";"295,00";"181,00";"120,00";"88,00";"84,00"
"14524070";"Gersdorf";"Gemeinden";"424,00";"441,00";"447,00";"251,00";"159,00";"85,00";"65,00";"78,00"
"14524080";"Glauchau, Stadt";"Gemeinden";"2.443,00";"2.524,00";"2.458,00";"1.795,00";"1.215,00";"812,00";"577,00";"599,00"
"14524090";"Hartenstein, Stadt";"Gemeinden";"371,00";"382,00";"388,00";"211,00";"143,00";"90,00";"54,00";"51,00"
"14524100";"Hartmannsdorf b. Kirchberg";"Gemeinden";"92,00";"96,00";"105,00";"57,00";"27,00";"19,00";"13,00";"18,00"
"14524110";"Hirschfeld";"Gemeinden";"74,00";"93,00";"91,00";"44,00";"22,00";"10,00";"10,00";"10,00"
"14524120";"Hohenstein-Ernstthal, Stadt";"Gemeinden";"1.540,00";"1.589,00";"1.655,00";"1.098,00";"718,00";"481,00";"379,00";"365,00"
"14524130";"Kirchberg, Stadt";"Gemeinden";"787,00";"846,00";"869,00";"557,00";"304,00";"191,00";"132,00";"172,00"
"14524140";"Langenbernsdorf";"Gemeinden";"284,00";"327,00";"284,00";"159,00";"96,00";"52,00";"40,00";"40,00"
"14524150";"Langenweißbach";"Gemeinden";"273,00";"281,00";"252,00";"136,00";"95,00";"35,00";"34,00";"36,00"
"14524160";"Lichtenstein/Sa., Stadt";"Gemeinden";"1.198,00";"1.212,00";"1.128,00";"751,00";"498,00";"314,00";"257,00";"269,00"
"14524170";"Lichtentanne";"Gemeinden";"597,00";"530,00";"500,00";"284,00";"151,00";"86,00";"74,00";"76,00"
"14524180";"Limbach-Oberfrohna, Stadt";"Gemeinden";"2.309,00";"2.400,00";"2.294,00";"1.606,00";"1.030,00";"723,00";"606,00";"671,00"
"14524190";"Meerane, Stadt";"Gemeinden";"1.806,00";"1.814,00";"1.753,00";"1.297,00";"870,00";"588,00";"442,00";"444,00"
"14524200";"Mülsen";"Gemeinden";"1.007,00";"1.049,00";"979,00";"563,00";"355,00";"223,00";"160,00";"192,00"
"14524210";"Neukirchen/Pleiße";"Gemeinden";"387,00";"453,00";"411,00";"248,00";"149,00";"95,00";"66,00";"56,00"
"14524220";"Niederfrohna";"Gemeinden";"157,00";"196,00";"168,00";"103,00";"54,00";"38,00";"30,00";"23,00"
"14524230";"Oberlungwitz, Stadt";"Gemeinden";"583,00";"548,00";"550,00";"371,00";"224,00";"141,00";"105,00";"118,00"
"14524240";"Oberwiera";"Gemeinden";"89,00";"101,00";"97,00";"55,00";"31,00";"19,00";"18,00";"10,00"
"14524250";"Reinsdorf";"Gemeinden";"610,00";"739,00";"685,00";"378,00";"240,00";"136,00";"92,00";"105,00"
"14524260";"Remse";"Gemeinden";"153,00";"155,00";"158,00";"95,00";"58,00";"32,00";"20,00";"31,00"
"14524270";"Schönberg";"Gemeinden";"61,00";"71,00";"64,00";"43,00";"29,00";"17,00";"10,00";"7,00"
"14524280";"St. Egidien";"Gemeinden";"257,00";"263,00";"272,00";"177,00";"105,00";"76,00";"79,00";"66,00"
"14524290";"Waldenburg, Stadt";"Gemeinden";"372,00";"380,00";"367,00";"272,00";"148,00";"105,00";"71,00";"62,00"
"14524300";"Werdau, Stadt";"Gemeinden";"2.786,00";"2.706,00";"2.665,00";"1.843,00";"1.168,00";"868,00";"652,00";"878,00"
"14524310";"Wildenfels, Stadt";"Gemeinden";"338,00";"352,00";"325,00";"192,00";"117,00";"72,00";"47,00";"42,00"
"14524320";"Wilkau-Haßlau, Stadt";"Gemeinden";"1.045,00";"1.052,00";"1.063,00";"703,00";"453,00";"276,00";"201,00";"243,00"
"14524330";"Zwickau, Stadt, Hochschulstadt";"Gemeinden";"9.750,00";"10.175,00";"10.088,00";"6.425,00";"4.068,00";"3.112,00";"2.575,00";"3.219,00"
"14612000";"Dresden, Stadt";"Gemeinden";"35.619,00";"37.348,00";"37.308,00";"30.231,00";"24.239,00";"19.074,00";"18.470,00";"18.548,00"
"14625010";"Arnsdorf";"Gemeinden";"233,00";"319,00";"310,00";"186,00";"136,00";"84,00";"82,00";"101,00"
"14625020";"Bautzen / Budyšin, Stadt";"Gemeinden";"4.465,00";"4.838,00";"4.592,00";"3.249,00";"2.764,00";"1.973,00";"1.750,00";"2.081,00"
"14625030";"Bernsdorf, Stadt";"Gemeinden";"941,00";"966,00";"839,00";"482,00";"355,00";"214,00";"203,00";"216,00"
"14625040";"Bischofswerda, Stadt";"Gemeinden";"2.329,00";"1.600,00";"1.683,00";"1.043,00";"838,00";"445,00";"332,00";"375,00"
"14625060";"Burkau / Porchow";"Gemeinden";"226,00";"269,00";"261,00";"147,00";"99,00";"49,00";"41,00";"41,00"
"14625080";"Crostwitz / Chróscicy";"Gemeinden";"60,00";"93,00";"86,00";"33,00";"21,00";"13,00";"15,00";"12,00"
"14625090";"Cunewalde";"Gemeinden";"553,00";"571,00";"472,00";"273,00";"222,00";"122,00";"111,00";"124,00"
"14625100";"Demitz-Thumitz";"Gemeinden";"295,00";"347,00";"336,00";"194,00";"152,00";"66,00";"74,00";"85,00"
"14625110";"Doberschau-Gaußig / Dobruša-Huska";"Gemeinden";"451,00";"514,00";"404,00";"212,00";"162,00";"89,00";"71,00";"61,00"
"14625120";"Elsterheide / Halštrowska Hola";"Gemeinden";"277,00";"366,00";"309,00";"179,00";"97,00";"61,00";"54,00";"50,00"
"14625130";"Elstra / Halštrow, Stadt";"Gemeinden";"238,00";"293,00";"264,00";"146,00";"94,00";"50,00";"50,00";"44,00"
"14625140";"Frankenthal";"Gemeinden";"78,00";"111,00";"104,00";"62,00";"39,00";"21,00";"14,00";"17,00"
"14625150";"Göda / Hodzij";"Gemeinden";"276,00";"355,00";"298,00";"160,00";"117,00";"63,00";"57,00";"56,00"
"14625160";"Großdubrau / Wulka Dubrawa";"Gemeinden";"421,00";"486,00";"449,00";"247,00";"179,00";"101,00";"103,00";"98,00"
"14625170";"Großharthau";"Gemeinden";"218,00";"260,00";"271,00";"143,00";"109,00";"58,00";"48,00";"46,00"
"14625180";"Großnaundorf";"Gemeinden";"83,00";"80,00";"71,00";"32,00";"24,00";"15,00";"13,00";"13,00"
"14625190";"Großpostwitz/O.L. / Budestecy";"Gemeinden";"195,00";"335,00";"262,00";"169,00";"124,00";"66,00";"56,00";"64,00"
"14625200";"Großröhrsdorf, Stadt";"Gemeinden";"418,00";"977,00";"802,00";"581,00";"358,00";"258,00";"208,00";"219,00"
"14625220";"Haselbachtal";"Gemeinden";"361,00";"403,00";"348,00";"177,00";"113,00";"60,00";"60,00";"73,00"
"14625230";"Hochkirch / Bukecy";"Gemeinden";"225,00";"273,00";"271,00";"150,00";"107,00";"56,00";"53,00";"46,00"
"14625240";"Hoyerswerda / Wojerecy, Stadt";"Gemeinden";"7.371,00";"6.405,00";"4.855,00";"3.477,00";"2.766,00";"1.839,00";"1.452,00";"1.659,00"
"14625250";"Kamenz / Kamjenc, Stadt";"Gemeinden";"1.898,00";"2.218,00";"2.043,00";"1.201,00";"884,00";"619,00";"556,00";"659,00"
"14625270";"Königsbrück, Stadt";"Gemeinden";"382,00";"447,00";"365,00";"208,00";"129,00";"78,00";"68,00";"71,00"
"14625280";"Königswartha / Rakecy";"Gemeinden";"535,00";"532,00";"480,00";"259,00";"228,00";"118,00";"87,00";"131,00"
"14625290";"Kubschütz / Kubšicy";"Gemeinden";"265,00";"323,00";"286,00";"156,00";"115,00";"59,00";"51,00";"55,00"
"14625300";"Laußnitz";"Gemeinden";"103,00";"148,00";"138,00";"70,00";"38,00";"34,00";"30,00";"27,00"
"14625310";"Lauta, Stadt";"Gemeinden";"1.633,00";"1.601,00";"1.302,00";"779,00";"626,00";"399,00";"323,00";"343,00"
"14625320";"Lichtenberg";"Gemeinden";"66,00";"136,00";"139,00";"64,00";"47,00";"30,00";"26,00";"24,00"
"14625330";"Lohsa / Laz";"Gemeinden";"624,00";"695,00";"602,00";"323,00";"247,00";"117,00";"115,00";"105,00"
"14625340";"Malschwitz / Malešecy";"Gemeinden";"471,00";"580,00";"534,00";"288,00";"242,00";"131,00";"108,00";"159,00"
"14625350";"Nebelschütz / Njebjelcicy";"Gemeinden";"76,00";"90,00";"103,00";"52,00";"28,00";"13,00";"15,00";"12,00"
"14625360";"Neschwitz / Njeswacidlo";"Gemeinden";"222,00";"278,00";"244,00";"140,00";"125,00";"71,00";"45,00";"42,00"
"14625370";"Neukirch";"Gemeinden";"172,00";"156,00";"169,00";"93,00";"56,00";"41,00";"25,00";"28,00"
"14625380";"Neukirch/Lausitz";"Gemeinden";"529,00";"607,00";"614,00";"417,00";"292,00";"150,00";"124,00";"154,00"
"14625390";"Obergurig / Hornja Hórka";"Gemeinden";"163,00";"211,00";"162,00";"99,00";"71,00";"42,00";"38,00";"36,00"
"14625410";"Ohorn";"Gemeinden";"88,00";"190,00";"167,00";"90,00";"45,00";"30,00";"30,00";"28,00"
"14625420";"Oßling / Wóslink";"Gemeinden";"191,00";"232,00";"216,00";"110,00";"70,00";"43,00";"35,00";"36,00"
"14625430";"Ottendorf-Okrilla";"Gemeinden";"400,00";"673,00";"637,00";"416,00";"258,00";"150,00";"153,00";"136,00"
"14625440";"Panschwitz-Kuckau / Pancicy-Kukow";"Gemeinden";"146,00";"192,00";"189,00";"82,00";"54,00";"31,00";"23,00";"24,00"
"14625450";"Pulsnitz, Stadt";"Gemeinden";"358,00";"693,00";"661,00";"341,00";"222,00";"144,00";"150,00";"133,00"
"14625460";"Puschwitz / Bóšicy";"Gemeinden";"106,00";"124,00";"102,00";"57,00";"50,00";"29,00";"14,00";"14,00"
"14625470";"Räckelwitz / Worklecy";"Gemeinden";"100,00";"100,00";"88,00";"33,00";"22,00";"11,00";"17,00";"12,00"
"14625480";"Radeberg, Stadt";"Gemeinden";"2.040,00";"1.496,00";"1.409,00";"1.019,00";"712,00";"490,00";"479,00";"503,00"
"14625490";"Radibor / Radwor";"Gemeinden";"240,00";"343,00";"312,00";"159,00";"109,00";"72,00";"58,00";"58,00"
"14625500";"Ralbitz-Rosenthal / Ralbicy-Róžant";"Gemeinden";"124,00";"181,00";"164,00";"80,00";"45,00";"26,00";"22,00";"20,00"
"14625510";"Rammenau";"Gemeinden";"121,00";"122,00";"138,00";"70,00";"44,00";"23,00";"16,00";"17,00"
"14625525";"Schirgiswalde-Kirschau, Stadt";"Gemeinden";"650,00";"730,00";"618,00";"365,00";"271,00";"140,00";"115,00";"130,00"
"14625530";"Schmölln-Putzkau";"Gemeinden";"357,00";"381,00";"358,00";"215,00";"159,00";"82,00";"72,00";"69,00"
"14625550";"Schwepnitz";"Gemeinden";"232,00";"277,00";"280,00";"152,00";"100,00";"64,00";"45,00";"43,00"
"14625560";"Sohland a. d. Spree";"Gemeinden";"753,00";"826,00";"723,00";"447,00";"342,00";"181,00";"149,00";"179,00"
"14625570";"Spreetal / Sprjewiny Dol";"Gemeinden";"228,00";"280,00";"218,00";"128,00";"94,00";"61,00";"41,00";"41,00"
"14625580";"Steina";"Gemeinden";"119,00";"130,00";"125,00";"60,00";"36,00";"17,00";"17,00";"16,00"
"14625590";"Steinigtwolmsdorf";"Gemeinden";"334,00";"374,00";"362,00";"211,00";"139,00";"77,00";"77,00";"71,00"
"14625600";"Wachau";"Gemeinden";"265,00";"299,00";"246,00";"145,00";"100,00";"55,00";"59,00";"41,00"
"14625610";"Weißenberg / Wóspork, Stadt";"Gemeinden";"310,00";"368,00";"355,00";"211,00";"145,00";"80,00";"76,00";"79,00"
"14625630";"Wilthen, Stadt";"Gemeinden";"817,00";"826,00";"716,00";"422,00";"356,00";"192,00";"146,00";"201,00"
"14625640";"Wittichenau / Kulow, Stadt";"Gemeinden";"471,00";"609,00";"506,00";"289,00";"196,00";"106,00";"99,00";"86,00"
"14626010";"Bad Muskau / Mužakow, Stadt";"Gemeinden";"440,00";"525,00";"416,00";"280,00";"271,00";"178,00";"153,00";"172,00"
"14626020";"Beiersdorf";"Gemeinden";"132,00";"145,00";"134,00";"75,00";"60,00";"33,00";"28,00";"30,00"
"14626030";"Bernstadt a. d. Eigen, Stadt";"Gemeinden";"348,00";"433,00";"388,00";"271,00";"168,00";"100,00";"76,00";"96,00"
"14626050";"Bertsdorf-Hörnitz";"Gemeinden";"209,00";"284,00";"264,00";"109,00";"65,00";"46,00";"40,00";"35,00"
"14626060";"Boxberg/O.L. / Hamor";"Gemeinden";"558,00";"674,00";"551,00";"304,00";"243,00";"160,00";"127,00";"106,00"
"14626070";"Dürrhennersdorf";"Gemeinden";"112,00";"137,00";"109,00";"79,00";"45,00";"28,00";"19,00";"22,00"
"14626085";"Ebersbach-Neugersdorf, Stadt";"Gemeinden";"1.837,00";"1.912,00";"1.796,00";"1.207,00";"758,00";"496,00";"405,00";"424,00"
"14626100";"Gablenz / Jablonc";"Gemeinden";"166,00";"197,00";"174,00";"91,00";"62,00";"42,00";"34,00";"26,00"
"14626110";"Görlitz, Stadt";"Gemeinden";"6.971,00";"7.145,00";"6.826,00";"5.266,00";"4.357,00";"3.666,00";"3.227,00";"3.591,00"
"14626120";"Groß Düben / Dzewin";"Gemeinden";"113,00";"163,00";"104,00";"59,00";"40,00";"22,00";"19,00";"18,00"
"14626140";"Großschönau";"Gemeinden";"746,00";"831,00";"756,00";"517,00";"294,00";"229,00";"163,00";"144,00"
"14626150";"Großschweidnitz";"Gemeinden";"83,00";"96,00";"86,00";"56,00";"40,00";"36,00";"19,00";"23,00"
"14626160";"Hähnichen";"Gemeinden";"134,00";"159,00";"146,00";"91,00";"67,00";"36,00";"32,00";"25,00"
"14626170";"Hainewalde";"Gemeinden";"155,00";"183,00";"163,00";"87,00";"49,00";"25,00";"22,00";"23,00"
"14626180";"Herrnhut, Stadt";"Gemeinden";"556,00";"633,00";"651,00";"336,00";"251,00";"169,00";"122,00";"127,00"
"14626190";"Hohendubrau / Wysoka Dubrawa";"Gemeinden";"116,00";"243,00";"232,00";"119,00";"91,00";"53,00";"41,00";"38,00"
"14626200";"Horka";"Gemeinden";"172,00";"206,00";"199,00";"118,00";"73,00";"48,00";"33,00";"31,00"
"14626210";"Jonsdorf, Kurort";"Gemeinden";"57,00";"166,00";"152,00";"74,00";"46,00";"25,00";"21,00";"20,00"
"14626230";"Kodersdorf";"Gemeinden";"234,00";"312,00";"285,00";"136,00";"108,00";"64,00";"55,00";"49,00"
"14626240";"Königshain";"Gemeinden";"84,00";"96,00";"101,00";"70,00";"43,00";"26,00";"23,00";"28,00"
"14626245";"Kottmar";"Gemeinden";"776,00";"890,00";"810,00";"467,00";"295,00";"184,00";"144,00";"127,00"
"14626250";"Krauschwitz i.d. O.L. / Krušwica";"Gemeinden";"361,00";"410,00";"369,00";"196,00";"158,00";"79,00";"84,00";"68,00"
"14626260";"Kreba-Neudorf / Chrjebja-Nowa Wjes";"Gemeinden";"105,00";"131,00";"107,00";"69,00";"51,00";"31,00";"19,00";"28,00"
"14626270";"Lawalde";"Gemeinden";"165,00";"231,00";"156,00";"90,00";"70,00";"30,00";"23,00";"18,00"
"14626280";"Leutersdorf";"Gemeinden";"367,00";"453,00";"397,00";"276,00";"149,00";"112,00";"64,00";"66,00"
"14626290";"Löbau, Stadt";"Gemeinden";"1.975,00";"2.124,00";"2.058,00";"1.661,00";"1.150,00";"828,00";"696,00";"704,00"
"14626300";"Markersdorf";"Gemeinden";"291,00";"381,00";"382,00";"205,00";"138,00";"84,00";"92,00";"87,00"
"14626310";"Mittelherwigsdorf";"Gemeinden";"387,00";"451,00";"373,00";"180,00";"117,00";"68,00";"59,00";"65,00"
"14626320";"Mücka / Mikow";"Gemeinden";"122,00";"151,00";"135,00";"92,00";"57,00";"26,00";"32,00";"30,00"
"14626330";"Neißeaue";"Gemeinden";"111,00";"202,00";"191,00";"114,00";"84,00";"55,00";"40,00";"35,00"
"14626350";"Neusalza-Spremberg, Stadt";"Gemeinden";"427,00";"476,00";"434,00";"261,00";"147,00";"105,00";"88,00";"86,00"
"14626370";"Niesky, Stadt";"Gemeinden";"1.276,00";"1.238,00";"1.188,00";"712,00";"564,00";"382,00";"317,00";"378,00"
"14626390";"Oderwitz";"Gemeinden";"506,00";"605,00";"529,00";"312,00";"198,00";"128,00";"113,00";"108,00"
"14626400";"Olbersdorf";"Gemeinden";"701,00";"778,00";"694,00";"486,00";"303,00";"212,00";"159,00";"159,00"
"14626410";"Oppach";"Gemeinden";"299,00";"357,00";"308,00";"150,00";"106,00";"73,00";"48,00";"42,00"
"14626420";"Ostritz, Stadt";"Gemeinden";"343,00";"379,00";"331,00";"204,00";"149,00";"88,00";"71,00";"69,00"
"14626430";"Oybin";"Gemeinden";"48,00";"159,00";"127,00";"73,00";"46,00";"24,00";"25,00";"26,00"
"14626440";"Quitzdorf am See / Kwetanecy pri jezoru";"Gemeinden";"128,00";"154,00";"146,00";"78,00";"65,00";"45,00";"30,00";"26,00"
"14626450";"Reichenbach/O.L., Stadt";"Gemeinden";"527,00";"611,00";"605,00";"338,00";"270,00";"202,00";"155,00";"158,00"
"14626460";"Rietschen / Recicy";"Gemeinden";"287,00";"372,00";"314,00";"178,00";"141,00";"105,00";"71,00";"73,00"
"14626470";"Rosenbach";"Gemeinden";"141,00";"191,00";"202,00";"94,00";"71,00";"37,00";"25,00";"20,00"
"14626480";"Rothenburg/O.L., Stadt";"Gemeinden";"444,00";"575,00";"612,00";"354,00";"256,00";"176,00";"135,00";"129,00"
"14626490";"Schleife / Slepo";"Gemeinden";"267,00";"331,00";"266,00";"152,00";"107,00";"74,00";"55,00";"65,00"
"14626500";"Schönau-Berzdorf a. d. Eigen";"Gemeinden";"181,00";"227,00";"208,00";"138,00";"72,00";"42,00";"40,00";"38,00"
"14626510";"Schönbach";"Gemeinden";"103,00";"123,00";"90,00";"60,00";"44,00";"29,00";"21,00";"22,00"
"14626520";"Schöpstal";"Gemeinden";"182,00";"239,00";"212,00";"101,00";"72,00";"53,00";"46,00";"42,00"
"14626530";"Seifhennersdorf, Stadt";"Gemeinden";"512,00";"536,00";"520,00";"312,00";"201,00";"152,00";"122,00";"131,00"
"14626560";"Trebendorf / Trjebin";"Gemeinden";"102,00";"121,00";"106,00";"51,00";"35,00";"24,00";"25,00";"16,00"
"14626570";"Vierkirchen";"Gemeinden";"163,00";"194,00";"182,00";"102,00";"73,00";"49,00";"38,00";"41,00"
"14626580";"Waldhufen";"Gemeinden";"238,00";"323,00";"336,00";"182,00";"119,00";"73,00";"54,00";"64,00"
"14626590";"Weißkeißel / Wuskidz";"Gemeinden";"120,00";"166,00";"168,00";"84,00";"82,00";"50,00";"49,00";"34,00"
"14626600";"Weißwasser/O.L., Stadt / Bela Woda";"Gemeinden";"3.745,00";"3.806,00";"3.270,00";"2.023,00";"1.670,00";"1.167,00";"847,00";"852,00"
"14626610";"Zittau, Stadt";"Gemeinden";"4.074,00";"4.072,00";"3.676,00";"2.777,00";"1.812,00";"1.409,00";"1.241,00";"1.395,00"
"14627010";"Coswig, Stadt";"Gemeinden";"2.006,00";"1.937,00";"2.069,00";"1.199,00";"1.003,00";"676,00";"609,00";"537,00"
"14627020";"Diera-Zehren";"Gemeinden";"278,00";"314,00";"324,00";"168,00";"129,00";"75,00";"59,00";"51,00"
"14627030";"Ebersbach";"Gemeinden";"362,00";"388,00";"345,00";"227,00";"147,00";"82,00";"71,00";"49,00"
"14627040";"Glaubitz";"Gemeinden";"174,00";"154,00";"143,00";"87,00";"49,00";"30,00";"32,00";"25,00"
"14627050";"Gröditz, Stadt";"Gemeinden";"1.130,00";"1.174,00";"1.216,00";"757,00";"611,00";"473,00";"302,00";"335,00"
"14627060";"Großenhain, Stadt";"Gemeinden";"2.382,00";"2.285,00";"2.257,00";"1.466,00";"1.174,00";"739,00";"587,00";"602,00"
"14627070";"Hirschstein";"Gemeinden";"196,00";"230,00";"214,00";"115,00";"70,00";"38,00";"35,00";"28,00"
"14627080";"Käbschütztal";"Gemeinden";"351,00";"306,00";"310,00";"149,00";"121,00";"68,00";"54,00";"50,00"
"14627100";"Klipphausen";"Gemeinden";"757,00";"887,00";"952,00";"456,00";"344,00";"217,00";"178,00";"187,00"
"14627110";"Lampertswalde";"Gemeinden";"285,00";"275,00";"257,00";"133,00";"82,00";"57,00";"42,00";"39,00"
"14627130";"Lommatzsch, Stadt";"Gemeinden";"566,00";"573,00";"639,00";"273,00";"222,00";"136,00";"119,00";"117,00"
"14627140";"Meißen, Stadt";"Gemeinden";"2.863,00";"2.898,00";"3.275,00";"2.350,00";"2.121,00";"1.550,00";"1.475,00";"1.559,00"
"14627150";"Moritzburg";"Gemeinden";"413,00";"414,00";"418,00";"247,00";"187,00";"120,00";"87,00";"84,00"
