Kennziffer;Raumeinheit;Aggregat;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose
;;;1998;2002;2005;2009;2013;2017;2021;2023
"01053089";"Möhnsen";"Gemeinden";"18,00";"23,00";"21,00";"12,00";"10,00";"10,00";"9,00";"15,00"
"01053090";"Mölln, Stadt";"Gemeinden";"879,00";"848,00";"1.184,00";"851,00";"788,00";"686,00";"689,00";"691,00"
"01053091";"Mühlenrade";"Gemeinden";"4,00";"4,00";"5,00";"2,00";"5,00";"3,00";"1,00";"3,00"
"01053092";"Müssen";"Gemeinden";"24,00";"32,00";"35,00";"16,00";"24,00";"24,00";"18,00";"16,00"
"01053093";"Mustin";"Gemeinden";"25,00";"25,00";"31,00";"19,00";"15,00";"13,00";"10,00";"7,00"
"01053094";"Niendorf bei Berkenthin";"Gemeinden";"3,00";"9,00";"13,00";"5,00";"5,00";"4,00";"3,00";"2,00"
"01053095";"Niendorf/ Stecknitz";"Gemeinden";"20,00";"31,00";"25,00";"11,00";"7,00";"8,00";"12,00";"16,00"
"01053096";"Nusse";"Gemeinden";"41,00";"38,00";"38,00";"26,00";"33,00";"23,00";"25,00";"30,00"
"01053097";"Panten";"Gemeinden";"19,00";"28,00";"27,00";"18,00";"14,00";"15,00";"16,00";"12,00"
"01053098";"Pogeez";"Gemeinden";"13,00";"8,00";"12,00";"8,00";"10,00";"7,00";"9,00";"5,00"
"01053099";"Poggensee";"Gemeinden";"7,00";"6,00";"11,00";"6,00";"11,00";"5,00";"8,00";"1,00"
"01053100";"Ratzeburg, Stadt";"Gemeinden";"582,00";"596,00";"816,00";"567,00";"623,00";"612,00";"522,00";"502,00"
"01053101";"Ritzerau";"Gemeinden";"6,00";"12,00";"12,00";"8,00";"5,00";"7,00";"5,00";"5,00"
"01053102";"Römnitz";"Gemeinden";"5,00";"2,00";"7,00";"3,00";"2,00";"3,00";"0,00";"1,00"
"01053103";"Rondeshagen";"Gemeinden";"25,00";"18,00";"19,00";"14,00";"11,00";"10,00";"10,00";"11,00"
"01053104";"Roseburg";"Gemeinden";"2,00";"12,00";"11,00";"14,00";"9,00";"10,00";"8,00";"7,00"
"01053105";"Sachsenwald (Forstgutsbez.),gemfr.Geb.";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;
"01053106";"Sahms";"Gemeinden";"9,00";"6,00";"8,00";"9,00";"3,00";"3,00";"8,00";"6,00"
"01053107";"Salem";"Gemeinden";"23,00";"20,00";"17,00";"10,00";"12,00";"14,00";"12,00";"22,00"
"01053108";"Sandesneben";"Gemeinden";"2,00";"45,00";"52,00";"36,00";"34,00";"34,00";"37,00";"34,00"
"01053109";"Schiphorst";"Gemeinden";"2,00";"16,00";"23,00";"14,00";"15,00";"10,00";"10,00";"9,00"
"01053110";"Schmilau";"Gemeinden";"12,00";"11,00";"14,00";"12,00";"10,00";"9,00";"10,00";"9,00"
"01053111";"Schnakenbek";"Gemeinden";"41,00";"23,00";"26,00";"16,00";"19,00";"21,00";"19,00";"13,00"
"01053112";"Schönberg";"Gemeinden";"8,00";"30,00";"58,00";"34,00";"29,00";"24,00";"21,00";"27,00"
"01053113";"Schretstaken";"Gemeinden";"20,00";"21,00";"26,00";"13,00";"11,00";"8,00";"5,00";"6,00"
"01053114";"Schürensöhlen";"Gemeinden";"8,00";"6,00";"7,00";"3,00";"0,00";"2,00";"1,00";"1,00"
"01053115";"Schulendorf";"Gemeinden";"13,00";"11,00";"11,00";"13,00";"7,00";"4,00";"5,00";"7,00"
"01053116";"Schwarzenbek, Stadt";"Gemeinden";"585,00";"574,00";"854,00";"604,00";"631,00";"568,00";"648,00";"660,00"
"01053117";"Seedorf";"Gemeinden";"15,00";"20,00";"29,00";"18,00";"12,00";"10,00";"11,00";"8,00"
"01053118";"Siebenbäumen";"Gemeinden";"23,00";"22,00";"26,00";"20,00";"18,00";"14,00";"14,00";"14,00"
"01053119";"Siebeneichen";"Gemeinden";"2,00";"8,00";"15,00";"9,00";"11,00";"10,00";"6,00";"7,00"
"01053120";"Sierksrade";"Gemeinden";"12,00";"13,00";"21,00";"11,00";"13,00";"9,00";"13,00";"14,00"
"01053121";"Sirksfelde";"Gemeinden";"2,00";"10,00";"11,00";"6,00";"7,00";"10,00";"5,00";"8,00"
"01053122";"Steinhorst";"Gemeinden";"22,00";"23,00";"18,00";"15,00";"9,00";"7,00";"4,00";"6,00"
"01053123";"Sterley";"Gemeinden";"26,00";"33,00";"49,00";"20,00";"26,00";"23,00";"19,00";"20,00"
"01053124";"Stubben";"Gemeinden";"9,00";"14,00";"16,00";"15,00";"8,00";"9,00";"6,00";"4,00"
"01053125";"Talkau";"Gemeinden";"17,00";"14,00";"17,00";"10,00";"11,00";"6,00";"8,00";"7,00"
"01053126";"Tramm";"Gemeinden";"6,00";"8,00";"9,00";"3,00";"5,00";"4,00";"6,00";"7,00"
"01053127";"Walksfelde";"Gemeinden";"10,00";"10,00";"7,00";"3,00";"5,00";"6,00";"2,00";"6,00"
"01053128";"Wangelau";"Gemeinden";"6,00";"5,00";"5,00";"7,00";"2,00";"2,00";"3,00";"6,00"
"01053129";"Wentorf bei Hamburg";"Gemeinden";"201,00";"270,00";"339,00";"230,00";"222,00";"200,00";"234,00";"236,00"
"01053130";"Wentorf (Amt Sandesneben)";"Gemeinden";"2,00";"16,00";"20,00";"12,00";"11,00";"8,00";"6,00";"11,00"
"01053131";"Wiershop";"Gemeinden";"3,00";"4,00";"5,00";"3,00";"2,00";"2,00";"2,00";"2,00"
"01053132";"Witzeeze";"Gemeinden";"32,00";"28,00";"29,00";"17,00";"17,00";"17,00";"15,00";"18,00"
"01053133";"Wohltorf";"Gemeinden";"53,00";"42,00";"52,00";"32,00";"30,00";"30,00";"30,00";"35,00"
"01053134";"Woltersdorf";"Gemeinden";"5,00";"11,00";"10,00";"8,00";"10,00";"5,00";"8,00";"3,00"
"01053135";"Worth";"Gemeinden";"5,00";"5,00";"4,00";"2,00";"2,00";"3,00";"2,00";"1,00"
"01053136";"Ziethen";"Gemeinden";"22,00";"32,00";"39,00";"15,00";"11,00";"13,00";"15,00";"12,00"
"01054001";"Achtrup";"Gemeinden";"53,00";"46,00";"58,00";"52,00";"44,00";"38,00";"38,00";"34,00"
"01054002";"Ahrenshöft";"Gemeinden";"13,00";"17,00";"17,00";"13,00";"10,00";"6,00";"5,00";"13,00"
"01054003";"Ahrenviöl";"Gemeinden";"22,00";"22,00";"29,00";"24,00";"24,00";"18,00";"11,00";"12,00"
"01054004";"Ahrenviölfeld";"Gemeinden";"13,00";"10,00";"12,00";"8,00";"10,00";"6,00";"6,00";"9,00"
"01054005";"Alkersum";"Gemeinden";"15,00";"16,00";"22,00";"14,00";"11,00";"5,00";"4,00";"2,00"
"01054006";"Almdorf";"Gemeinden";"22,00";"19,00";"24,00";"24,00";"22,00";"21,00";"15,00";"14,00"
"01054007";"Arlewatt";"Gemeinden";"8,00";"9,00";"10,00";"6,00";"6,00";"7,00";"4,00";"2,00"
"01054009";"Aventoft";"Gemeinden";"14,00";"19,00";"19,00";"15,00";"11,00";"10,00";"8,00";"7,00"
"01054010";"Bargum";"Gemeinden";"30,00";"23,00";"26,00";"20,00";"13,00";"12,00";"16,00";"11,00"
"01054011";"Behrendorf";"Gemeinden";"18,00";"15,00";"22,00";"14,00";"15,00";"10,00";"5,00";"9,00"
"01054012";"Bohmstedt";"Gemeinden";"33,00";"29,00";"42,00";"27,00";"22,00";"20,00";"21,00";"21,00"
"01054013";"Bondelum";"Gemeinden";"6,00";"10,00";"13,00";"11,00";"6,00";"8,00";"4,00";"4,00"
"01054014";"Bordelum";"Gemeinden";"90,00";"83,00";"114,00";"82,00";"78,00";"70,00";"50,00";"42,00"
"01054015";"Borgsum";"Gemeinden";"6,00";"11,00";"8,00";"4,00";"3,00";"6,00";"7,00";"6,00"
"01054016";"Bosbüll";"Gemeinden";"8,00";"5,00";"10,00";"10,00";"7,00";"8,00";"7,00";"8,00"
"01054017";"Braderup";"Gemeinden";"27,00";"23,00";"31,00";"25,00";"15,00";"18,00";"16,00";"13,00"
"01054018";"Bramstedtlund";"Gemeinden";"7,00";"10,00";"11,00";"9,00";"6,00";"8,00";"4,00";"3,00"
"01054019";"Bredstedt, Stadt";"Gemeinden";"238,00";"243,00";"312,00";"301,00";"237,00";"275,00";"280,00";"285,00"
"01054020";"Breklum";"Gemeinden";"73,00";"62,00";"92,00";"61,00";"62,00";"59,00";"43,00";"40,00"
"01054022";"Dagebüll";"Gemeinden";"31,00";"30,00";"42,00";"34,00";"22,00";"12,00";"14,00";"10,00"
"01054023";"Drage";"Gemeinden";"14,00";"21,00";"26,00";"18,00";"13,00";"15,00";"12,00";"12,00"
"01054024";"Drelsdorf";"Gemeinden";"27,00";"33,00";"68,00";"45,00";"35,00";"29,00";"27,00";"26,00"
"01054025";"Dunsum";"Gemeinden";"1,00";"2,00";"2,00";"1,00";"1,00";"0,00";"1,00";"0,00"
"01054026";"Elisabeth-Sophien-Koog";"Gemeinden";"0,00";"1,00";"0,00";"0,00";"1,00";"1,00";"0,00";"1,00"
"01054027";"Ellhöft";"Gemeinden";"5,00";"5,00";"5,00";"4,00";"3,00";"4,00";"6,00";"3,00"
"01054032";"Fresendelf";"Gemeinden";"4,00";"3,00";"9,00";"3,00";"4,00";"4,00";"2,00";"1,00"
"01054033";"Friedrichstadt, Stadt";"Gemeinden";"117,00";"139,00";"192,00";"165,00";"151,00";"161,00";"110,00";"90,00"
"01054034";"Friedrich-Wilhelm-Lübke-Koog";"Gemeinden";"1,00";"3,00";"3,00";"2,00";"3,00";"3,00";"4,00";"3,00"
"01054035";"Garding, Kirchspiel";"Gemeinden";"3,00";"11,00";"11,00";"5,00";"3,00";"4,00";"4,00";"2,00"
"01054036";"Garding, Stadt";"Gemeinden";"142,00";"117,00";"194,00";"147,00";"141,00";"135,00";"92,00";"84,00"
"01054037";"Goldebek";"Gemeinden";"8,00";"11,00";"11,00";"6,00";"8,00";"7,00";"6,00";"5,00"
"01054038";"Goldelund";"Gemeinden";"13,00";"17,00";"23,00";"14,00";"16,00";"9,00";"10,00";"10,00"
"01054039";"Gröde";"Gemeinden";"2,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"01054040";"Grothusenkoog";"Gemeinden";"0,00";"0,00";"0,00";"1,00";"0,00";"0,00";"0,00";"0,00"
"01054041";"Haselund";"Gemeinden";"31,00";"25,00";"41,00";"26,00";"27,00";"24,00";"9,00";"13,00"
"01054042";"Hattstedt";"Gemeinden";"90,00";"77,00";"111,00";"86,00";"68,00";"69,00";"55,00";"47,00"
"01054043";"Hattstedtermarsch";"Gemeinden";"9,00";"6,00";"11,00";"8,00";"7,00";"9,00";"7,00";"3,00"
"01054045";"Högel";"Gemeinden";"17,00";"18,00";"27,00";"16,00";"9,00";"12,00";"9,00";"8,00"
"01054046";"Hörnum (Sylt)";"Gemeinden";"36,00";"30,00";"37,00";"24,00";"21,00";"17,00";"8,00";"13,00"
"01054048";"Holm";"Gemeinden";"1,00";"1,00";"0,00";"1,00";"1,00";"0,00";"2,00";"2,00"
"01054050";"Hallig Hooge";"Gemeinden";"7,00";"5,00";"8,00";"6,00";"2,00";"4,00";"4,00";"4,00"
"01054052";"Horstedt";"Gemeinden";"22,00";"25,00";"35,00";"21,00";"20,00";"17,00";"10,00";"10,00"
"01054054";"Hude";"Gemeinden";"7,00";"9,00";"11,00";"7,00";"4,00";"5,00";"4,00";"5,00"
"01054055";"Humptrup";"Gemeinden";"23,00";"18,00";"22,00";"16,00";"18,00";"14,00";"14,00";"12,00"
"01054056";"Husum, Stadt";"Gemeinden";"1.319,00";"1.107,00";"1.539,00";"1.293,00";"1.405,00";"1.463,00";"1.095,00";"1.062,00"
"01054057";"Immenstedt";"Gemeinden";"23,00";"12,00";"23,00";"16,00";"16,00";"10,00";"12,00";"13,00"
"01054059";"Joldelund";"Gemeinden";"20,00";"20,00";"36,00";"23,00";"19,00";"11,00";"8,00";"15,00"
"01054061";"Kampen (Sylt)";"Gemeinden";"13,00";"17,00";"11,00";"9,00";"7,00";"4,00";"6,00";"5,00"
"01054062";"Karlum";"Gemeinden";"6,00";"6,00";"7,00";"9,00";"4,00";"4,00";"5,00";"2,00"
"01054063";"Katharinenheerd";"Gemeinden";"9,00";"5,00";"10,00";"4,00";"1,00";"1,00";"1,00";"4,00"
"01054065";"Klanxbüll";"Gemeinden";"34,00";"43,00";"54,00";"38,00";"25,00";"31,00";"21,00";"21,00"
"01054068";"Klixbüll";"Gemeinden";"26,00";"31,00";"46,00";"30,00";"31,00";"24,00";"24,00";"34,00"
"01054070";"Koldenbüttel";"Gemeinden";"23,00";"25,00";"33,00";"25,00";"25,00";"23,00";"17,00";"18,00"
"01054071";"Kolkerheide";"Gemeinden";"1,00";"2,00";"0,00";"2,00";"0,00";"0,00";"1,00";"1,00"
"01054072";"Kotzenbüll";"Gemeinden";"11,00";"9,00";"14,00";"11,00";"11,00";"9,00";"2,00";"5,00"
"01054073";"Ladelund";"Gemeinden";"60,00";"61,00";"58,00";"58,00";"44,00";"33,00";"26,00";"25,00"
"01054074";"Langeneß";"Gemeinden";"1,00";"2,00";"0,00";"2,00";"6,00";"2,00";"5,00";"5,00"
"01054075";"Langenhorn";"Gemeinden";"104,00";"123,00";"170,00";"114,00";"101,00";"110,00";"90,00";"72,00"
"01054076";"Leck";"Gemeinden";"301,00";"284,00";"392,00";"422,00";"369,00";"378,00";"349,00";"367,00"
"01054077";"Lexgaard";"Gemeinden";"1,00";"2,00";"4,00";"2,00";"4,00";"0,00";"2,00";"1,00"
"01054078";"List auf Sylt";"Gemeinden";"67,00";"63,00";"71,00";"39,00";"34,00";"30,00";"39,00";"39,00"
"01054079";"Löwenstedt";"Gemeinden";"18,00";"18,00";"29,00";"18,00";"11,00";"11,00";"9,00";"8,00"
"01054080";"Lütjenholm";"Gemeinden";"15,00";"9,00";"16,00";"18,00";"11,00";"10,00";"6,00";"7,00"
"01054083";"Midlum";"Gemeinden";"13,00";"9,00";"21,00";"9,00";"7,00";"8,00";"7,00";"3,00"
"01054084";"Mildstedt";"Gemeinden";"89,00";"86,00";"123,00";"84,00";"90,00";"74,00";"60,00";"60,00"
"01054085";"Nebel";"Gemeinden";"25,00";"22,00";"32,00";"19,00";"14,00";"19,00";"22,00";"15,00"
"01054086";"Neukirchen";"Gemeinden";"45,00";"47,00";"63,00";"47,00";"42,00";"28,00";"34,00";"24,00"
"01054087";"Nieblum";"Gemeinden";"24,00";"20,00";"27,00";"13,00";"14,00";"9,00";"9,00";"11,00"
"01054088";"Niebüll, Stadt";"Gemeinden";"299,00";"339,00";"481,00";"408,00";"353,00";"296,00";"285,00";"253,00"
"01054089";"Norddorf auf Amrum";"Gemeinden";"22,00";"26,00";"29,00";"20,00";"17,00";"15,00";"16,00";"12,00"
"01054090";"Norderfriedrichskoog";"Gemeinden";"0,00";"0,00";"0,00";"2,00";"0,00";"0,00";"1,00";"0,00"
"01054091";"Nordstrand";"Gemeinden";"93,00";"92,00";"119,00";"65,00";"67,00";"69,00";"60,00";"65,00"
"01054092";"Norstedt";"Gemeinden";"14,00";"11,00";"15,00";"14,00";"12,00";"12,00";"7,00";"6,00"
"01054093";"Ockholm";"Gemeinden";"16,00";"10,00";"15,00";"14,00";"9,00";"8,00";"8,00";"4,00"
"01054094";"Oevenum";"Gemeinden";"20,00";"16,00";"27,00";"14,00";"14,00";"11,00";"6,00";"9,00"
"01054095";"Oldenswort";"Gemeinden";"52,00";"54,00";"73,00";"43,00";"44,00";"39,00";"28,00";"31,00"
"01054096";"Oldersbek";"Gemeinden";"18,00";"23,00";"41,00";"25,00";"26,00";"21,00";"16,00";"14,00"
"01054097";"Olderup";"Gemeinden";"14,00";"13,00";"19,00";"19,00";"16,00";"10,00";"12,00";"9,00"
"01054098";"Oldsum";"Gemeinden";"13,00";"18,00";"16,00";"11,00";"6,00";"8,00";"8,00";"6,00"
"01054099";"Ostenfeld (Husum)";"Gemeinden";"51,00";"53,00";"70,00";"49,00";"43,00";"36,00";"26,00";"26,00"
"01054100";"Osterhever";"Gemeinden";"8,00";"7,00";"9,00";"3,00";"2,00";"3,00";"4,00";"1,00"
"01054101";"Oster-Ohrstedt";"Gemeinden";"33,00";"29,00";"39,00";"26,00";"20,00";"16,00";"17,00";"21,00"
"01054103";"Pellworm";"Gemeinden";"50,00";"36,00";"47,00";"29,00";"21,00";"25,00";"27,00";"22,00"
"01054104";"Poppenbüll";"Gemeinden";"7,00";"10,00";"14,00";"5,00";"2,00";"1,00";"2,00";"5,00"
"01054105";"Ramstedt";"Gemeinden";"16,00";"13,00";"12,00";"14,00";"9,00";"9,00";"10,00";"7,00"
"01054106";"Rantrum";"Gemeinden";"56,00";"50,00";"72,00";"41,00";"48,00";"39,00";"28,00";"31,00"
"01054108";"Reußenköge";"Gemeinden";"8,00";"9,00";"14,00";"9,00";"7,00";"3,00";"2,00";"6,00"
"01054109";"Risum-Lindholm";"Gemeinden";"97,00";"114,00";"120,00";"103,00";"93,00";"76,00";"69,00";"59,00"
"01054110";"Rodenäs";"Gemeinden";"17,00";"27,00";"16,00";"12,00";"11,00";"12,00";"9,00";"8,00"
"01054113";"Sankt Peter-Ording";"Gemeinden";"185,00";"149,00";"159,00";"131,00";"113,00";"105,00";"77,00";"82,00"
"01054116";"Schwabstedt";"Gemeinden";"65,00";"41,00";"73,00";"49,00";"46,00";"59,00";"42,00";"47,00"
"01054118";"Schwesing";"Gemeinden";"27,00";"27,00";"38,00";"30,00";"28,00";"24,00";"22,00";"23,00"
"01054119";"Seeth";"Gemeinden";"16,00";"19,00";"18,00";"21,00";"20,00";"16,00";"10,00";"10,00"
"01054120";"Simonsberg";"Gemeinden";"28,00";"28,00";"37,00";"32,00";"29,00";"22,00";"17,00";"16,00"
"01054121";"Sönnebüll";"Gemeinden";"6,00";"12,00";"10,00";"9,00";"10,00";"11,00";"5,00";"5,00"
"01054123";"Sollwitt";"Gemeinden";"6,00";"6,00";"8,00";"6,00";"6,00";"6,00";"4,00";"7,00"
"01054124";"Sprakebüll";"Gemeinden";"9,00";"9,00";"11,00";"6,00";"9,00";"3,00";"6,00";"6,00"
"01054125";"Stadum";"Gemeinden";"28,00";"25,00";"31,00";"31,00";"31,00";"24,00";"24,00";"31,00"
"01054126";"Stedesand";"Gemeinden";"31,00";"22,00";"30,00";"22,00";"17,00";"14,00";"16,00";"10,00"
"01054128";"Struckum";"Gemeinden";"28,00";"34,00";"46,00";"31,00";"23,00";"34,00";"17,00";"17,00"
"01054129";"Süderende";"Gemeinden";"6,00";"4,00";"4,00";"2,00";"2,00";"2,00";"1,00";"3,00"
"01054130";"Süderhöft";"Gemeinden";"1,00";"0,00";"0,00";"1,00";"0,00";"0,00";"0,00";"0,00"
"01054131";"Süderlügum";"Gemeinden";"76,00";"71,00";"85,00";"71,00";"67,00";"50,00";"57,00";"45,00"
"01054132";"Südermarsch";"Gemeinden";"7,00";"5,00";"0,00";"7,00";"5,00";"6,00";"6,00";"2,00"
"01054134";"Tating";"Gemeinden";"42,00";"46,00";"65,00";"39,00";"30,00";"36,00";"20,00";"20,00"
"01054135";"Tetenbüll";"Gemeinden";"20,00";"23,00";"19,00";"14,00";"11,00";"10,00";"11,00";"23,00"
"01054136";"Tinningstedt";"Gemeinden";"6,00";"8,00";"7,00";"6,00";"8,00";"10,00";"8,00";"6,00"
"01054138";"Tönning, Stadt";"Gemeinden";"334,00";"256,00";"351,00";"273,00";"243,00";"245,00";"181,00";"158,00"
"01054140";"Tümlauer Koog";"Gemeinden";"5,00";"3,00";"0,00";"81,00";"2,00";"4,00";"2,00";"2,00"
"01054141";"Uelvesbüll";"Gemeinden";"7,00";"6,00";"8,00";"6,00";"6,00";"4,00";"3,00";"4,00"
"01054142";"Uphusum";"Gemeinden";"12,00";"14,00";"12,00";"12,00";"6,00";"8,00";"11,00";"5,00"
"01054143";"Utersum";"Gemeinden";"12,00";"11,00";"11,00";"6,00";"8,00";"9,00";"6,00";"5,00"
"01054144";"Viöl";"Gemeinden";"53,00";"53,00";"80,00";"73,00";"70,00";"56,00";"39,00";"30,00"
"01054145";"Vollerwiek";"Gemeinden";"5,00";"8,00";"13,00";"6,00";"5,00";"7,00";"5,00";"2,00"
"01054146";"Vollstedt";"Gemeinden";"1,00";"3,00";"5,00";"6,00";"4,00";"3,00";"5,00";"3,00"
"01054148";"Welt";"Gemeinden";"9,00";"6,00";"10,00";"6,00";"4,00";"3,00";"3,00";"2,00"
"01054149";"Wenningstedt-Braderup (Sylt)";"Gemeinden";"54,00";"62,00";"55,00";"35,00";"24,00";"24,00";"29,00";"25,00"
"01054150";"Westerhever";"Gemeinden";"10,00";"6,00";"8,00";"3,00";"3,00";"2,00";"2,00";"1,00"
"01054152";"Wester-Ohrstedt";"Gemeinden";"38,00";"44,00";"55,00";"45,00";"44,00";"44,00";"25,00";"28,00"
"01054154";"Westre";"Gemeinden";"16,00";"11,00";"12,00";"10,00";"6,00";"11,00";"7,00";"11,00"
"01054156";"Winnert";"Gemeinden";"27,00";"30,00";"32,00";"30,00";"25,00";"23,00";"14,00";"16,00"
"01054157";"Wisch";"Gemeinden";"3,00";"1,00";"5,00";"3,00";"2,00";"2,00";"0,00";"1,00"
"01054158";"Witsum";"Gemeinden";"0,00";"1,00";"0,00";"2,00";"1,00";"1,00";"0,00";"0,00"
"01054159";"Wittbek";"Gemeinden";"25,00";"25,00";"34,00";"30,00";"24,00";"19,00";"12,00";"14,00"
"01054160";"Wittdün auf Amrum";"Gemeinden";"28,00";"35,00";"36,00";"27,00";"23,00";"36,00";"32,00";"22,00"
"01054161";"Witzwort";"Gemeinden";"45,00";"32,00";"42,00";"29,00";"33,00";"30,00";"21,00";"22,00"
"01054162";"Wobbenbüll";"Gemeinden";"17,00";"13,00";"17,00";"12,00";"7,00";"6,00";"4,00";"6,00"
"01054163";"Wrixum";"Gemeinden";"23,00";"20,00";"31,00";"15,00";"15,00";"16,00";"13,00";"11,00"
"01054164";"Wyk auf Föhr, Stadt";"Gemeinden";"190,00";"181,00";"229,00";"140,00";"129,00";"128,00";"117,00";"130,00"
"01054165";"Galmsbüll";"Gemeinden";"23,00";"17,00";"19,00";"14,00";"17,00";"17,00";"14,00";"8,00"
"01054166";"Emmelsbüll-Horsbüll";"Gemeinden";"32,00";"44,00";"51,00";"36,00";"38,00";"22,00";"23,00";"23,00"
"01054167";"Enge-Sande";"Gemeinden";"39,00";"32,00";"42,00";"31,00";"25,00";"25,00";"25,00";"20,00"
"01054168";"Sylt";"Gemeinden";"688,00";"615,00";"662,00";"387,00";"359,00";"319,00";"313,00";"281,00"
"01055001";"Ahrensbök";"Gemeinden";"330,00";"348,00";"493,00";"338,00";"291,00";"248,00";"245,00";"248,00"
"01055002";"Altenkrempe";"Gemeinden";"35,00";"28,00";"35,00";"28,00";"19,00";"14,00";"18,00";"12,00"
"01055004";"Bad Schwartau, Stadt";"Gemeinden";"796,00";"785,00";"994,00";"621,00";"503,00";"470,00";"518,00";"486,00"
"01055006";"Beschendorf";"Gemeinden";"22,00";"16,00";"19,00";"19,00";"18,00";"14,00";"16,00";"10,00"
"01055007";"Bosau";"Gemeinden";"134,00";"137,00";"197,00";"134,00";"131,00";"96,00";"71,00";"68,00"
"01055010";"Dahme";"Gemeinden";"85,00";"66,00";"74,00";"57,00";"45,00";"40,00";"36,00";"38,00"
"01055011";"Damlos";"Gemeinden";"28,00";"21,00";"29,00";"18,00";"11,00";"10,00";"10,00";"5,00"
"01055012";"Eutin, Stadt";"Gemeinden";"821,00";"742,00";"1.191,00";"814,00";"810,00";"799,00";"663,00";"647,00"
"01055014";"Göhl";"Gemeinden";"44,00";"51,00";"68,00";"54,00";"35,00";"26,00";"20,00";"20,00"
"01055015";"Gremersdorf";"Gemeinden";"63,00";"64,00";"80,00";"63,00";"44,00";"39,00";"30,00";"30,00"
"01055016";"Grömitz";"Gemeinden";"442,00";"388,00";"465,00";"313,00";"259,00";"220,00";"206,00";"189,00"
"01055017";"Großenbrode";"Gemeinden";"63,00";"76,00";"107,00";"68,00";"55,00";"51,00";"41,00";"55,00"
"01055018";"Grube";"Gemeinden";"59,00";"50,00";"69,00";"39,00";"34,00";"30,00";"28,00";"25,00"
"01055020";"Harmsdorf";"Gemeinden";"29,00";"22,00";"30,00";"26,00";"19,00";"18,00";"8,00";"14,00"
"01055021";"Heiligenhafen, Stadt";"Gemeinden";"392,00";"430,00";"585,00";"469,00";"358,00";"311,00";"277,00";"280,00"
"01055022";"Heringsdorf";"Gemeinden";"69,00";"67,00";"57,00";"43,00";"41,00";"41,00";"24,00";"27,00"
"01055023";"Kabelhorst";"Gemeinden";"27,00";"20,00";"22,00";"14,00";"8,00";"9,00";"8,00";"8,00"
"01055024";"Kasseedorf";"Gemeinden";"52,00";"54,00";"85,00";"43,00";"32,00";"28,00";"25,00";"30,00"
"01055025";"Kellenhusen (Ostsee)";"Gemeinden";"60,00";"61,00";"58,00";"47,00";"44,00";"36,00";"48,00";"42,00"
"01055027";"Lensahn";"Gemeinden";"230,00";"250,00";"358,00";"259,00";"202,00";"165,00";"147,00";"134,00"
"01055028";"Malente";"Gemeinden";"501,00";"433,00";"646,00";"474,00";"481,00";"472,00";"397,00";"371,00"
"01055029";"Manhagen";"Gemeinden";"17,00";"19,00";"26,00";"18,00";"13,00";"8,00";"7,00";"5,00"
"01055031";"Neukirchen";"Gemeinden";"61,00";"68,00";"84,00";"66,00";"40,00";"34,00";"36,00";"32,00"
"01055032";"Neustadt in Holstein, Stadt";"Gemeinden";"756,00";"699,00";"914,00";"633,00";"516,00";"404,00";"423,00";"423,00"
"01055033";"Oldenburg in Holstein, Stadt";"Gemeinden";"465,00";"443,00";"624,00";"495,00";"349,00";"331,00";"298,00";"301,00"
"01055035";"Ratekau";"Gemeinden";"648,00";"564,00";"776,00";"493,00";"397,00";"334,00";"325,00";"327,00"
"01055036";"Riepsdorf";"Gemeinden";"51,00";"46,00";"65,00";"31,00";"34,00";"26,00";"21,00";"22,00"
"01055037";"Schashagen";"Gemeinden";"101,00";"80,00";"110,00";"68,00";"61,00";"49,00";"45,00";"41,00"
"01055038";"Schönwalde am Bungsberg";"Gemeinden";"127,00";"111,00";"145,00";"77,00";"55,00";"44,00";"38,00";"50,00"
"01055039";"Sierksdorf";"Gemeinden";"66,00";"50,00";"64,00";"40,00";"31,00";"34,00";"38,00";"40,00"
"01055040";"Stockelsdorf";"Gemeinden";"631,00";"591,00";"673,00";"452,00";"337,00";"280,00";"326,00";"281,00"
"01055041";"Süsel";"Gemeinden";"179,00";"187,00";"258,00";"168,00";"142,00";"120,00";"101,00";"101,00"
"01055042";"Timmendorfer Strand";"Gemeinden";"934,00";"323,00";"422,00";"315,00";"252,00";"216,00";"212,00";"199,00"
"01055043";"Wangels";"Gemeinden";"95,00";"94,00";"135,00";"73,00";"62,00";"48,00";"38,00";"46,00"
"01055044";"Scharbeutz";"Gemeinden";"335,00";"416,00";"556,00";"365,00";"308,00";"261,00";"233,00";"222,00"
"01055046";"Fehmarn, Stadt";"Gemeinden";"577,00";"643,00";"720,00";"560,00";"454,00";"422,00";"396,00";"347,00"
"01056001";"Appen";"Gemeinden";"141,00";"127,00";"174,00";"87,00";"82,00";"86,00";"89,00";"97,00"
"01056002";"Barmstedt, Stadt";"Gemeinden";"398,00";"439,00";"537,00";"334,00";"295,00";"275,00";"280,00";"300,00"
"01056003";"Bevern";"Gemeinden";"13,00";"11,00";"13,00";"11,00";"9,00";"7,00";"8,00";"11,00"
"01056004";"Bilsen";"Gemeinden";"26,00";"20,00";"22,00";"21,00";"17,00";"16,00";"18,00";"18,00"
