Kennziffer;Raumeinheit;Aggregat;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo
;;;1998;2002;2005;2009;2013;2017;2021;2023
"01053079";"Labenz";"Gemeinden";"-1.216,67";"-959,26";"-743,75";"-1.115,38";"-818,92";"-616,67";"-696,08";"-628,33"
"01053080";"Langenlehsten";"Gemeinden";"-800,00";"-960,00";"-487,50";"-4.600,00";;;;
"01053081";"Lankau";"Gemeinden";"-1.141,67";"-1.644,44";"-2.216,67";"-1.066,67";"-794,12";"-742,11";"-1.066,67";"-581,48"
"01053082";"Lanze";"Gemeinden";"-971,43";"-2.075,00";"0,00";"-535,71";"-260,87";;;"-320,83"
"01053083";"Lauenburg/ Elbe, Stadt";"Gemeinden";"-11,94";"-11,78";"-19,01";"-25,27";"-23,54";"-17,17";"-15,01";"-30,81"
"01053084";"Lehmrade";"Gemeinden";"-44,66";"-551,85";"-73,91";"-120,48";"-164,79";"-157,53";"-84,88";"-145,68"
"01053085";"Linau";"Gemeinden";"-241,23";"-234,17";"-229,13";"-281,20";"-301,64";"-427,88";"-868,33";"-645,33"
"01053086";"Lüchow";"Gemeinden";"-1.500,00";"-2.233,33";"-1.075,00";"-1.714,29";"-1.016,67";"-461,90";;
"01053087";"Lütau";"Gemeinden";"-149,38";"-80,41";"-118,89";"-216,22";"-153,41";"-69,57";"-31,25";"-46,90"
"01053088";"Mechow";"Gemeinden";"-1.500,00";"-900,00";"-312,50";"-514,29";"-281,82";"0,00";"-418,18";"-280,00"
"01053089";"Möhnsen";"Gemeinden";"-1.415,38";"-194,12";"-279,63";"-219,40";"-214,86";"-32,16";"-7,30";"-1,65"
"01053090";"Mölln, Stadt";"Gemeinden";"7,62";"4,93";"4,59";"-3,98";"0,75";"7,04";"8,22";"6,82"
"01053091";"Mühlenrade";"Gemeinden";"-687,50";"-258,82";"0,00";"-337,50";"-273,68";;;
"01053092";"Müssen";"Gemeinden";"-38,50";"-69,57";"-192,63";"-260,23";"-331,71";"-277,19";"-317,46";"-297,78"
"01053093";"Mustin";"Gemeinden";"-258,06";"-244,62";"-254,10";"-174,68";"-328,81";"-243,06";"-207,23";"-234,62"
"01053094";"Niendorf bei Berkenthin";"Gemeinden";"-326,67";"-1.600,00";"-677,78";"-1.750,00";"-264,71";;;
"01053095";"Niendorf/ Stecknitz";"Gemeinden";"-443,18";"-223,29";"-444,68";"-1.311,76";"-269,12";"-1.138,10";"-986,36";"-1.039,13"
"01053096";"Nusse";"Gemeinden";"-157,38";"-140,71";"-101,32";"-171,97";"-76,56";"-66,54";"-83,93";"-95,02"
"01053097";"Panten";"Gemeinden";"-314,29";"-526,92";"-394,74";"-425,71";"-436,59";"-413,04";"-343,55";"-379,31"
"01053098";"Pogeez";"Gemeinden";"-101,79";"-98,36";"-547,06";"-293,10";"-652,63";"-57,66";"-32,87";"-21,59"
"01053099";"Poggensee";"Gemeinden";"-1.014,29";"0,00";"0,00";"-87,50";"-274,07";;;
"01053100";"Ratzeburg, Stadt";"Gemeinden";"16,13";"20,95";"18,72";"17,89";"13,77";"11,91";"13,01";"14,86"
"01053101";"Ritzerau";"Gemeinden";"-2.400,00";"-1.185,71";"0,00";"-4.800,00";"-267,74";;;
"01053102";"Römnitz";"Gemeinden";"9,09";"-200,00";"0,00";"-50,00";"-300,00";;;"-61,54"
"01053103";"Rondeshagen";"Gemeinden";"-247,54";"-240,62";"-258,73";"-263,93";"-255,56";"-323,94";"-278,57";"-168,38"
"01053104";"Roseburg";"Gemeinden";"-212,77";"-188,89";"-201,85";"-235,29";"-230,16";"-333,33";"-340,82";"-314,55"
"01053105";"Sachsenwald (Forstgutsbez.),gemfr.Geb.";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"100,00";;;
"01053106";"Sahms";"Gemeinden";"-347,62";"-390,00";"0,00";"-350,00";"-469,23";"-229,63";;
"01053107";"Salem";"Gemeinden";"-155,10";"-223,81";"-211,11";"-321,95";"-306,25";"-341,18";"-391,49";"-316,00"
"01053108";"Sandesneben";"Gemeinden";"-124,17";"-109,62";"-118,60";"-80,47";"-62,44";"-46,33";"-58,23";"-66,12"
"01053109";"Schiphorst";"Gemeinden";"-278,57";"-460,00";"-529,03";"-792,31";"-686,67";"-1.063,64";"-919,23";"-1.025,93"
"01053110";"Schmilau";"Gemeinden";"-86,96";"-110,39";"-101,12";"-28,51";"-18,91";"36,63";"2,17";"-86,23"
"01053111";"Schnakenbek";"Gemeinden";"-628,95";"-418,18";"-560,98";"-521,28";"-691,89";"-527,08";"-656,10";"-632,56"
"01053112";"Schönberg";"Gemeinden";"-144,57";"-160,89";"-227,74";"-260,42";"-332,85";"-288,08";"-407,63";"-416,54"
"01053113";"Schretstaken";"Gemeinden";"-1.200,00";"-1.358,33";"-925,00";"-451,61";"-382,50";"-448,48";"-900,00";"-1.093,33"
"01053114";"Schürensöhlen";"Gemeinden";"-179,17";"-384,62";"-480,00";"-1.666,67";"-271,43";;"-588,89";"-438,46"
"01053115";"Schulendorf";"Gemeinden";"-426,92";"-293,55";"-1.030,77";"-1.200,00";"-686,96";"-488,89";"-480,00";"-516,13"
"01053116";"Schwarzenbek, Stadt";"Gemeinden";"-13,09";"-11,63";"-18,94";"-13,42";"-22,93";"-22,17";"-24,59";"-40,59"
"01053117";"Seedorf";"Gemeinden";"-314,29";"-177,08";"-101,49";"-120,00";"-106,49";"-133,33";"-90,43";"-91,18"
"01053118";"Siebenbäumen";"Gemeinden";"-600,00";"-592,31";"-762,50";"-878,26";"-1.009,52";;"-633,33";"-851,72"
"01053119";"Siebeneichen";"Gemeinden";"-183,87";"-584,62";"-383,33";"-740,00";"-167,57";"-63,49";"-10,00";
"01053120";"Sierksrade";"Gemeinden";"-663,16";"-568,18";"-946,15";"-1.015,38";"-1.163,64";;"-2.087,50";
"01053121";"Sirksfelde";"Gemeinden";"-635,71";"-337,04";"-317,86";"-380,77";"-268,57";;;"0,00"
"01053122";"Steinhorst";"Gemeinden";"-1.492,31";"-1.854,55";"-1.863,64";"-2.512,50";;;;
"01053123";"Sterley";"Gemeinden";"24,27";"-85,71";"-94,29";"-108,72";"-90,50";"-97,34";"-105,24";"-96,04"
"01053124";"Stubben";"Gemeinden";"-197,73";"-425,93";"-1.511,11";"-1.455,56";"-275,00";"-207,55";"-348,48";"-403,12"
"01053125";"Talkau";"Gemeinden";"-186,57";"-394,59";"-490,32";"-462,16";"-367,44";"-421,62";"-388,57";"-441,94"
"01053126";"Tramm";"Gemeinden";"-116,00";"-220,59";"0,00";"-176,19";"-312,90";"-255,00";"-313,51";"-268,29"
"01053127";"Walksfelde";"Gemeinden";"-544,44";"0,00";"0,00";"0,00";"-280,00";;;
"01053128";"Wangelau";"Gemeinden";"-850,00";"-476,92";"-181,82";"-472,73";"-463,64";;"-220,00";
"01053129";"Wentorf bei Hamburg";"Gemeinden";"-82,30";"-106,09";"-95,06";"-76,67";"-88,63";"-99,26";"-98,98";"-106,51"
"01053130";"Wentorf (Amt Sandesneben)";"Gemeinden";"-288,46";"-561,11";"-703,33";"-424,44";"-608,33";"-469,81";"-459,32";"-650,00"
"01053131";"Wiershop";"Gemeinden";"-44,83";"-291,67";"0,00";"37,25";"-272,22";;;
"01053132";"Witzeeze";"Gemeinden";"-311,29";"-232,39";"-241,67";"-203,37";"-272,50";"-210,78";"-263,73";"-287,63"
"01053133";"Wohltorf";"Gemeinden";"-178,50";"-206,06";"-205,95";"-345,71";"-366,91";"-280,53";"-252,29";"-271,16"
"01053134";"Woltersdorf";"Gemeinden";"-825,00";"-91,89";"-219,23";"-184,38";"-103,64";"-60,00";"-37,84";"-50,70"
"01053135";"Worth";"Gemeinden";"-145,45";"-182,35";"-268,75";"-195,65";"-278,95";;;
"01053136";"Ziethen";"Gemeinden";"-280,00";"-326,67";"-188,12";"-409,09";"-316,09";"-292,08";"-272,17";"-245,67"
"01054001";"Achtrup";"Gemeinden";"-226,61";"-275,61";"-296,49";"-336,11";"-279,85";"-302,24";"-226,44";"-232,57"
"01054002";"Ahrenshöft";"Gemeinden";"28,91";"-23,58";"-10,37";"26,82";"-8,92";"-9,50";"-24,69";"-22,73"
"01054003";"Ahrenviöl";"Gemeinden";"-191,49";"-155,56";"-101,41";"-35,14";"-27,94";"-208,96";"-133,33";"-105,88"
"01054004";"Ahrenviölfeld";"Gemeinden";"-220,00";"-1.400,00";"-900,00";"-966,67";"-378,57";;"-600,00";"-711,11"
"01054005";"Alkersum";"Gemeinden";"-44,55";"-64,36";"-73,97";"-35,29";"-21,05";"-8,78";"0,61";"2,42"
"01054006";"Almdorf";"Gemeinden";"-619,05";"-1.744,44";"-1.135,71";"-2.571,43";"-361,90";;"-1.176,47";"-1.592,31"
"01054007";"Arlewatt";"Gemeinden";"-152,94";"-256,67";"-196,88";"-152,50";"-52,94";;"-33,67";
"01054009";"Aventoft";"Gemeinden";"13,79";"3,29";"-26,36";"-43,82";"-28,44";"-20,69";"-21,85";"-28,70"
"01054010";"Bargum";"Gemeinden";"-44,14";"-131,76";"-102,50";"-200,00";"-195,38";"-319,61";"-342,86";"-364,71"
"01054011";"Behrendorf";"Gemeinden";"-118,92";"-97,78";"-87,88";"-62,28";"-40,15";"-73,77";"-86,29";"-85,71"
"01054012";"Bohmstedt";"Gemeinden";"-272,41";"-294,64";"-313,21";"-219,44";"-133,64";"-157,94";"-142,98";"-156,80"
"01054013";"Bondelum";"Gemeinden";"-333,33";"-628,57";"-566,67";"-353,85";"-364,29";;;
"01054014";"Bordelum";"Gemeinden";"-67,55";"-95,33";"-116,94";"-112,28";"-91,81";"-76,25";"-80,81";"-80,05"
"01054015";"Borgsum";"Gemeinden";"-243,75";"-440,48";"-313,79";"-243,24";"-252,38";"-305,71";"-156,36";"-220,93"
"01054016";"Bosbüll";"Gemeinden";"-409,09";"-633,33";"-775,00";"-7.800,00";"-355,56";;"-1.760,00";"-1.055,56"
"01054017";"Braderup";"Gemeinden";"-358,70";"-364,29";"-314,89";"-159,72";"-104,04";"-158,24";"-125,23";"-112,71"
"01054018";"Bramstedtlund";"Gemeinden";"-37,50";"-26,00";"30,12";"40,91";"-350,00";"-165,38";"-85,37";"-67,39"
"01054019";"Bredstedt, Stadt";"Gemeinden";"10,66";"12,66";"19,50";"22,56";"18,88";"-4,11";"-2,35";"0,05"
"01054020";"Breklum";"Gemeinden";"-13,20";"-21,76";"-37,30";"-84,54";"-61,11";"45,25";"49,82";"52,71"
"01054022";"Dagebüll";"Gemeinden";"-42,86";"19,86";"17,20";"-51,01";"-50,00";"-39,35";"-24,19";"-17,92"
"01054023";"Drage";"Gemeinden";"-102,99";"-76,00";"-165,45";"-138,33";"-132,00";"-129,55";"-64,12";"-66,41"
"01054024";"Drelsdorf";"Gemeinden";"-109,20";"-110,11";"-127,54";"-110,95";"-128,50";"-152,02";"-205,88";"-253,55"
"01054025";"Dunsum";"Gemeinden";"-500,00";"0,00";"-316,67";"-280,00";"-340,00";;;
"01054026";"Elisabeth-Sophien-Koog";"Gemeinden";"50,00";"0,00";"0,00";"-50,00";"-250,00";;"40,00";"0,00"
"01054027";"Ellhöft";"Gemeinden";"-360,00";"-800,00";"-480,00";"-933,33";"-172,73";"-128,57";"-280,00";"-146,15"
"01054032";"Fresendelf";"Gemeinden";"0,00";"-800,00";"0,00";"-2.400,00";;;;
"01054033";"Friedrichstadt, Stadt";"Gemeinden";"-16,48";"-34,64";"-20,48";"-18,31";"-11,42";"0,98";"-10,05";"-10,12"
"01054034";"Friedrich-Wilhelm-Lübke-Koog";"Gemeinden";"-55,56";"-128,57";"-73,91";"-111,76";"-92,31";"-67,57";"-51,22";"-45,45"
"01054035";"Garding, Kirchspiel";"Gemeinden";"0,00";"0,00";"-43,75";"-38,71";"-68,97";"0,00";"47,69";"41,51"
"01054036";"Garding, Stadt";"Gemeinden";"-14,77";"-4,55";"-28,15";"-41,40";"-37,17";"-48,25";"-47,83";"-55,74"
"01054037";"Goldebek";"Gemeinden";"-1.166,67";"-533,33";"-473,33";"-880,00";"-365,38";"-282,76";;
"01054038";"Goldelund";"Gemeinden";"-421,05";"-295,83";"-426,32";"-220,00";"-185,00";"-335,48";"-342,86";"-360,00"
"01054039";"Gröde";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"01054040";"Grothusenkoog";"Gemeinden";"-100,00";"-83,33";"0,00";"58,33";"-60,00";;;
"01054041";"Haselund";"Gemeinden";"-75,66";"-156,52";"-97,20";"-77,47";"-47,60";"-30,03";"-4,85";"2,63"
"01054042";"Hattstedt";"Gemeinden";"-196,17";"-208,26";"-211,30";"-254,42";"-252,99";"-243,45";"-238,36";"-243,64"
"01054043";"Hattstedtermarsch";"Gemeinden";"-187,50";"-47,62";"-159,09";"-216,67";"-363,16";"-134,09";"-96,43";"-43,06"
"01054045";"Högel";"Gemeinden";"-356,00";"-555,56";"-354,55";"-466,67";"-526,32";"-362,07";"-507,14";"-507,14"
"01054046";"Hörnum (Sylt)";"Gemeinden";"-53,49";"-32,46";"-50,52";"-2,16";"-43,32";"-27,53";"-17,54";"-18,38"
"01054048";"Holm";"Gemeinden";"-88,89";"0,00";"-60,00";"-171,43";;;;"-1.333,33"
"01054050";"Hallig Hooge";"Gemeinden";"28,00";"7,14";"17,95";"10,81";"0,00";"4,35";"-31,58";"-11,54"
"01054052";"Horstedt";"Gemeinden";"-623,33";"-793,33";"-640,00";"-670,97";"-467,39";"-174,55";"-237,96";"-91,85"
"01054054";"Hude";"Gemeinden";"-370,00";"-628,57";"-716,67";"-1.325,00";"-346,15";;;
"01054055";"Humptrup";"Gemeinden";"-607,41";"-890,00";"-520,00";"-588,89";"-648,28";"-716,67";"-520,00";"-391,38"
"01054056";"Husum, Stadt";"Gemeinden";"39,53";"44,37";"47,27";"51,42";"53,71";"52,82";"51,30";"50,33"
"01054057";"Immenstedt";"Gemeinden";"-708,70";"-869,57";"-720,83";"-887,50";"-1.142,11";"-992,86";"-840,00";"-982,14"
"01054059";"Joldelund";"Gemeinden";"-496,97";"-306,00";"-294,00";"-180,26";"-352,94";"-311,11";"-216,67";"-199,00"
"01054061";"Kampen (Sylt)";"Gemeinden";"54,02";"58,94";"64,90";"69,60";"70,26";"67,09";"61,88";"63,75"
"01054062";"Karlum";"Gemeinden";"-370,00";"-470,00";"-487,50";"-410,00";"-463,64";"-850,00";"-437,50";"-533,33"
"01054063";"Katharinenheerd";"Gemeinden";"-462,50";"0,00";"0,00";"-2.500,00";"-372,73";;;
"01054065";"Klanxbüll";"Gemeinden";"-341,18";"-278,16";"-238,14";"-298,84";"-221,90";"-307,69";"-240,44";"-188,27"
"01054068";"Klixbüll";"Gemeinden";"-271,43";"-302,78";"-512,24";"-512,24";"-303,85";"-316,28";"-354,22";"-490,00"
"01054070";"Koldenbüttel";"Gemeinden";"-839,13";"-1.294,44";"-1.180,00";"-917,86";"-1.170,83";"-786,84";"-486,57";"-390,00"
"01054071";"Kolkerheide";"Gemeinden";"0,00";"0,00";"-233,33";"-533,33";"-350,00";;;
"01054072";"Kotzenbüll";"Gemeinden";"-300,00";"-550,00";"-687,50";"-490,91";"-268,42";;;
"01054073";"Ladelund";"Gemeinden";"-82,41";"-97,85";"-84,49";"-154,19";"-142,86";"-145,90";"-243,36";"-228,29"
"01054074";"Langeneß";"Gemeinden";"-128,57";"-133,33";"-100,00";"-93,75";"-160,00";"-95,83";"-96,00";"-65,52"
"01054075";"Langenhorn";"Gemeinden";"-70,59";"-71,35";"-59,12";"-49,26";"-58,03";"-45,56";"-53,09";"-62,34"
"01054076";"Leck";"Gemeinden";"-2,96";"-0,52";"3,65";"-9,20";"-17,38";"-25,88";"-18,32";"-17,48"
"01054077";"Lexgaard";"Gemeinden";"-433,33";"0,00";"0,00";"-2.000,00";;;"-314,29";
"01054078";"List auf Sylt";"Gemeinden";"-28,97";"-26,06";"-10,55";"-4,01";"-1,28";"0,88";"-5,99";"-1,36"
"01054079";"Löwenstedt";"Gemeinden";"-214,52";"-242,37";"-506,45";"-269,81";"-182,05";"-193,41";"-221,88";"-241,94"
"01054080";"Lütjenholm";"Gemeinden";"-321,74";"-216,67";"-708,33";"-444,44";"-556,25";"-881,82";"-915,38";"-793,75"
"01054083";"Midlum";"Gemeinden";"-151,11";"-152,94";"-114,93";"-166,04";"-102,50";"-101,04";"-85,26";"-74,19"
"01054084";"Mildstedt";"Gemeinden";"-120,20";"-99,60";"-90,52";"-92,35";"-101,61";"-111,44";"-97,93";"-102,39"
"01054085";"Nebel";"Gemeinden";"0,49";"-13,46";"-9,67";"-10,45";"-5,03";"3,94";"-0,45";"3,28"
"01054086";"Neukirchen";"Gemeinden";"-138,67";"-170,71";"-154,55";"-179,14";"-171,52";"-122,45";"-112,74";"-121,84"
"01054087";"Nieblum";"Gemeinden";"-14,65";"-3,31";"-22,73";"-24,82";"-10,42";"-4,76";"-5,34";"6,11"
"01054088";"Niebüll, Stadt";"Gemeinden";"17,41";"5,85";"14,52";"15,03";"18,26";"9,95";"6,31";"5,67"
"01054089";"Norddorf auf Amrum";"Gemeinden";"29,32";"37,99";"27,15";"42,89";"34,62";"35,11";"26,39";"29,71"
"01054090";"Norderfriedrichskoog";"Gemeinden";"90,62";"89,31";"95,41";"93,58";"86,75";"82,24";"71,74";"53,66"
"01054091";"Nordstrand";"Gemeinden";"-32,52";"-52,81";"-82,03";"-104,55";"-85,71";"-135,89";"-150,54";"-144,37"
"01054092";"Norstedt";"Gemeinden";"-400,00";"-680,00";"-1.950,00";"-2.183,33";"-360,00";;;
"01054093";"Ockholm";"Gemeinden";"-112,50";"-229,63";"-277,27";"-86,36";"-95,83";"-87,50";"-53,45";"-42,03"
"01054094";"Oevenum";"Gemeinden";"-138,03";"-171,01";"-159,02";"-79,59";"9,28";"1,08";"-15,38";"-15,14"
"01054095";"Oldenswort";"Gemeinden";"-163,16";"-159,56";"-185,71";"-214,88";"-172,15";"-145,21";"-174,43";"-177,13"
"01054096";"Oldersbek";"Gemeinden";"-460,61";"-563,33";"-680,00";"-548,57";"-370,59";"-295,71";"-196,08";"-188,39"
"01054097";"Olderup";"Gemeinden";"-325,81";"-327,59";"-331,03";"-325,81";"-243,18";"-170,00";"-196,77";"-293,48"
"01054098";"Oldsum";"Gemeinden";"-212,00";"-519,05";"-195,92";"-145,31";"-131,65";"-118,75";"-121,11";"-139,33"
"01054099";"Ostenfeld (Husum)";"Gemeinden";"-84,58";"-28,53";"-243,48";"-142,35";"-29,86";"1,58";"25,68";"26,28"
"01054100";"Osterhever";"Gemeinden";"-28,07";"-33,33";"-72,73";"-65,79";"-38,00";"-42,86";"-19,64";"-15,38"
"01054101";"Oster-Ohrstedt";"Gemeinden";"-402,94";"-350,91";"-250,00";"-170,00";"-117,39";"-22,03";"-9,35";"-3,28"
"01054103";"Pellworm";"Gemeinden";"-18,72";"-25,88";"-21,27";"-29,22";"-32,48";"-29,48";"-20,55";"-28,53"
"01054104";"Poppenbüll";"Gemeinden";"-462,50";"-460,00";"0,00";"-500,00";"-261,54";"-180,95";;
"01054105";"Ramstedt";"Gemeinden";"-151,11";"-101,69";"-146,81";"-726,67";"-464,00";"-675,00";"-471,43";"-445,16"
"01054106";"Rantrum";"Gemeinden";"-272,28";"-305,66";"-382,22";"-346,43";"-279,63";"-196,27";"-177,54";"-197,34"
"01054108";"Reußenköge";"Gemeinden";"1,45";"23,81";"20,24";"34,43";"63,41";"72,54";"75,64";"84,69"
"01054109";"Risum-Lindholm";"Gemeinden";"-160,15";"-120,46";"-139,10";"-153,68";"-158,54";"-198,47";"-183,22";"-179,45"
"01054110";"Rodenäs";"Gemeinden";"-429,17";"-281,82";"-280,56";"-111,94";"-118,57";"-191,53";"-163,08";"-121,13"
"01054113";"Sankt Peter-Ording";"Gemeinden";"42,61";"49,69";"49,95";"51,61";"49,63";"49,36";"49,51";"47,23"
"01054116";"Schwabstedt";"Gemeinden";"-225,69";"-216,10";"-167,80";"-173,04";"-251,38";"-275,68";"-228,57";"-216,31"
"01054118";"Schwesing";"Gemeinden";"-297,14";"-502,44";"-384,00";"-138,14";"-261,45";"-393,33";"-417,57";"-347,56"
"01054119";"Seeth";"Gemeinden";"-53,40";"-2,11";"-55,45";"-94,81";"-79,79";"-344,44";"-272,22";"-223,53"
"01054120";"Simonsberg";"Gemeinden";"-316,98";"-359,18";"-693,33";"-789,66";"-421,28";"-329,85";"-252,33";"-291,14"
"01054121";"Sönnebüll";"Gemeinden";"-148,28";"-755,56";"0,00";"-2.100,00";"-361,90";"-138,10";"-375,00";"-355,56"
"01054123";"Sollwitt";"Gemeinden";"-87,18";"-30,61";"-55,32";"-81,48";"-72,73";"-268,97";"-307,14";
"01054124";"Sprakebüll";"Gemeinden";"-544,44";"-757,14";"-536,36";"-440,00";"-352,63";"-168,57";"-62,50";
"01054125";"Stadum";"Gemeinden";"8,36";"-10,78";"-168,27";"-102,65";"-32,50";"-120,00";"-125,49";"-114,38"
"01054126";"Stedesand";"Gemeinden";"-273,33";"-211,11";"-274,60";"-323,33";"-300,00";"-470,97";"-410,29";"-469,70"
"01054128";"Struckum";"Gemeinden";"-76,92";"-96,25";"-72,78";"-20,72";"-25,19";"-37,76";"-18,24";"-16,46"
"01054129";"Süderende";"Gemeinden";"-142,11";"-88,46";"-166,67";"-68,97";"-376,92";"-250,00";"-196,30";"-196,15"
"01054130";"Süderhöft";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"01054131";"Süderlügum";"Gemeinden";"2,50";"18,47";"-41,23";"-17,21";"3,38";"-6,16";"-19,49";"-25,11"
"01054132";"Südermarsch";"Gemeinden";"-542,86";"-2.150,00";"0,00";"-400,00";"-358,33";"0,00";"-205,88";"-131,03"
"01054134";"Tating";"Gemeinden";"-252,56";"-443,40";"-452,08";"-443,40";"-479,25";"-365,38";"-232,20";"-202,38"
"01054135";"Tetenbüll";"Gemeinden";"-82,76";"-74,12";"-37,76";"-26,13";"-9,22";"-31,43";"-43,85";"-40,80"
"01054136";"Tinningstedt";"Gemeinden";"-633,33";"-1.183,33";"-475,00";"-346,15";"-755,56";"0,00";"-453,33";"-520,00"
"01054138";"Tönning, Stadt";"Gemeinden";"-1,28";"-6,93";"-14,54";"-28,53";"-45,84";"-27,13";"-15,19";"-18,28"
"01054140";"Tümlauer Koog";"Gemeinden";"-480,00";"-1.400,00";"0,00";"-190,00";"-181,82";"0,00";;
"01054141";"Uelvesbüll";"Gemeinden";"-1.160,00";"-1.240,00";"0,00";"-1.540,00";"-475,00";"-1.271,43";"-1.133,33";"-836,36"
"01054142";"Uphusum";"Gemeinden";"-337,50";"-324,00";"-576,47";"-476,19";"-368,97";;;
"01054143";"Utersum";"Gemeinden";"27,04";"26,29";"30,85";"26,15";"11,46";"8,72";"8,24";"13,71"
"01054144";"Viöl";"Gemeinden";"-16,04";"4,78";"10,09";"-31,05";"-43,28";"-45,41";"-41,60";"-30,94"
"01054145";"Vollerwiek";"Gemeinden";"-51,43";"-157,89";"-152,63";"-128,57";"-133,33";"-219,05";"-243,48";"-261,90"
"01054146";"Vollstedt";"Gemeinden";"-1.033,33";"-1.033,33";"-483,33";"-2.100,00";"-350,00";"-518,18";"-1.016,67";"0,00"
"01054148";"Welt";"Gemeinden";"-287,50";"-294,44";"-400,00";"-640,00";"-433,33";"-333,33";"-259,09";"-372,22"
"01054149";"Wenningstedt-Braderup (Sylt)";"Gemeinden";"37,64";"24,60";"33,00";"36,02";"34,27";"29,10";"13,99";"13,73"
"01054150";"Westerhever";"Gemeinden";"-40,00";"-73,68";"-92,86";"-56,25";"-75,00";;;
"01054152";"Wester-Ohrstedt";"Gemeinden";"4,14";"-22,22";"-40,69";"-10,62";"-15,79";"-4,64";"16,57";"13,05"
"01054154";"Westre";"Gemeinden";"-333,33";"-228,12";"-295,65";"-270,37";"-245,45";"-222,50";"-100,00";"-248,72"
"01054156";"Winnert";"Gemeinden";"-553,33";"-650,00";"-129,11";"-77,36";"-227,78";"-130,00";"-122,05";"-107,35"
"01054157";"Wisch";"Gemeinden";"-350,00";"-516,67";"0,00";"-244,44";"-337,50";;;
"01054158";"Witsum";"Gemeinden";"-400,00";"-125,00";"-233,33";"-100,00";"-400,00";;;
"01054159";"Wittbek";"Gemeinden";"-176,47";"-127,78";"-213,79";"-167,95";"-356,86";"-421,57";"-349,25";"-305,26"
"01054160";"Wittdün auf Amrum";"Gemeinden";"-0,29";"-11,36";"-12,73";"-23,21";"-33,11";"-40,00";"-32,44";"-42,52"
"01054161";"Witzwort";"Gemeinden";"-139,09";"-82,99";"-66,21";"-59,76";"-61,96";"-81,18";"-134,52";"-117,68"
"01054162";"Wobbenbüll";"Gemeinden";"-800,00";"-733,33";"0,00";"-2.800,00";"-468,18";"-1.136,36";;
"01054163";"Wrixum";"Gemeinden";"-301,69";"-367,27";"-260,94";"-249,32";"-162,38";"-146,08";"-191,30";"-155,10"
"01054164";"Wyk auf Föhr, Stadt";"Gemeinden";"30,63";"43,13";"29,57";"25,70";"19,99";"19,37";"20,72";"17,40"
"01054165";"Galmsbüll";"Gemeinden";"-97,01";"-670,59";"-776,47";"-312,82";"-216,67";"-197,01";"-107,07";"-60,47"
"01054166";"Emmelsbüll-Horsbüll";"Gemeinden";"-45,79";"-62,50";"-76,67";"-159,82";"-209,28";"-208,65";"-232,32";"-254,65"
"01054167";"Enge-Sande";"Gemeinden";"21,65";"-22,91";"-16,67";"-42,79";"-80,90";"-90,29";"-72,55";"-75,48"
"01054168";"Sylt";"Gemeinden";"24,16";"28,88";"27,60";"29,63";"28,22";"29,89";"32,20";"30,92"
"01055001";"Ahrensbök";"Gemeinden";"-140,97";"-167,81";"-181,09";"-173,41";"-150,12";"-128,85";"-147,93";"-157,46"
"01055002";"Altenkrempe";"Gemeinden";"-357,35";"-383,56";"-312,79";"-344,05";"-423,81";"-422,35";"-421,28";"-383,50"
"01055004";"Bad Schwartau, Stadt";"Gemeinden";"-17,43";"-19,24";"-20,95";"-30,81";"-35,60";"-29,91";"-34,75";"-29,73"
"01055006";"Beschendorf";"Gemeinden";"-314,71";"-715,79";"0,00";"-1.093,33";"-836,36";"-804,17";;
"01055007";"Bosau";"Gemeinden";"-194,29";"-303,01";"-330,64";"-328,17";"-283,28";"-300,67";"-358,97";"-283,19"
"01055010";"Dahme";"Gemeinden";"2,16";"16,81";"16,24";"-0,35";"6,03";"-0,80";"8,12";"7,11"
"01055011";"Damlos";"Gemeinden";"-2.044,44";"-2.571,43";"-1.569,23";"-2.862,50";"-2.600,00";;;
"01055012";"Eutin, Stadt";"Gemeinden";"23,07";"23,75";"30,36";"28,90";"31,57";"30,09";"29,18";"25,18"
"01055014";"Göhl";"Gemeinden";"-315,38";"-422,08";"-445,45";"-294,17";"-385,71";"-280,51";"-260,94";"-451,16"
"01055015";"Gremersdorf";"Gemeinden";"-197,95";"-194,63";"-207,10";"-168,62";"-207,14";"-288,16";"-323,03";"-287,80"
"01055016";"Grömitz";"Gemeinden";"-1,94";"1,86";"2,14";"4,99";"4,31";"5,58";"3,79";"3,67"
"01055017";"Großenbrode";"Gemeinden";"-10,22";"4,36";"-7,71";"-1,92";"-7,93";"3,51";"0,84";"-7,63"
"01055018";"Grube";"Gemeinden";"-42,80";"-25,67";"-19,22";"-14,18";"-11,60";"-1,59";"6,78";"6,93"
"01055020";"Harmsdorf";"Gemeinden";"-85,31";"-143,69";"-135,35";"-177,01";"-152,04";"-142,42";"-123,21";"-133,02"
"01055021";"Heiligenhafen, Stadt";"Gemeinden";"2,00";"-4,47";"-46,13";"-25,01";"-27,54";"-45,90";"-38,25";"-30,32"
