Kennziffer;Raumeinheit;Aggregat;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"16073001";"Allendorf";"Gemeinden";"135,77";"43,04";"50,00";"61,86";"151,69";"187,50";"296,08";"337,86";"345,86"
"16073002";"Altenbeuthen";"Gemeinden";"128,91";"34,48";"38,31";"38,91";"84,75";"127,19";"171,07";"230,12";"240,65"
"16073005";"Bad Blankenburg, Stadt";"Gemeinden";"139,20";"68,18";"66,34";"71,89";"126,45";"169,24";"232,17";"282,45";"300,16"
"16073006";"Bechstedt";"Gemeinden";"134,08";"49,45";"55,56";"73,45";"141,10";"162,50";"261,49";"301,67";"322,09"
"16073013";"Cursdorf";"Gemeinden";"128,99";"58,11";"49,94";"57,80";"102,34";"139,20";"232,32";"301,40";"313,09"
"16073014";"Deesbach";"Gemeinden";"136,96";"57,25";"47,89";"42,60";"111,92";"156,86";"239,26";"314,48";"318,13"
"16073017";"Döschnitz";"Gemeinden";"135,05";"50,79";"43,48";"51,95";"109,15";"168,00";"229,12";"361,13";"393,53"
"16073028";"Gräfenthal, Stadt";"Gemeinden";"137,39";"78,92";"62,35";"68,72";"119,25";"200,29";"297,32";"321,56";"344,52"
"16073035";"Hohenwarte";"Gemeinden";"147,21";"119,57";"138,55";"131,94";"135,14";"250,00";"378,47";"351,08";"360,33"
"16073037";"Katzhütte";"Gemeinden";"141,98";"63,30";"46,79";"47,64";"98,29";"143,55";"224,98";"278,21";"305,65"
"16073038";"Kaulsdorf";"Gemeinden";"133,21";"84,59";"81,89";"91,43";"158,35";"233,38";"329,97";"354,57";"374,79"
"16073046";"Lehesten, Stadt";"Gemeinden";"136,31";"79,20";"72,19";"75,65";"135,99";"181,06";"235,17";"269,86";"295,54"
"16073055";"Meura";"Gemeinden";"134,04";"55,26";"48,42";"53,15";"120,83";"167,43";"233,48";"286,96";"310,85"
"16073067";"Probstzella";"Gemeinden";"139,05";"81,39";"70,32";"73,71";"126,91";"181,47";"258,09";"303,38";"321,22"
"16073074";"Rohrbach";"Gemeinden";"133,89";"84,75";"82,57";"91,79";"155,00";"243,39";"343,33";"365,80";"380,45"
"16073076";"Rudolstadt, Stadt";"Gemeinden";"139,27";"81,53";"78,02";"84,00";"134,69";"189,23";"255,16";"306,43";"314,51"
"16073077";"Saalfeld/Saale, Stadt";"Gemeinden";"137,72";"80,44";"76,19";"81,86";"137,19";"205,77";"274,53";"325,46";"333,93"
"16073082";"Schwarzburg";"Gemeinden";"142,86";"74,86";"60,96";"69,47";"135,23";"165,41";"247,44";"309,93";"312,87"
"16073084";"Sitzendorf";"Gemeinden";"138,35";"57,48";"42,77";"52,83";"116,04";"157,71";"204,60";"236,06";"255,62"
"16073094";"Unterweißbach";"Gemeinden";"139,56";"63,44";"55,79";"64,73";"102,04";"149,18";"229,69";"276,18";"301,20"
"16073106";"Leutenberg, Stadt";"Gemeinden";"135,67";"71,75";"64,33";"75,73";"112,26";"185,10";"254,18";"287,42";"306,61"
"16073107";"Drognitz";"Gemeinden";"136,19";"74,45";"65,28";"71,23";"136,49";"209,38";"265,42";"292,80";"308,21"
"16073109";"Uhlstädt-Kirchhasel";"Gemeinden";"132,66";"66,81";"57,82";"61,25";"128,84";"189,84";"267,17";"324,76";"354,77"
"16073111";"Unterwellenborn";"Gemeinden";"134,56";"58,63";"62,95";"70,78";"141,74";"225,08";"292,78";"351,06";"364,06"
"16073112";"Königsee, Stadt";"Gemeinden";"136,69";"58,26";"55,17";"62,68";"112,58";"173,38";"239,95";"302,36";"327,26"
"16073113";"Schwarzatal, Stadt";"Gemeinden";"138,90";"72,77";"60,17";"68,50";"115,37";"175,56";"240,09";"292,62";"309,71"
"16074001";"Albersdorf";"Gemeinden";"128,68";"76,63";"84,03";"80,32";"144,53";"184,03";"330,31";"317,45";"345,53"
"16074002";"Altenberga";"Gemeinden";"137,61";"72,89";"59,22";"50,19";"149,87";"202,92";"263,28";"341,28";"344,46"
"16074003";"Bad Klosterlausnitz";"Gemeinden";"133,25";"62,48";"69,76";"95,10";"183,03";"258,13";"355,14";"382,21";"399,58"
"16074004";"Bibra";"Gemeinden";"138,06";"54,79";"59,23";"55,35";"131,27";"170,45";"248,24";"273,82";"286,35"
"16074005";"Bobeck";"Gemeinden";"132,12";"60,94";"59,70";"58,28";"129,25";"193,22";"225,47";"307,58";"328,91"
"16074007";"Bremsnitz";"Gemeinden";"134,97";"50,63";"55,90";"60,40";"108,84";"147,06";"251,39";"261,38";"306,78"
"16074008";"Bucha";"Gemeinden";"125,00";"54,01";"51,50";"68,73";"187,39";"276,65";"360,77";"413,54";"432,83"
"16074009";"Bürgel, Stadt";"Gemeinden";"130,45";"61,82";"58,26";"75,97";"146,86";"219,53";"287,90";"360,73";"367,77"
"16074011";"Dornburg-Camburg, Stadt";"Gemeinden";"131,18";"76,46";"71,64";"77,88";"146,11";"209,46";"295,25";"344,69";"352,53"
"16074012";"Crossen an der Elster";"Gemeinden";"137,93";"74,30";"79,72";"86,84";"143,26";"208,31";"284,04";"296,68";"289,41"
"16074016";"Eichenberg";"Gemeinden";"131,40";"70,80";"56,03";"53,22";"123,26";"208,23";"309,55";"347,62";"363,52"
"16074017";"Eineborn";"Gemeinden";"134,15";"65,99";"58,05";"72,42";"101,16";"166,67";"232,72";"260,74";"270,17"
"16074018";"Eisenberg, Stadt";"Gemeinden";"140,78";"86,41";"78,82";"82,11";"134,75";"175,90";"229,55";"261,77";"265,41"
"16074019";"Frauenprießnitz";"Gemeinden";"131,13";"54,44";"47,78";"50,63";"111,90";"171,30";"267,42";"285,02";"302,90"
"16074021";"Freienorla";"Gemeinden";"132,79";"66,31";"60,34";"68,05";"132,35";"177,18";"241,55";"284,33";"310,60"
"16074022";"Geisenhain";"Gemeinden";"141,03";"66,67";"51,40";"52,88";"98,96";"151,69";"256,58";"230,67";"243,75"
"16074024";"Gneus";"Gemeinden";"128,05";"71,01";"58,48";"65,87";"150,94";"223,60";"333,07";"373,26";"398,36"
"16074025";"Gösen";"Gemeinden";"139,64";"54,05";"57,02";"60,47";"87,16";"135,27";"227,73";"257,81";"261,82"
"16074026";"Golmsdorf";"Gemeinden";"129,77";"75,28";"59,22";"79,89";"208,33";"276,72";"383,30";"454,24";"473,01"
"16074028";"Graitschen b. Bürgel";"Gemeinden";"134,72";"57,87";"52,63";"77,65";"151,44";"232,50";"317,81";"428,29";"436,72"
"16074029";"Großbockedra";"Gemeinden";"131,31";"86,73";"53,40";"68,78";"114,13";"173,18";"257,09";"368,35";"397,39"
"16074031";"Großeutersdorf";"Gemeinden";"133,54";"66,27";"54,31";"61,86";"98,64";"176,03";"229,39";"262,12";"286,34"
"16074032";"Großlöbichau";"Gemeinden";"131,67";"68,97";"32,22";"49,40";"224,94";"317,82";"484,97";"471,91";"507,93"
"16074033";"Großpürschütz";"Gemeinden";"107,49";"47,75";"56,69";"86,45";"243,78";"380,00";"490,37";"500,23";"524,51"
"16074034";"Gumperda";"Gemeinden";"143,17";"70,39";"72,68";"86,29";"172,51";"239,47";"312,08";"366,17";"370,25"
"16074036";"Hainichen";"Gemeinden";"143,59";"93,14";"78,43";"74,26";"178,38";"237,11";"319,79";"335,76";"347,50"
"16074037";"Hainspitz";"Gemeinden";"133,91";"67,18";"72,07";"86,90";"151,34";"206,74";"305,58";"304,07";"393,55"
"16074038";"Hartmannsdorf";"Gemeinden";"137,96";"67,44";"86,67";"98,42";"162,35";"253,44";"321,35";"311,70";"326,93"
"16074039";"Heideland";"Gemeinden";"137,43";"63,89";"66,39";"65,70";"125,25";"204,02";"287,51";"331,54";"343,94"
"16074041";"Hermsdorf, Stadt";"Gemeinden";"139,30";"93,40";"90,81";"92,69";"135,75";"178,33";"230,08";"248,13";"243,35"
"16074042";"Hummelshain";"Gemeinden";"140,93";"80,67";"70,42";"77,28";"140,50";"161,81";"196,58";"256,21";"275,51"
"16074043";"Jenalöbnitz";"Gemeinden";"104,48";"65,69";"100,67";"133,33";"480,77";"513,16";"570,86";"703,58";"780,20"
"16074044";"Kahla, Stadt";"Gemeinden";"137,62";"83,20";"75,71";"77,31";"124,74";"167,62";"220,57";"262,15";"267,97"
"16074045";"Karlsdorf";"Gemeinden";"133,93";"40,40";"41,67";"30,61";"85,11";"120,69";"119,69";"241,07";"230,92"
"16074046";"Kleinbockedra";"Gemeinden";"142,86";"75,47";"86,96";"93,02";"263,16";"200,00";"299,97";"506,31";"484,09"
"16074047";"Kleinebersdorf";"Gemeinden";"129,35";"72,82";"75,27";"102,70";"132,28";"194,29";"266,78";"296,88";"315,72"
"16074048";"Kleineutersdorf";"Gemeinden";"137,44";"67,76";"62,35";"71,07";"121,37";"207,28";"283,62";"341,17";"369,83"
"16074049";"Laasdorf";"Gemeinden";"128,26";"62,15";"55,96";"104,87";"242,88";"283,76";"398,67";"468,82";"488,43"
"16074051";"Lehesten";"Gemeinden";"98,63";"49,18";"64,92";"100,25";"227,81";"318,57";"465,04";"469,85";"509,98"
"16074052";"Lindig";"Gemeinden";"132,87";"71,20";"68,26";"73,94";"114,94";"182,57";"239,34";"343,63";"357,79"
"16074053";"Lippersdorf-Erdmannsdorf";"Gemeinden";"137,01";"60,49";"73,36";"81,14";"140,21";"192,14";"244,26";"282,02";"287,85"
"16074054";"Löberschütz";"Gemeinden";"132,60";"80,21";"70,59";"82,28";"188,41";"257,81";"317,29";"286,09";"299,18"
"16074055";"Mertendorf";"Gemeinden";"139,78";"66,67";"78,95";"56,96";"93,17";"166,67";"182,98";"235,46";"247,93"
"16074056";"Meusebach";"Gemeinden";"122,45";"101,01";"85,11";"76,09";"129,03";"252,53";"428,12";"391,42";"433,99"
"16074057";"Milda";"Gemeinden";"125,16";"57,14";"51,93";"71,26";"166,46";"235,45";"362,00";"406,37";"424,96"
"16074058";"Möckern";"Gemeinden";"123,46";"44,59";"49,30";"70,87";"131,15";"190,48";"327,99";"375,38";"361,56"
"16074059";"Mörsdorf";"Gemeinden";"130,54";"51,80";"56,60";"65,61";"150,56";"258,43";"303,73";"321,26";"338,37"
"16074061";"Nausnitz";"Gemeinden";"138,46";"57,14";"54,79";"66,67";"114,29";"171,43";"216,38";"332,71";"327,47"
"16074063";"Neuengönna";"Gemeinden";"128,50";"66,99";"72,29";"75,56";"168,14";"253,78";"354,99";"378,93";"411,27"
"16074064";"Oberbodnitz";"Gemeinden";"125,90";"57,63";"52,45";"54,95";"117,42";"169,96";"268,83";"294,59";"309,42"
"16074065";"Orlamünde, Stadt";"Gemeinden";"138,33";"81,87";"66,31";"75,43";"121,21";"180,94";"270,85";"343,76";"361,16"
"16074066";"Ottendorf";"Gemeinden";"139,49";"66,53";"68,38";"66,06";"127,71";"153,48";"217,79";"264,81";"279,65"
"16074067";"Petersberg";"Gemeinden";"132,65";"46,82";"47,92";"51,61";"142,36";"229,89";"260,60";"292,46";"306,91"
"16074068";"Poxdorf";"Gemeinden";"138,89";"48,78";"44,25";"59,41";"69,57";"125,00";"259,01";"226,42";"236,78"
"16074071";"Rattelsdorf";"Gemeinden";"136,84";"53,76";"57,47";"56,82";"114,94";"197,53";"267,09";"278,73";"291,49"
"16074072";"Rauda";"Gemeinden";"144,64";"60,05";"68,49";"69,36";"134,23";"195,21";"179,67";"281,10";"301,12"
"16074073";"Rauschwitz";"Gemeinden";"132,35";"60,24";"44,61";"48,00";"117,12";"168,22";"285,37";"254,32";"263,46"
"16074074";"Rausdorf";"Gemeinden";"138,69";"71,43";"57,14";"68,06";"266,67";"377,66";"547,03";"629,26";"606,73"
"16074075";"Reichenbach";"Gemeinden";"138,15";"67,51";"63,66";"66,47";"149,73";"208,97";"305,65";"367,26";"390,30"
"16074076";"Reinstädt";"Gemeinden";"133,68";"60,07";"50,97";"48,91";"74,77";"121,03";"193,89";"278,75";"297,27"
"16074077";"Renthendorf";"Gemeinden";"129,09";"62,87";"62,50";"68,09";"113,12";"167,45";"267,40";"356,77";"358,24"
"16074079";"Rothenstein";"Gemeinden";"124,79";"57,14";"50,73";"90,72";"207,10";"306,64";"443,65";"411,53";"422,62"
"16074081";"Ruttersdorf-Lotschen";"Gemeinden";"100,61";"56,05";"68,05";"95,65";"241,69";"346,75";"447,76";"492,35";"516,37"
"16074082";"Scheiditz";"Gemeinden";"131,15";"64,52";"72,73";"68,97";"195,65";"245,61";"374,81";"480,11";"550,35"
"16074084";"Schleifreisen";"Gemeinden";"135,19";"61,31";"54,99";"63,60";"128,44";"180,95";"260,04";"255,85";"268,84"
"16074085";"Schlöben";"Gemeinden";"131,34";"56,69";"52,27";"94,59";"197,18";"294,89";"399,00";"428,12";"448,19"
"16074086";"Schöngleina";"Gemeinden";"137,14";"66,79";"54,61";"56,39";"122,00";"188,44";"234,44";"285,86";"308,80"
"16074087";"Schöps";"Gemeinden";"138,98";"76,43";"63,29";"70,74";"107,42";"204,47";"459,64";"443,84";"408,58"
"16074089";"Seitenroda";"Gemeinden";"131,71";"74,42";"72,73";"63,64";"105,99";"180,90";"253,78";"372,69";"376,43"
"16074091";"Serba";"Gemeinden";"134,78";"66,99";"56,37";"58,75";"137,83";"197,95";"251,35";"320,56";"342,06"
"16074092";"Silbitz";"Gemeinden";"141,27";"54,99";"62,76";"53,22";"122,13";"195,05";"273,25";"295,97";"312,51"
"16074093";"St.Gangloff";"Gemeinden";"135,16";"58,82";"67,11";"74,83";"135,98";"202,60";"290,68";"339,54";"356,62"
"16074094";"Stadtroda, Stadt";"Gemeinden";"133,84";"89,33";"83,65";"92,34";"167,92";"234,82";"307,78";"350,08";"358,35"
"16074095";"Sulza";"Gemeinden";"129,63";"73,17";"69,62";"98,73";"216,39";"328,47";"479,79";"441,36";"470,16"
"16074096";"Tautenburg";"Gemeinden";"140,67";"99,69";"85,63";"88,96";"184,56";"241,38";"361,96";"355,52";"375,77"
"16074097";"Tautendorf";"Gemeinden";"142,86";"56,12";"56,18";"46,51";"95,81";"136,36";"219,99";"260,95";"282,71"
"16074098";"Tautenhain";"Gemeinden";"132,28";"86,49";"112,66";"140,91";"223,31";"310,58";"407,73";"436,59";"451,19"
"16074099";"Thierschneck";"Gemeinden";"120,00";"50,00";"53,03";"53,03";"102,56";"144,14";"194,62";"235,69";"246,47"
"16074101";"Tissa";"Gemeinden";"135,71";"46,36";"42,94";"56,60";"98,59";"188,41";"234,64";"334,23";"313,54"
"16074102";"Trockenborn-Wolfersdorf";"Gemeinden";"129,98";"67,57";"65,31";"99,41";"198,37";"294,85";"336,64";"376,75";"365,14"
"16074103";"Tröbnitz";"Gemeinden";"132,45";"71,17";"79,46";"84,00";"148,45";"206,52";"275,95";"316,70";"343,81"
"16074104";"Unterbodnitz";"Gemeinden";"130,43";"65,00";"65,33";"59,11";"108,81";"164,95";"220,33";"259,19";"259,93"
"16074105";"Waldeck";"Gemeinden";"120,81";"60,81";"65,97";"69,09";"182,93";"245,76";"287,38";"355,33";"376,65"
"16074106";"Walpernhain";"Gemeinden";"136,56";"49,77";"61,14";"89,20";"129,35";"195,53";"280,27";"350,93";"366,99"
"16074107";"Waltersdorf";"Gemeinden";"139,53";"42,33";"39,60";"68,42";"198,90";"320,44";"502,15";"489,95";"515,76"
"16074108";"Weißbach";"Gemeinden";"99,66";"29,09";"47,62";"50,00";"123,46";"193,55";"305,91";"137,27";"140,08"
"16074109";"Weißenborn";"Gemeinden";"110,15";"58,31";"67,07";"87,16";"167,06";"238,02";"327,97";"367,60";"380,06"
"16074112";"Wichmar";"Gemeinden";"136,36";"66,39";"62,50";"85,97";"177,78";"223,74";"342,55";"353,38";"344,24"
"16074113";"Zimmern";"Gemeinden";"132,16";"68,18";"66,67";"57,69";"101,52";"180,41";"277,09";"317,55";"343,40"
"16074114";"Zöllnitz";"Gemeinden";"111,34";"56,06";"45,95";"63,51";"212,16";"271,68";"368,10";"413,21";"346,92"
"16074116";"Schkölen, Stadt";"Gemeinden";"134,91";"57,07";"63,74";"68,74";"128,83";"177,20";"248,00";"299,63";"317,85"
"16075006";"Bodelwitz";"Gemeinden";"115,62";"59,33";"65,09";"85,58";"166,94";"254,67";"272,94";"391,90";"417,07"
"16075014";"Dittersdorf";"Gemeinden";"126,89";"66,41";"51,04";"39,60";"112,90";"161,64";"232,40";"319,27";"346,05"
"16075016";"Döbritz";"Gemeinden";"127,36";"66,35";"62,20";"61,61";"195,12";"317,46";"378,10";"454,36";"451,12"
"16075019";"Dreitzsch";"Gemeinden";"137,42";"67,25";"57,82";"56,16";"104,68";"183,13";"237,87";"300,83";"321,68"
"16075023";"Eßbach";"Gemeinden";"132,26";"74,83";"51,09";"59,29";"130,77";"209,21";"304,89";"336,00";"355,94"
"16075029";"Geroda";"Gemeinden";"140,22";"54,79";"53,19";"53,96";"152,99";"196,15";"299,00";"330,90";"353,72"
"16075031";"Gertewitz";"Gemeinden";"129,41";"74,87";"76,09";"77,78";"156,63";"243,42";"369,80";"369,47";"408,19"
"16075033";"Görkwitz";"Gemeinden";"138,69";"59,01";"56,55";"58,46";"112,90";"190,14";"253,01";"312,06";"325,26"
"16075034";"Göschitz";"Gemeinden";"131,94";"48,61";"44,67";"38,73";"81,18";"118,85";"183,81";"282,87";"300,18"
"16075035";"Gössitz";"Gemeinden";"136,57";"61,07";"58,82";"56,50";"79,41";"130,03";"193,88";"282,12";"306,33"
"16075039";"Grobengereuth";"Gemeinden";"135,80";"47,62";"37,50";"33,06";"61,14";"106,48";"163,08";"224,37";"234,63"
"16075046";"Hirschberg, Stadt";"Gemeinden";"141,95";"85,27";"69,36";"63,06";"123,89";"171,94";"244,11";"282,75";"297,37"
"16075047";"Keila";"Gemeinden";"136,36";"78,95";"63,83";"43,01";"101,12";"166,67";"245,79";"354,16";"370,36"
"16075048";"Kirschkau";"Gemeinden";"126,44";"73,64";"76,92";"57,61";"107,44";"171,55";"231,16";"274,34";"303,59"
"16075051";"Kospoda";"Gemeinden";"134,45";"66,67";"58,44";"66,52";"115,76";"164,65";"251,99";"298,23";"308,60"
"16075054";"Langenorla";"Gemeinden";"125,58";"53,92";"53,44";"63,29";"117,09";"183,42";"238,33";"303,13";"323,08"
"16075056";"Lausnitz b. Neustadt an der Orla";"Gemeinden";"141,30";"51,21";"55,25";"52,49";"90,38";"163,14";"272,51";"367,42";"389,30"
"16075057";"Lemnitz";"Gemeinden";"129,11";"46,12";"45,45";"47,85";"101,23";"162,23";"211,57";"279,45";"287,58"
"16075062";"Bad Lobenstein, Stadt";"Gemeinden";"138,30";"95,30";"84,41";"87,76";"135,32";"198,92";"246,84";"282,66";"305,65"
"16075063";"Löhma";"Gemeinden";"134,97";"83,33";"66,88";"79,11";"145,83";"220,00";"313,04";"360,38";"390,87"
"16075065";"Miesitz";"Gemeinden";"138,98";"63,06";"42,81";"56,07";"117,46";"158,08";"245,78";"374,28";"382,86"
"16075066";"Mittelpöllnitz";"Gemeinden";"136,65";"68,11";"60,06";"67,48";"129,57";"194,76";"289,83";"330,71";"349,56"
"16075068";"Moßbach";"Gemeinden";"135,56";"77,59";"72,56";"56,95";"108,43";"170,32";"227,88";"297,07";"309,08"
"16075069";"Moxa";"Gemeinden";"128,71";"67,42";"56,82";"54,35";"93,02";"136,36";"276,75";"378,77";"386,20"
"16075072";"Neundorf (bei Schleiz)";"Gemeinden";"143,71";"85,37";"58,10";"64,52";"117,06";"168,97";"235,51";"314,61";"331,56"
"16075073";"Neustadt an der Orla, Stadt";"Gemeinden";"138,21";"65,90";"61,64";"66,28";"109,20";"159,43";"212,13";"272,42";"289,08"
"16075074";"Nimritz";"Gemeinden";"125,00";"55,23";"54,38";"66,27";"182,97";"261,83";"377,92";"364,74";"345,20"
"16075075";"Oberoppurg";"Gemeinden";"135,96";"50,00";"51,16";"46,88";"103,26";"191,36";"235,62";"298,48";"320,35"
"16075076";"Oettersdorf";"Gemeinden";"137,23";"70,21";"69,95";"65,07";"108,67";"138,39";"222,95";"295,29";"319,31"
"16075077";"Oppurg";"Gemeinden";"135,47";"72,97";"63,31";"74,77";"130,57";"195,62";"266,13";"283,28";"289,74"
"16075079";"Paska";"Gemeinden";"141,67";"44,78";"36,76";"61,07";"118,64";"214,95";"274,04";"311,82";"329,63"
"16075081";"Peuschen";"Gemeinden";"140,26";"78,50";"79,25";"76,47";"124,24";"226,22";"291,94";"319,98";"339,20"
"16075083";"Plothen";"Gemeinden";"134,80";"78,62";"64,81";"55,74";"122,87";"188,15";"227,38";"268,39";"273,93"
"16075084";"Pörmitz";"Gemeinden";"133,33";"54,05";"48,46";"45,05";"115,00";"181,82";"277,35";"337,45";"355,06"
"16075085";"Pößneck, Stadt";"Gemeinden";"141,41";"79,61";"77,33";"83,52";"126,27";"186,43";"237,73";"261,13";"266,55"
"16075087";"Quaschwitz";"Gemeinden";"183,33";"51,95";"51,95";"39,47";"106,06";"154,93";"226,55";"220,24";"230,31"
"16075088";"Ranis, Stadt";"Gemeinden";"132,76";"66,50";"66,60";"78,37";"152,96";"229,06";"288,39";"313,15";"322,00"
"16075093";"Rosendorf";"Gemeinden";"128,87";"46,88";"49,72";"67,80";"90,91";"138,73";"156,74";"212,01";"228,60"
"16075098";"Schleiz, Stadt";"Gemeinden";"138,51";"93,99";"79,80";"83,62";"136,56";"186,58";"241,67";"279,16";"303,70"
"16075099";"Schmieritz";"Gemeinden";"129,96";"55,08";"54,95";"51,52";"106,02";"155,39";"256,87";"328,48";"349,70"
"16075101";"Schmorda";"Gemeinden";"130,43";"55,56";"60,61";"90,91";"112,36";"126,44";"167,34";"259,84";"268,46"
"16075102";"Schöndorf";"Gemeinden";"137,83";"54,76";"46,58";"46,82";"102,74";"131,03";"233,09";"287,98";"293,14"
"16075103";"Seisla";"Gemeinden";"132,95";"72,73";"68,97";"91,46";"140,00";"206,90";"274,93";"367,40";"424,81"
"16075105";"Solkwitz";"Gemeinden";"138,89";"51,28";"54,79";"72,46";"138,46";"161,76";"181,72";"193,66";"192,56"
"16075109";"Tegau";"Gemeinden";"129,24";"70,33";"67,57";"66,19";"113,92";"151,67";"199,33";"271,76";"279,80"
"16075114";"Tömmelsdorf";"Gemeinden";"139,07";"33,33";"36,76";"57,97";"107,14";"156,03";"230,83";"368,83";"392,12"
"16075116";"Triptis, Stadt";"Gemeinden";"135,62";"65,01";"67,90";"76,17";"126,15";"175,42";"243,47";"294,71";"303,10"
"16075119";"Volkmannsdorf";"Gemeinden";"130,81";"90,91";"75,53";"56,78";"106,38";"183,91";"221,32";"257,81";"286,88"
"16075121";"Weira";"Gemeinden";"129,03";"66,39";"68,03";"72,26";"146,28";"237,47";"320,96";"365,55";"396,43"
"16075124";"Wernburg";"Gemeinden";"134,11";"71,13";"63,80";"76,42";"156,51";"221,88";"327,83";"313,68";"323,20"
"16075125";"Wilhelmsdorf";"Gemeinden";"125,44";"60,28";"64,15";"74,07";"133,62";"235,56";"312,97";"343,17";"396,93"
"16075127";"Ziegenrück, Stadt";"Gemeinden";"139,75";"69,54";"57,97";"58,60";"86,18";"122,86";"202,01";"244,16";"259,87"
"16075129";"Krölpa";"Gemeinden";"139,37";"71,41";"73,72";"81,85";"140,53";"214,21";"280,90";"295,64";"313,76"
"16075131";"Gefell, Stadt";"Gemeinden";"132,88";"84,71";"72,47";"69,69";"116,32";"170,69";"224,76";"269,97";"292,79"
"16075132";"Tanna, Stadt";"Gemeinden";"135,57";"69,89";"60,98";"63,10";"107,92";"167,53";"218,59";"273,24";"298,25"
"16075133";"Wurzbach, Stadt";"Gemeinden";"138,90";"4,11";"69,57";"70,83";"128,32";"171,16";"219,97";"253,09";"272,22"
"16075134";"Remptendorf";"Gemeinden";"134,51";"9,08";"62,88";"63,60";"122,94";"184,63";"257,61";"299,71";"332,17"
"16075135";"Saalburg-Ebersdorf, Stadt";"Gemeinden";"134,92";"78,74";"72,54";"85,58";"154,23";"225,16";"296,66";"344,06";"360,46"
"16075136";"Rosenthal am Rennsteig";"Gemeinden";"136,04";"88,81";"73,27";"82,50";"148,93";"214,40";"275,52";"317,23";"349,66"
"16076003";"Bad Köstritz, Stadt";"Gemeinden";"130,43";"66,94";"67,04";"84,38";"196,85";"270,01";"363,82";"396,52";"422,14"
"16076004";"Berga/Elster, Stadt";"Gemeinden";"137,46";"56,29";"60,33";"63,71";"127,34";"173,78";"239,88";"284,75";"296,94"
"16076006";"Bethenhausen";"Gemeinden";"122,22";"67,92";"54,35";"48,51";"109,02";"176,71";"284,50";"368,86";"405,38"
"16076007";"Bocka";"Gemeinden";"90,91";"32,67";"43,86";"93,58";"252,94";"392,54";"474,98";"477,53";"502,57"
"16076008";"Brahmenau";"Gemeinden";"93,83";"40,52";"58,46";"95,59";"234,06";"335,40";"482,13";"528,74";"540,94"
"16076009";"Braunichswalde";"Gemeinden";"135,88";"68,21";"60,39";"75,47";"150,39";"207,86";"285,49";"325,27";"337,39"
"16076012";"Caaschwitz";"Gemeinden";"132,74";"65,62";"56,50";"68,44";"160,29";"233,12";"340,17";"344,21";"375,83"
"16076014";"Crimla";"Gemeinden";"129,52";"68,77";"68,18";"99,38";"182,12";"238,46";"326,11";"288,37";"313,12"
