Kennziffer;Raumeinheit;Aggregat;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"01053083";"Lauenburg/ Elbe, Stadt";"Gemeinden";"257,51";"256,68";"227,66";"189,50";"232,64";"267,04";"327,57";"355,20";"398,16"
"01053084";"Lehmrade";"Gemeinden";"286,46";"234,15";"172,27";"155,32";"246,15";"297,35";"401,59";"369,86";"389,74"
"01053085";"Linau";"Gemeinden";"253,33";"264,60";"270,32";"249,78";"362,33";"454,16";"510,99";"615,70";"685,81"
"01053086";"Lüchow";"Gemeinden";"252,38";"254,63";"274,88";"284,26";"407,77";"407,94";"577,39";"546,39";"597,78"
"01053087";"Lütau";"Gemeinden";"288,03";"294,12";"253,89";"194,01";"241,96";"317,35";"423,96";"471,75";"563,53"
"01053088";"Mechow";"Gemeinden";"247,19";"202,02";"239,58";"230,77";"330,10";"254,39";"391,35";"523,76";"589,27"
"01053089";"Möhnsen";"Gemeinden";"295,69";"337,89";"321,56";"283,30";"357,93";"407,41";"516,17";"617,40";"651,30"
"01053090";"Mölln, Stadt";"Gemeinden";"288,29";"278,73";"249,27";"209,11";"253,03";"300,76";"370,91";"397,48";"437,87"
"01053091";"Mühlenrade";"Gemeinden";"347,31";"217,65";"216,93";"213,90";"323,23";"431,82";"617,59";"557,39";"494,50"
"01053092";"Müssen";"Gemeinden";"313,33";"305,03";"255,25";"213,84";"313,13";"372,97";"423,01";"452,93";"500,06"
"01053093";"Mustin";"Gemeinden";"230,77";"211,54";"223,51";"226,50";"303,74";"359,42";"440,49";"558,68";"604,90"
"01053094";"Niendorf bei Berkenthin";"Gemeinden";"206,11";"170,59";"120,22";"216,93";"340,43";"357,51";"487,92";"492,57";"555,86"
"01053095";"Niendorf/ Stecknitz";"Gemeinden";"300,00";"274,06";"230,40";"217,46";"374,79";"404,06";"536,65";"562,67";"611,51"
"01053096";"Nusse";"Gemeinden";"264,58";"228,38";"216,68";"215,90";"302,71";"345,68";"442,21";"453,53";"502,10"
"01053097";"Panten";"Gemeinden";"204,72";"231,84";"214,50";"176,88";"232,76";"359,06";"504,13";"517,83";"562,59"
"01053098";"Pogeez";"Gemeinden";"253,66";"257,43";"293,06";"278,22";"441,01";"485,56";"453,20";"598,00";"616,97"
"01053099";"Poggensee";"Gemeinden";"242,24";"212,77";"207,32";"180,23";"223,19";"334,33";"369,08";"437,66";"447,87"
"01053100";"Ratzeburg, Stadt";"Gemeinden";"294,24";"280,63";"235,97";"198,33";"262,43";"298,00";"376,43";"438,50";"475,59"
"01053101";"Ritzerau";"Gemeinden";"196,08";"177,47";"172,19";"185,31";"252,63";"360,00";"466,49";"581,54";"642,88"
"01053102";"Römnitz";"Gemeinden";"268,66";"175,68";"126,76";"80,65";"181,82";"245,90";"373,59";"353,96";"305,98"
"01053103";"Rondeshagen";"Gemeinden";"300,14";"286,82";"262,05";"210,83";"288,78";"341,73";"470,26";"508,03";"553,33"
"01053104";"Roseburg";"Gemeinden";"271,11";"256,96";"237,70";"222,66";"336,59";"375,70";"498,91";"611,42";"678,93"
"01053105";"Sachsenwald (Forstgutsbez.),gemfr.Geb.";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"01053106";"Sahms";"Gemeinden";"364,58";"288,82";"245,13";"220,16";"381,82";"510,53";"583,63";"601,34";"631,37"
"01053107";"Salem";"Gemeinden";"244,70";"216,07";"214,41";"178,32";"297,72";"385,52";"518,63";"557,11";"570,39"
"01053108";"Sandesneben";"Gemeinden";"340,99";"273,85";"212,16";"207,54";"326,30";"368,97";"468,65";"517,75";"571,67"
"01053109";"Schiphorst";"Gemeinden";"261,06";"264,37";"206,29";"195,42";"294,02";"340,46";"412,26";"497,37";"567,57"
"01053110";"Schmilau";"Gemeinden";"258,35";"257,84";"244,03";"240,74";"315,97";"403,25";"554,57";"507,56";"560,67"
"01053111";"Schnakenbek";"Gemeinden";"357,40";"328,40";"313,84";"280,62";"352,66";"400,94";"517,17";"562,42";"628,01"
"01053112";"Schönberg";"Gemeinden";"284,15";"284,36";"256,21";"212,96";"321,60";"366,64";"492,59";"521,53";"586,41"
"01053113";"Schretstaken";"Gemeinden";"270,44";"270,39";"248,55";"230,92";"323,70";"436,25";"513,03";"591,64";"646,36"
"01053114";"Schürensöhlen";"Gemeinden";"384,62";"398,77";"418,18";"388,89";"440,79";"452,83";"617,87";"748,76";"825,50"
"01053115";"Schulendorf";"Gemeinden";"272,95";"264,64";"305,05";"217,30";"298,35";"416,12";"539,29";"592,23";"639,63"
"01053116";"Schwarzenbek, Stadt";"Gemeinden";"355,11";"286,23";"248,40";"233,53";"309,98";"359,67";"437,09";"475,62";"527,26"
"01053117";"Seedorf";"Gemeinden";"315,40";"239,77";"216,70";"205,27";"247,17";"295,11";"493,40";"437,16";"441,09"
"01053118";"Siebenbäumen";"Gemeinden";"222,22";"227,20";"194,66";"150,22";"241,69";"323,85";"461,02";"518,83";"580,30"
"01053119";"Siebeneichen";"Gemeinden";"266,41";"240,88";"231,08";"234,13";"237,23";"350,94";"506,48";"503,47";"480,54"
"01053120";"Sierksrade";"Gemeinden";"284,79";"290,62";"323,23";"217,53";"243,98";"256,13";"308,32";"354,44";"400,31"
"01053121";"Sirksfelde";"Gemeinden";"215,02";"178,46";"173,91";"201,86";"343,54";"385,09";"482,34";"496,62";"528,96"
"01053122";"Steinhorst";"Gemeinden";"330,04";"285,71";"265,71";"240,71";"316,90";"400,74";"513,26";"589,15";"646,53"
"01053123";"Sterley";"Gemeinden";"253,57";"239,28";"208,99";"169,39";"229,10";"320,22";"430,07";"448,45";"493,77"
"01053124";"Stubben";"Gemeinden";"283,78";"256,79";"250,00";"224,88";"412,82";"491,98";"606,61";"631,60";"681,38"
"01053125";"Talkau";"Gemeinden";"298,57";"289,42";"297,13";"240,53";"356,60";"429,96";"512,32";"599,41";"645,63"
"01053126";"Tramm";"Gemeinden";"351,06";"327,70";"293,93";"210,68";"307,25";"402,82";"501,97";"619,80";"696,18"
"01053127";"Walksfelde";"Gemeinden";"280,70";"240,84";"236,56";"293,19";"357,89";"428,57";"446,70";"669,62";"681,83"
"01053128";"Wangelau";"Gemeinden";"324,20";"267,24";"268,72";"265,70";"316,04";"343,75";"486,54";"582,22";"646,96"
"01053129";"Wentorf bei Hamburg";"Gemeinden";"519,35";"432,21";"321,83";"289,63";"465,92";"541,39";"627,29";"658,38";"730,67"
"01053130";"Wentorf (Amt Sandesneben)";"Gemeinden";"288,16";"286,89";"222,71";"201,99";"333,82";"406,39";"504,10";"542,41";"603,98"
"01053131";"Wiershop";"Gemeinden";"257,86";"435,58";"211,76";"196,53";"293,75";"358,49";"450,98";"554,71";"574,96"
"01053132";"Witzeeze";"Gemeinden";"234,58";"204,62";"180,90";"161,93";"246,41";"315,91";"419,91";"464,74";"504,63"
"01053133";"Wohltorf";"Gemeinden";"529,66";"427,09";"412,05";"400,09";"482,21";"600,08";"763,82";"737,57";"801,73"
"01053134";"Woltersdorf";"Gemeinden";"292,68";"238,10";"197,84";"172,66";"296,70";"353,90";"520,02";"565,08";"623,60"
"01053135";"Worth";"Gemeinden";"289,47";"223,40";"319,28";"266,27";"306,25";"388,24";"468,74";"487,05";"569,90"
"01053136";"Ziethen";"Gemeinden";"197,07";"200,66";"210,34";"175,63";"269,74";"338,68";"397,96";"508,94";"541,58"
"01054001";"Achtrup";"Gemeinden";"213,06";"198,76";"170,70";"146,98";"218,44";"271,94";"348,17";"427,16";"468,69"
"01054002";"Ahrenshöft";"Gemeinden";"228,57";"241,60";"184,06";"172,08";"183,56";"225,30";"290,95";"369,53";"388,13"
"01054003";"Ahrenviöl";"Gemeinden";"194,39";"205,88";"184,68";"135,56";"180,53";"263,97";"341,05";"481,06";"526,98"
"01054004";"Ahrenviölfeld";"Gemeinden";"214,57";"191,01";"194,14";"171,00";"235,74";"351,11";"442,18";"501,63";"545,33"
"01054005";"Alkersum";"Gemeinden";"195,18";"210,99";"228,11";"180,75";"252,98";"280,19";"439,81";"528,32";"572,36"
"01054006";"Almdorf";"Gemeinden";"165,95";"157,79";"132,30";"114,60";"218,69";"266,06";"377,02";"526,73";"577,24"
"01054007";"Arlewatt";"Gemeinden";"211,22";"181,01";"169,01";"164,18";"204,82";"235,82";"307,01";"427,22";"474,28"
"01054009";"Aventoft";"Gemeinden";"237,84";"257,25";"251,04";"197,21";"244,73";"261,51";"357,63";"396,24";"467,64"
"01054010";"Bargum";"Gemeinden";"215,49";"191,99";"168,77";"130,29";"175,88";"242,42";"310,25";"365,92";"398,10"
"01054011";"Behrendorf";"Gemeinden";"180,97";"157,89";"164,18";"170,28";"243,33";"330,32";"452,50";"558,49";"591,89"
"01054012";"Bohmstedt";"Gemeinden";"169,49";"182,93";"175,30";"138,38";"223,45";"270,52";"395,85";"469,39";"482,58"
"01054013";"Bondelum";"Gemeinden";"221,62";"160,80";"142,86";"100,00";"170,00";"320,22";"371,12";"456,96";"476,04"
"01054014";"Bordelum";"Gemeinden";"198,00";"201,39";"200,83";"159,58";"211,74";"281,09";"373,76";"516,95";"559,07"
"01054015";"Borgsum";"Gemeinden";"161,07";"200,00";"202,38";"147,06";"185,08";"221,91";"329,25";"522,31";"619,08"
"01054016";"Bosbüll";"Gemeinden";"234,04";"285,71";"218,91";"200,98";"204,55";"386,60";"422,81";"470,56";"451,46"
"01054017";"Braderup";"Gemeinden";"236,34";"224,67";"235,55";"213,14";"259,43";"357,57";"460,26";"519,21";"584,12"
"01054018";"Bramstedtlund";"Gemeinden";"150,21";"126,53";"113,82";"99,14";"172,73";"218,45";"286,95";"353,96";"395,24"
"01054019";"Bredstedt, Stadt";"Gemeinden";"231,32";"239,61";"208,17";"172,71";"201,93";"235,97";"285,89";"319,37";"348,01"
"01054020";"Breklum";"Gemeinden";"213,41";"197,29";"184,02";"163,39";"218,95";"272,30";"338,19";"413,77";"450,25"
"01054022";"Dagebüll";"Gemeinden";"214,65";"229,47";"200,21";"168,98";"244,72";"266,45";"347,10";"486,25";"519,07"
"01054023";"Drage";"Gemeinden";"207,08";"210,71";"181,97";"143,34";"232,72";"246,38";"333,71";"384,12";"428,25"
"01054024";"Drelsdorf";"Gemeinden";"184,86";"176,42";"158,70";"158,02";"233,54";"295,51";"366,85";"438,17";"479,42"
"01054025";"Dunsum";"Gemeinden";"183,91";"154,76";"119,05";"74,07";"156,25";"228,57";"339,78";"470,62";"497,47"
"01054026";"Elisabeth-Sophien-Koog";"Gemeinden";"21,74";"24,39";"21,74";"0,00";"21,28";"0,00";"161,67";"341,47";"324,10"
"01054027";"Ellhöft";"Gemeinden";"145,04";"141,73";"116,28";"104,48";"254,55";"264,71";"240,77";"419,55";"486,34"
"01054032";"Fresendelf";"Gemeinden";"185,57";"130,00";"103,45";"142,86";"195,88";"193,55";"245,18";"321,23";"397,11"
"01054033";"Friedrichstadt, Stadt";"Gemeinden";"213,27";"228,67";"206,54";"159,95";"192,10";"212,47";"275,79";"288,74";"326,82"
"01054034";"Friedrich-Wilhelm-Lübke-Koog";"Gemeinden";"180,49";"244,44";"219,65";"174,19";"331,29";"579,79";"627,69";"890,45";"994,29"
"01054035";"Garding, Kirchspiel";"Gemeinden";"170,51";"166,67";"74,32";"60,79";"133,74";"186,84";"290,61";"511,85";"593,11"
"01054036";"Garding, Stadt";"Gemeinden";"170,45";"185,52";"166,48";"150,47";"200,37";"244,09";"287,30";"309,86";"343,50"
"01054037";"Goldebek";"Gemeinden";"192,31";"179,66";"142,01";"119,66";"204,02";"252,20";"340,83";"344,61";"367,94"
"01054038";"Goldelund";"Gemeinden";"213,48";"183,88";"179,62";"115,58";"190,60";"290,16";"295,36";"353,27";"396,40"
"01054039";"Gröde";"Gemeinden";"416,67";"333,33";"307,69";"153,85";"500,00";"666,67";"858,44";"814,08";"1.558,43"
"01054040";"Grothusenkoog";"Gemeinden";"409,09";"238,10";"136,36";"142,86";"272,73";"500,00";"613,14";"457,38";"510,77"
"01054041";"Haselund";"Gemeinden";"195,40";"173,12";"160,32";"137,93";"189,01";"247,22";"397,99";"464,96";"489,51"
"01054042";"Hattstedt";"Gemeinden";"224,58";"217,80";"211,17";"188,44";"254,43";"291,04";"394,54";"421,50";"471,37"
"01054043";"Hattstedtermarsch";"Gemeinden";"116,21";"134,50";"132,26";"123,84";"141,98";"216,67";"348,94";"405,05";"418,55"
"01054045";"Högel";"Gemeinden";"111,11";"116,97";"119,82";"117,26";"154,02";"209,25";"274,24";"331,41";"343,46"
"01054046";"Hörnum (Sylt)";"Gemeinden";"260,41";"277,38";"273,32";"213,67";"214,42";"330,58";"482,56";"536,60";"635,38"
"01054048";"Holm";"Gemeinden";"185,57";"215,05";"244,44";"200,00";"279,07";"282,05";"399,15";"476,52";"504,93"
"01054050";"Hallig Hooge";"Gemeinden";"259,26";"268,04";"224,72";"192,77";"276,32";"291,26";"420,43";"538,02";"533,39"
"01054052";"Horstedt";"Gemeinden";"221,70";"190,55";"179,28";"166,67";"216,87";"264,90";"372,67";"442,88";"503,74"
"01054054";"Hude";"Gemeinden";"148,51";"159,82";"152,38";"148,72";"247,42";"216,93";"326,09";"385,78";"438,15"
"01054055";"Humptrup";"Gemeinden";"217,97";"201,96";"185,23";"143,23";"201,31";"232,65";"296,76";"324,93";"363,79"
"01054056";"Husum, Stadt";"Gemeinden";"290,43";"290,13";"250,92";"204,67";"254,73";"293,93";"362,29";"397,09";"434,48"
"01054057";"Immenstedt";"Gemeinden";"236,36";"190,08";"168,75";"158,46";"205,17";"259,48";"380,78";"450,41";"457,15"
"01054059";"Joldelund";"Gemeinden";"184,13";"160,82";"152,99";"130,90";"185,03";"218,03";"301,33";"367,79";"374,37"
"01054061";"Kampen (Sylt)";"Gemeinden";"372,27";"403,79";"318,11";"289,72";"374,16";"626,80";"796,46";"715,41";"730,85"
"01054062";"Karlum";"Gemeinden";"241,07";"192,47";"174,47";"159,62";"218,18";"274,04";"356,93";"452,93";"503,37"
"01054063";"Katharinenheerd";"Gemeinden";"210,81";"226,32";"206,19";"163,16";"251,46";"291,93";"342,88";"465,08";"466,20"
"01054065";"Klanxbüll";"Gemeinden";"190,05";"193,14";"152,65";"135,02";"194,33";"259,85";"311,09";"390,80";"444,57"
"01054068";"Klixbüll";"Gemeinden";"227,73";"212,28";"215,86";"186,77";"227,65";"265,28";"334,40";"436,74";"493,24"
"01054070";"Koldenbüttel";"Gemeinden";"237,40";"222,50";"182,80";"158,63";"228,54";"279,96";"369,38";"462,56";"501,92"
"01054071";"Kolkerheide";"Gemeinden";"112,68";"101,27";"73,53";"31,25";"15,38";"81,63";"85,10";"290,93";"282,31"
"01054072";"Kotzenbüll";"Gemeinden";"160,00";"184,55";"200,00";"168,78";"190,70";"271,93";"393,05";"447,31";"499,48"
"01054073";"Ladelund";"Gemeinden";"204,40";"166,21";"154,21";"121,39";"189,42";"242,05";"284,11";"363,80";"393,93"
"01054074";"Langeneß";"Gemeinden";"162,60";"154,47";"214,29";"119,40";"231,40";"231,34";"314,54";"456,92";"534,51"
"01054075";"Langenhorn";"Gemeinden";"205,88";"197,27";"173,91";"156,59";"187,12";"243,88";"307,71";"391,30";"437,06"
"01054076";"Leck";"Gemeinden";"303,61";"280,55";"238,32";"203,65";"230,48";"272,78";"330,77";"361,44";"401,74"
"01054077";"Lexgaard";"Gemeinden";"303,57";"236,11";"191,78";"158,73";"213,11";"303,57";"507,00";"558,17";"558,81"
"01054078";"List auf Sylt";"Gemeinden";"196,60";"196,33";"179,25";"154,02";"198,93";"350,42";"503,40";"535,78";"628,96"
"01054079";"Löwenstedt";"Gemeinden";"207,87";"216,72";"182,34";"163,20";"177,98";"209,55";"336,64";"496,34";"561,29"
"01054080";"Lütjenholm";"Gemeinden";"169,44";"138,03";"173,02";"166,67";"209,00";"239,75";"309,02";"444,75";"498,05"
"01054083";"Midlum";"Gemeinden";"240,36";"200,59";"207,49";"212,29";"291,78";"322,74";"437,14";"514,67";"550,54"
"01054084";"Mildstedt";"Gemeinden";"261,80";"237,61";"206,66";"184,88";"245,48";"303,94";"413,40";"462,08";"522,67"
"01054085";"Nebel";"Gemeinden";"269,41";"287,32";"301,10";"246,59";"369,26";"447,54";"553,31";"636,41";"763,84"
"01054086";"Neukirchen";"Gemeinden";"193,63";"181,96";"161,71";"139,23";"177,53";"215,97";"326,51";"370,16";"405,39"
"01054087";"Nieblum";"Gemeinden";"229,23";"279,46";"247,02";"217,39";"259,14";"329,81";"444,01";"454,61";"544,68"
"01054088";"Niebüll, Stadt";"Gemeinden";"275,40";"270,36";"231,01";"189,67";"240,49";"270,92";"340,38";"392,01";"436,56"
"01054089";"Norddorf auf Amrum";"Gemeinden";"245,19";"283,05";"229,27";"178,68";"247,63";"375,65";"505,47";"554,94";"672,64"
"01054090";"Norderfriedrichskoog";"Gemeinden";"312,50";"254,90";"457,14";"647,06";"871,79";"630,43";"602,49";"553,16";"553,31"
"01054091";"Nordstrand";"Gemeinden";"195,69";"215,72";"184,73";"153,68";"177,85";"224,39";"278,68";"365,83";"397,97"
"01054092";"Norstedt";"Gemeinden";"101,45";"126,76";"130,73";"118,20";"155,29";"292,38";"332,01";"584,13";"659,00"
"01054093";"Ockholm";"Gemeinden";"197,33";"171,79";"170,10";"134,41";"179,78";"188,09";"281,90";"419,46";"430,31"
"01054094";"Oevenum";"Gemeinden";"196,04";"174,24";"193,36";"166,32";"204,21";"292,95";"410,62";"432,76";"493,96"
"01054095";"Oldenswort";"Gemeinden";"210,40";"203,43";"165,18";"148,35";"200,00";"293,83";"344,51";"412,15";"464,93"
"01054096";"Oldersbek";"Gemeinden";"197,13";"171,57";"162,04";"143,29";"210,12";"277,86";"288,91";"367,54";"399,08"
"01054097";"Olderup";"Gemeinden";"197,94";"184,34";"148,89";"148,56";"230,07";"332,58";"359,59";"412,36";"463,49"
"01054098";"Oldsum";"Gemeinden";"180,42";"169,81";"177,70";"149,20";"208,19";"235,96";"364,68";"363,10";"377,78"
"01054099";"Ostenfeld (Husum)";"Gemeinden";"237,92";"220,88";"180,05";"174,03";"235,79";"293,89";"380,27";"435,40";"489,91"
"01054100";"Osterhever";"Gemeinden";"289,58";"242,54";"250,98";"203,19";"264,96";"398,23";"552,80";"441,90";"511,79"
"01054101";"Oster-Ohrstedt";"Gemeinden";"250,00";"201,94";"174,92";"167,43";"229,10";"291,60";"403,72";"445,60";"484,92"
"01054103";"Pellworm";"Gemeinden";"167,38";"180,24";"167,83";"147,37";"215,54";"254,95";"348,45";"385,90";"440,95"
"01054104";"Poppenbüll";"Gemeinden";"241,53";"203,54";"172,09";"221,67";"308,11";"269,23";"400,19";"444,80";"473,62"
"01054105";"Ramstedt";"Gemeinden";"201,09";"200,98";"172,02";"147,06";"187,22";"244,08";"349,35";"419,65";"451,23"
"01054106";"Rantrum";"Gemeinden";"213,85";"192,14";"172,02";"150,12";"230,44";"272,68";"354,13";"491,30";"518,35"
"01054108";"Reußenköge";"Gemeinden";"254,39";"276,28";"223,76";"206,21";"351,85";"608,96";"905,37";"1.030,54";"1.222,64"
"01054109";"Risum-Lindholm";"Gemeinden";"236,71";"214,64";"195,07";"174,57";"230,16";"279,34";"352,07";"480,83";"531,14"
"01054110";"Rodenäs";"Gemeinden";"172,19";"178,02";"153,53";"132,32";"229,51";"287,74";"375,12";"452,11";"533,17"
"01054113";"Sankt Peter-Ording";"Gemeinden";"219,39";"246,49";"228,90";"173,45";"219,41";"308,66";"385,23";"476,18";"564,12"
"01054116";"Schwabstedt";"Gemeinden";"216,59";"220,65";"176,73";"147,85";"188,75";"230,30";"301,02";"376,94";"400,52"
"01054118";"Schwesing";"Gemeinden";"241,42";"215,25";"202,38";"195,20";"252,22";"297,68";"387,90";"487,10";"555,04"
"01054119";"Seeth";"Gemeinden";"288,82";"164,61";"151,79";"128,31";"169,30";"239,32";"216,38";"251,88";"116,75"
"01054120";"Simonsberg";"Gemeinden";"229,90";"214,70";"194,67";"186,26";"243,64";"347,44";"441,65";"428,01";"477,92"
"01054121";"Sönnebüll";"Gemeinden";"109,00";"133,93";"114,04";"126,64";"215,09";"258,06";"377,42";"493,02";"490,90"
"01054123";"Sollwitt";"Gemeinden";"168,28";"135,22";"157,73";"141,96";"199,34";"235,49";"306,39";"559,48";"597,83"
"01054124";"Sprakebüll";"Gemeinden";"215,60";"213,95";"183,86";"144,86";"227,47";"365,64";"455,28";"552,24";"558,82"
"01054125";"Stadum";"Gemeinden";"417,80";"222,86";"176,36";"163,84";"222,97";"295,07";"339,69";"459,63";"532,12"
"01054126";"Stedesand";"Gemeinden";"230,26";"216,44";"194,44";"141,04";"206,78";"244,62";"330,36";"443,11";"475,88"
"01054128";"Struckum";"Gemeinden";"213,27";"204,45";"172,65";"158,37";"209,35";"296,96";"343,35";"415,85";"463,44"
"01054129";"Süderende";"Gemeinden";"184,78";"229,95";"176,14";"111,11";"140,45";"223,46";"338,87";"480,90";"502,33"
"01054130";"Süderhöft";"Gemeinden";"192,31";"263,16";"190,48";"238,10";"347,83";"250,00";"427,23";"289,90";"424,88"
"01054131";"Süderlügum";"Gemeinden";"225,01";"220,02";"187,82";"151,15";"218,61";"244,93";"298,99";"365,83";"422,95"
"01054132";"Südermarsch";"Gemeinden";"225,81";"140,94";"114,86";"189,19";"273,33";"227,54";"353,19";"470,22";"513,81"
"01054134";"Tating";"Gemeinden";"203,03";"205,37";"209,59";"154,47";"204,04";"260,87";"292,74";"365,30";"400,90"
"01054135";"Tetenbüll";"Gemeinden";"275,60";"209,44";"219,44";"203,47";"262,14";"330,19";"403,12";"405,75";"469,19"
"01054136";"Tinningstedt";"Gemeinden";"232,56";"213,59";"221,67";"212,12";"266,01";"230,45";"386,27";"455,50";"512,83"
"01054138";"Tönning, Stadt";"Gemeinden";"212,53";"218,81";"180,61";"150,64";"201,80";"236,34";"294,57";"349,00";"395,91"
"01054140";"Tümlauer Koog";"Gemeinden";"173,55";"134,92";"147,83";"128,44";"191,49";"240,38";"233,45";"353,25";"368,39"
"01054141";"Uelvesbüll";"Gemeinden";"252,63";"207,55";"205,43";"187,50";"288,89";"307,69";"353,32";"441,86";"496,72"
"01054142";"Uphusum";"Gemeinden";"228,41";"184,90";"155,00";"138,89";"218,91";"242,89";"321,89";"418,09";"449,65"
"01054143";"Utersum";"Gemeinden";"273,50";"274,19";"290,40";"219,21";"269,95";"349,06";"490,35";"507,40";"592,86"
"01054144";"Viöl";"Gemeinden";"212,54";"199,06";"167,95";"167,62";"206,72";"242,58";"282,30";"434,47";"477,27"
"01054145";"Vollerwiek";"Gemeinden";"169,08";"183,57";"160,00";"156,52";"131,58";"269,04";"360,64";"465,66";"551,84"
"01054146";"Vollstedt";"Gemeinden";"132,81";"175,18";"115,85";"137,72";"182,93";"225,81";"317,70";"418,35";"426,20"
"01054148";"Welt";"Gemeinden";"218,60";"200,00";"172,27";"197,31";"256,88";"254,46";"472,30";"562,53";"624,77"
"01054149";"Wenningstedt-Braderup (Sylt)";"Gemeinden";"318,62";"358,09";"285,98";"241,71";"312,83";"420,13";"571,19";"508,85";"648,50"
"01054150";"Westerhever";"Gemeinden";"204,72";"163,93";"248,00";"176,92";"250,00";"327,59";"388,91";"421,90";"512,51"
"01054152";"Wester-Ohrstedt";"Gemeinden";"226,95";"224,95";"185,76";"138,99";"239,65";"278,86";"346,62";"358,81";"373,99"
"01054154";"Westre";"Gemeinden";"188,14";"174,22";"170,37";"169,19";"200,49";"281,50";"446,89";"494,35";"555,12"
"01054156";"Winnert";"Gemeinden";"162,00";"144,24";"140,37";"117,34";"183,86";"235,13";"311,67";"336,59";"365,47"
"01054157";"Wisch";"Gemeinden";"144,14";"135,34";"160,31";"170,37";"198,35";"227,27";"483,14";"400,30";"451,07"
"01054158";"Witsum";"Gemeinden";"259,26";"361,70";"418,60";"319,15";"204,08";"750,00";"488,76";"747,06";"956,29"
"01054159";"Wittbek";"Gemeinden";"202,70";"198,67";"159,06";"129,23";"191,59";"239,90";"323,23";"398,47";"440,49"
"01054160";"Wittdün auf Amrum";"Gemeinden";"310,25";"330,50";"294,94";"236,09";"283,12";"329,27";"449,78";"472,06";"563,11"
"01054161";"Witzwort";"Gemeinden";"224,20";"220,70";"220,59";"170,96";"231,16";"264,33";"343,07";"370,66";"407,14"
"01054162";"Wobbenbüll";"Gemeinden";"256,29";"217,58";"201,30";"176,84";"262,83";"326,04";"445,22";"485,13";"551,11"
